id	tag	word	prev_word	next_word	label	prev_label	next_label	prev_tag	start_w_s	start_w_n
1137	G_PRP	ab	chalo	thoda	hi	hi	hi	G_V	0	0
1138	G_J	thoda	ab	kaam	hi	hi	hi	G_PRP	0	0
1139	G_N	kaam	thoda	kar	hi	hi	hi	G_J	0	0
1140	G_V	kar	kaam	sakte	hi	hi	hi	G_N	0	0
1141	G_V	sakte	kar	hai	hi	hi	hi	G_V	0	0
1142	G_V	hai	sakte	...	hi	hi	univ	G_V	0	0
1143	G_X	...	hai	subah	univ	hi	hi	G_V	0	0
1144	G_N	subah	...	se	hi	univ	hi	G_X	0	0
1145	PSP	se	subah	yahi	hi	hi	hi	G_N	0	0
1146	G_PRP	yahi	se	chipke	hi	hi	hi	PSP	0	0
1147	G_V	chipke	yahi	pade	hi	hi	hi	G_PRP	0	0
1148	G_V	pade	chipke	hai	hi	hi	hi	G_V	0	0
1149	G_V	hai	pade	office	hi	hi	en	G_V	0	0
1150	G_N	office	hai	me	en	hi	hi	G_V	0	0
1151	PSP	me	office	bhi	hi	en	hi	G_N	0	0
1152	G_PRT	bhi	me	..	hi	hi	univ	PSP	0	0
1153	G_X	..	bhi	is	univ	hi	hi	G_PRT	0	0
1154	G_PRP	is	..	chakkar	hi	univ	hi	G_X	0	0
1155	G_N	chakkar	is	me	hi	hi	hi	G_PRP	0	0
1156	PSP	me	chakkar	lunch	hi	hi	en	G_N	0	0
1157	G_N	lunch	me	bhi	en	hi	hi	PSP	0	0
1158	G_PRT	bhi	lunch	nahi	hi	en	hi	G_N	0	0
1159	G_PRT	nahi	bhi	kiya	hi	hi	hi	G_PRT	0	0
1160	G_V	kiya	nahi		hi	hi		G_PRT	0	0
1161	@	@aashikapokharel		Haha	univ		univ		1	0
1162	G_PRT	Haha	@aashikapokharel	okay	univ	univ	en	@	0	0
1163	G_PRT	okay	Haha	.	en	univ	univ	G_PRT	0	0
1164	G_X	.	okay	Office	univ	en	en	G_PRT	0	0
1165	G_N	Office	.	time	en	univ	en	G_X	0	0
1166	G_N	time	Office	,	en	en	univ	G_N	0	0
1167	G_X	,	time	aba	univ	en	hi	G_N	0	0
1168	G_PRT	aba	,	bus	hi	univ	hi	G_X	0	0
1169	G_N	bus	aba	ma	hi	hi	hi	G_PRT	0	0
1170	PSP	ma	bus	bore	hi	hi	en	G_N	0	0
1171	G_V	bore	ma	hune	en	hi	hi	PSP	0	0
1172	G_V	hune	bore	wala	hi	en	hi	G_V	0	0
1173	G_PRT	wala	hune	chhu	hi	hi	hi	G_V	0	0
1174	G_PRT	chhu	wala	.	hi	hi	univ	G_PRT	0	0
1175	G_X	.	chhu	Also	univ	hi	en	G_PRT	0	0
1176	G_R	Also	.	,	en	univ	univ	G_X	0	0
1177	G_X	,	Also	Alumni	univ	en	en	G_R	0	0
1178	G_N	Alumni	,	ko	en	univ	hi	G_X	0	0
1179	PSP	ko	Alumni	imp	hi	en	en	G_N	0	0
1180	G_J	imp	ko	kaam	en	hi	hi	PSP	0	0
1181	G_V	kaam	imp	chha	hi	en	hi	G_J	0	0
1182	G_V	chha	kaam	.	hi	hi	univ	G_V	0	0
1183	G_X	.	chha	Viber	univ	hi	ne	G_V	0	0
1184	G_N	Viber	.	ma	ne	univ	hi	G_X	0	0
1185	PSP	ma	Viber	aaye	hi	ne	hi	G_N	0	0
1186	G_V	aaye	ma	hune	hi	hi	hi	PSP	0	0
1187	G_V	hune	aaye	.	hi	hi	univ	G_V	0	0
1188	G_X	.	hune	:P	univ	hi	univ	G_V	0	0
1189	E	:P	.		univ	univ		G_X	0	0
1190	DT	My		bad	en		en		0	0
1191	G_J	bad	My	girl	en	en	en	DT	0	0
1192	G_N	girl	bad	so	en	en	en	G_J	0	0
1193	G_R	so	girl	good	en	en	en	G_N	0	0
1194	G_J	good	so	she	en	en	en	G_R	0	0
1195	G_PRP	she	good	lied	en	en	en	G_J	0	0
1196	G_V	lied	she	to	en	en	en	G_PRP	0	0
1197	PSP	to	lied	arranged	en	en	en	G_V	0	0
1198	G_V	arranged	to	marriage	en	en	en	PSP	0	0
1199	G_N	marriage	arranged	waala	en	en	hi	G_V	0	0
1200	G_PRT	waala	marriage	ladka	hi	en	hi	G_N	0	0
1201	G_N	ladka	waala	that	hi	hi	en	G_PRT	0	0
1202	G_PRP	that	ladka	she's	en	hi	en	G_N	0	0
1203	G_N	she's	that	a	en	en	en	G_PRP	0	0
1204	DT	a	she's	virgin	en	en	en	G_N	0	0
1205	G_N	virgin	a	for	en	en	en	DT	0	0
1206	PSP	for	virgin	his	en	en	en	G_N	0	0
1207	DT	his	for	peace	en	en	en	PSP	0	0
1208	G_N	peace	his	of	en	en	en	DT	0	0
1209	PSP	of	peace	mind	en	en	en	G_N	0	0
1210	G_N	mind	of	.	en	en	univ	PSP	0	0
1211	G_X	.	mind		univ	en		G_N	0	0
1212	G_N	Office		me	en		hi		0	0
1213	PSP	me	Office	junior	hi	en	en	G_N	0	0
1214	G_N	junior	me	ko	en	hi	hi	PSP	0	0
1215	PSP	ko	junior	time	hi	en	en	G_N	0	0
1216	G_N	time	ko	dena	en	hi	hi	PSP	0	0
1217	G_N	dena	time	parta	hi	en	hi	G_N	0	0
1218	G_V	parta	dena	hai	hi	hi	hi	G_N	0	0
1219	G_V	hai	parta	isi	hi	hi	hi	G_V	0	0
1220	G_PRP	isi	hai	lye	hi	hi	hi	G_V	0	0
1221	PSP	lye	isi	ghar	hi	hi	hi	G_PRP	0	0
1222	G_N	ghar	lye	pe	hi	hi	hi	PSP	0	0
1223	PSP	pe	ghar	kaam	hi	hi	hi	G_N	0	0
1224	G_N	kaam	pe	karna	hi	hi	hi	PSP	0	0
1225	G_N	karna	kaam	parta	hi	hi	hi	G_N	0	0
1226	G_V	parta	karna	hai	hi	hi	hi	G_N	0	0
1227	G_V	hai	parta	.	hi	hi	univ	G_V	0	0
1228	G_X	.	hai		univ	hi		G_V	0	0
1229	@	@realpreityzinta		CRICKET	univ		en		1	0
1230	G_N	CRICKET	@realpreityzinta	Please	en	univ	en	@	0	0
1231	G_R	Please	CRICKET	Aaj	en	en	hi	G_N	0	0
1232	G_R	Aaj	Please	KHUSHI	hi	en	hi	G_R	0	0
1233	G_N	KHUSHI	Aaj	KA	hi	hi	hi	G_R	0	0
1234	PSP	KA	KHUSHI	MAUKA	hi	hi	hi	G_N	0	0
1235	G_N	MAUKA	KA	MAUKA	hi	hi	hi	PSP	0	0
1236	G_N	MAUKA	MAUKA	MAUKA	hi	hi	hi	G_N	0	0
1237	G_N	MAUKA	MAUKA	Hai	hi	hi	hi	G_N	0	0
1238	G_V	Hai	MAUKA	😄😄	hi	hi	univ	G_N	0	0
1239	E	😄😄	Hai	Love	univ	hi	en	G_V	0	0
1240	G_V	Love	😄😄	u	en	univ	en	E	0	0
1241	G_PRP	u	Love	PZ	en	en	en	G_V	0	0
1242	G_R	PZ	u	😘😘😘	en	en	univ	G_PRP	0	0
1243	E	😘😘😘	PZ	love	univ	en	en	G_R	0	0
1244	G_V	love	😘😘😘	ur	en	univ	en	E	0	0
1245	G_PRP	ur	love	dimple	en	en	en	G_V	0	0
1246	G_N	dimple	ur	#IndvsSA	en	en	univ	G_PRP	0	0
1247	#	#IndvsSA	dimple	#pzsundaychat	univ	en	univ	G_N	1	0
1248	#	#pzsundaychat	#IndvsSA		univ	univ		#	1	0
1249	G_N	Nothing		is	en		hi		0	0
1250	G_PRP	is	Nothing	bigger	hi	en	en	G_N	0	0
1251	G_J	bigger	is	than	en	hi	en	G_PRP	0	0
1252	PSP	than	bigger	COUNTRY	en	en	en	G_J	0	0
1253	G_N	COUNTRY	than	HUM	en	en	hi	PSP	0	0
1254	G_PRP	HUM	COUNTRY	INDIAWAALE	hi	en	hi	G_N	0	0
1255	G_N	INDIAWAALE	HUM	Jo	hi	hi	hi	G_PRP	0	0
1256	G_PRP	Jo	INDIAWAALE	KHUSHI	hi	hi	hi	G_N	0	0
1257	G_J	KHUSHI	Jo	INDIA	hi	hi	ne	G_PRP	0	0
1258	G_N	INDIA	KHUSHI	Ki	ne	hi	hi	G_J	0	0
1259	PSP	Ki	INDIA	JEET	hi	ne	hi	G_N	0	0
1260	G_N	JEET	Ki	Me	hi	hi	hi	PSP	0	0
1261	PSP	Me	JEET	milti	hi	hi	hi	G_N	0	0
1262	G_V	milti	Me	wo	hi	hi	hi	PSP	0	0
1263	G_PRP	wo	milti	aur	hi	hi	hi	G_V	0	0
1264	CC	aur	wo	kahi	hi	hi	hi	G_PRP	0	0
1265	G_PRP	kahi	aur	nahi	hi	hi	hi	CC	0	0
1266	G_PRT	nahi	kahi	😍😍	hi	hi	univ	G_PRP	0	0
1267	E	😍😍	nahi	JAI	univ	hi	hi	G_PRT	0	0
1268	G_N	JAI	😍😍	HIND	hi	univ	hi	E	0	0
1269	G_N	HIND	JAI	#IndvsSA	hi	hi	univ	G_N	0	0
1270	#	#IndvsSA	HIND	#IndWins	univ	hi	univ	G_N	1	0
1271	#	#IndWins	#IndvsSA		univ	univ		#	1	0
1272	G_X	double_quotes		Humpe	univ		hi		0	0
1273	G_PRP	Humpe	double_quotes	ye	hi	univ	hi	G_X	0	0
1274	G_PRP	ye	Humpe	kisne	hi	hi	hi	G_PRP	0	0
1275	G_PRP	kisne	ye	hara	hi	hi	hi	G_PRP	0	0
1276	G_J	hara	kisne	rang	hi	hi	hi	G_PRP	0	0
1277	G_N	rang	hara	daala	hi	hi	hi	G_J	0	0
1278	G_V	daala	rang	,	hi	hi	univ	G_N	0	0
1279	G_X	,	daala	khushi	univ	hi	hi	G_V	0	0
1280	G_N	khushi	,	ne	hi	univ	hi	G_X	0	0
1281	PSP	ne	khushi	humari	hi	hi	hi	G_N	0	0
1282	G_PRP	humari	ne	hme	hi	hi	hi	PSP	0	0
1283	G_PRP	hme	humari	maar	hi	hi	hi	G_PRP	0	0
1284	G_V	maar	hme	daala	hi	hi	hi	G_PRP	0	0
1285	G_V	daala	maar	double_quotes	hi	hi	univ	G_V	0	0
1286	G_X	double_quotes	daala	-	univ	hi	univ	G_V	0	0
1287	G_X	-	double_quotes	SA	univ	univ	acro	G_X	0	0
1288	G_N	SA	-	team	acro	univ	en	G_X	0	0
1289	G_N	team	SA	singing	en	acro	en	G_N	0	0
1290	G_N	singing	team	right	en	en	en	G_N	0	0
1291	G_R	right	singing	now	en	en	en	G_N	0	0
1292	G_R	now	right	.	en	en	univ	G_R	0	0
1293	G_X	.	now	#IndvsSA	univ	en	univ	G_R	0	0
1294	#	#IndvsSA	.		univ	univ		G_X	1	0
1295	G_PRP	isi		khushi	hi		hi		0	0
1296	G_N	khushi	isi	k	hi	hi	hi	G_PRP	0	0
1297	PSP	k	khushi	mauke	hi	hi	hi	G_N	0	0
1298	G_N	mauke	k	pe	hi	hi	hi	PSP	0	0
1299	PSP	pe	mauke	@thetanmay	hi	hi	univ	G_N	0	0
1300	@	@thetanmay	pe	&	univ	hi	en	PSP	1	0
1301	CC	&	@thetanmay	sab	en	univ	hi	@	0	0
1302	G_SYM	sab	&	AIB	hi	en	acro	CC	0	0
1303	G_N	AIB	sab	k	acro	hi	hi	G_SYM	0	0
1304	CC	k	AIB	team	hi	acro	en	G_N	0	0
1305	G_N	team	k	ko	en	hi	hi	CC	0	0
1306	PSP	ko	team	gaaliyan	hi	en	hi	G_N	0	0
1307	G_N	gaaliyan	ko	deke	hi	hi	hi	PSP	0	0
1308	G_V	deke	gaaliyan	khushi	hi	hi	hi	G_N	0	0
1309	G_N	khushi	deke	manao	hi	hi	hi	G_V	0	0
1310	G_V	manao	khushi	#WontGiveItBack	hi	hi	univ	G_N	0	0
1311	#	#WontGiveItBack	manao	#IndvsSA	univ	hi	univ	G_V	1	0
1312	#	#IndvsSA	#WontGiveItBack		univ	univ		#	1	0
1313	@	@SDhawan25		tumko	univ		hi		1	0
1314	G_PRP	tumko	@SDhawan25	shikhar	hi	univ	hi	@	0	0
1315	G_N	shikhar	tumko	par	hi	hi	hi	G_PRP	0	0
1316	PSP	par	shikhar	dekh	hi	hi	hi	G_N	0	0
1317	G_V	dekh	par	ke	hi	hi	hi	PSP	0	0
1318	PSP	ke	dekh	bahaut	hi	hi	hi	G_V	0	0
1319	G_R	bahaut	ke	khushi	hi	hi	hi	PSP	0	0
1320	G_N	khushi	bahaut	hui	hi	hi	hi	G_R	0	0
1321	G_V	hui	khushi	.	hi	hi	univ	G_N	0	0
1322	G_X	.	hui	Congratulations	univ	hi	en	G_V	0	0
1323	G_PRT	Congratulations	.	!	en	univ	univ	G_X	0	0
1324	G_X	!	Congratulations	#IndvsSA	univ	en	univ	G_PRT	0	0
1325	#	#IndvsSA	!	#CWC15	univ	univ	univ	G_X	1	0
1326	#	#CWC15	#IndvsSA		univ	univ		#	1	0
1327	G_PRT	Itni		khushi	hi		hi		0	0
1328	G_N	khushi	Itni	itni	hi	hi	hi	G_PRT	0	0
1329	G_PRT	itni	khushi	khushi	hi	hi	hi	G_N	0	0
1330	G_N	khushi	itni	😭	hi	hi	univ	G_PRT	0	0
1331	E	😭	khushi	.	univ	hi	univ	G_N	0	0
1332	G_X	.	😭	I	univ	univ	en	E	0	0
1333	G_PRP	I	.	have	en	univ	en	G_X	0	0
1334	G_V	have	I	no	en	en	en	G_PRP	0	0
1335	G_R	no	have	idea	en	en	en	G_V	0	0
1336	G_N	idea	no	what	en	en	en	G_R	0	0
1337	G_PRP	what	idea	to	en	en	en	G_N	0	0
1338	PSP	to	what	do	en	en	en	G_PRP	0	0
1339	G_V	do	to	!	en	en	univ	PSP	0	0
1340	G_X	!	do	That's	univ	en	en	G_V	0	0
1341	G_N	That's	!	how	en	univ	en	G_X	0	0
1342	G_R	how	That's	champions	en	en	en	G_N	0	0
1343	G_N	champions	how	play	en	en	en	G_R	0	0
1344	G_V	play	champions	.	en	en	univ	G_N	0	0
1345	G_X	.	play	#IndvsSA	univ	en	univ	G_V	0	0
1346	#	#IndvsSA	.	#CWC15	univ	univ	univ	G_X	1	0
1347	#	#CWC15	#IndvsSA	#MaukaMauka	univ	univ	univ	#	1	0
1348	#	#MaukaMauka	#CWC15	#BleedBlue	univ	univ	univ	#	1	0
1349	#	#BleedBlue	#MaukaMauka	#Respect	univ	univ	univ	#	1	0
1350	#	#Respect	#BleedBlue		univ	univ		#	1	0
1351	G_R	Sabse		zyada	hi		hi		0	0
1352	G_J	zyada	Sabse	khushi	hi	hi	hi	G_R	0	0
1353	G_N	khushi	zyada	to	hi	hi	hi	G_J	0	0
1354	G_PRT	to	khushi	Star	hi	hi	en	G_N	0	0
1355	G_N	Star	to	Sports	en	hi	en	G_PRT	0	0
1356	G_N	Sports	Star	waalo	en	en	hi	G_N	0	0
1357	PSP	waalo	Sports	ko	hi	en	hi	G_N	0	0
1358	PSP	ko	waalo	ho	hi	hi	hi	PSP	0	0
1359	G_V	ho	ko	rahi	hi	hi	hi	PSP	0	0
1360	G_V	rahi	ho	hogi	hi	hi	hi	G_V	0	0
1361	G_V	hogi	rahi	,	hi	hi	univ	G_V	0	0
1362	G_X	,	hogi	unhe	univ	hi	hi	G_V	0	0
1363	G_PRP	unhe	,	'	hi	univ	univ	G_X	0	0
1364	G_X	'	unhe	Jai	univ	hi	hi	G_PRP	0	0
1365	G_N	Jai	'	Ho	hi	univ	hi	G_X	0	0
1366	G_N	Ho	Jai	'	hi	hi	univ	G_N	0	0
1367	G_X	'	Ho	ke	univ	hi	hi	G_N	0	0
1368	PSP	ke	'	liye	hi	univ	hi	G_X	0	0
1369	PSP	liye	ke	ek	hi	hi	hi	PSP	0	0
1370	G_SYM	ek	liye	naya	hi	hi	hi	PSP	0	0
1371	G_J	naya	ek	match	hi	hi	en	G_SYM	0	0
1372	G_N	match	naya	jo	en	hi	hi	G_J	0	0
1373	G_PRP	jo	match	mil	hi	en	hi	G_N	0	0
1374	G_V	mil	jo	gaya	hi	hi	hi	G_PRP	0	0
1375	G_V	gaya	mil	.	hi	hi	univ	G_V	0	0
1376	G_X	.	gaya	#IndvsSA	univ	hi	univ	G_V	0	0
1377	#	#IndvsSA	.		univ	univ		G_X	1	0
1378	G_V	Aa		gaya	hi		hi		0	0
1379	G_V	gaya	Aa	mauka	hi	hi	hi	G_V	0	0
1380	G_N	mauka	gaya	...	hi	hi	univ	G_V	0	0
1381	G_X	...	mauka	India	univ	hi	ne	G_N	0	0
1382	G_N	India	...	won	ne	univ	en	G_X	0	0
1383	G_V	won	India	..	en	ne	univ	G_N	0	0
1384	G_X	..	won	#IndvsSA	univ	en	univ	G_V	0	0
1385	#	#IndvsSA	..		univ	univ		G_X	1	0
1386	G_PRP	Iss		world	hi		en		0	0
1387	G_N	world	Iss	cup	en	hi	en	G_PRP	0	0
1388	G_N	cup	world	mai	en	en	hi	G_N	0	0
1389	PSP	mai	cup	koi	hi	en	hi	G_N	0	0
1390	G_PRP	koi	mai	khushi	hi	hi	hi	PSP	0	0
1391	G_N	khushi	koi	nai	hi	hi	hi	G_PRP	0	0
1392	G_PRT	nai	khushi	milni	hi	hi	hi	G_N	0	0
1393	G_V	milni	nai	.	hi	hi	univ	G_PRT	0	0
1394	G_X	.	milni	Na	univ	hi	hi	G_V	0	0
1395	G_PRT	Na	.	#Pakistan	hi	univ	univ	G_X	0	0
1396	#	#Pakistan	Na	ne	univ	hi	hi	G_PRT	1	0
1397	PSP	ne	#Pakistan	jeetna	hi	univ	hi	#	0	0
1398	G_N	jeetna	ne	hai	hi	hi	hi	PSP	0	0
1399	G_V	hai	jeetna	,	hi	hi	univ	G_N	0	0
1400	G_X	,	hai	Na	univ	hi	hi	G_V	0	0
1401	G_PRT	Na	,	#India	hi	univ	univ	G_X	0	0
1402	#	#India	Na	ne	univ	hi	hi	G_PRT	1	0
1403	PSP	ne	#India	Haarna	hi	univ	hi	#	0	0
1404	G_N	Haarna	ne	hai	hi	hi	hi	PSP	0	0
1405	G_V	hai	Haarna	#WC2015	hi	hi	univ	G_N	0	0
1406	#	#WC2015	hai	#IndvsSA	univ	hi	univ	G_V	1	0
1407	#	#IndvsSA	#WC2015		univ	univ		#	1	0
1408	G_N	Indian		ki	en		hi		0	0
1409	PSP	ki	Indian	har	hi	en	hi	G_N	0	0
1410	G_N	har	ki	jeet	hi	hi	hi	PSP	0	0
1411	G_N	jeet	har	pakistan	hi	hi	ne	G_N	0	0
1412	G_N	pakistan	jeet	ko	ne	hi	hi	G_N	0	0
1413	PSP	ko	pakistan	bohat	hi	ne	hi	G_N	0	0
1414	G_PRT	bohat	ko	khushi	hi	hi	hi	PSP	0	0
1415	G_N	khushi	bohat	deti	hi	hi	hi	G_PRT	0	0
1416	G_V	deti	khushi	hai	hi	hi	hi	G_N	0	0
1417	G_V	hai	deti	.	hi	hi	univ	G_V	0	0
1418	G_X	.	hai	lol	univ	hi	univ	G_V	0	0
1419	G_PRT	lol	.	.	univ	univ	univ	G_X	0	0
1420	G_X	.	lol	#IndvsSA	univ	univ	univ	G_PRT	0	0
1421	#	#IndvsSA	.		univ	univ		G_X	1	0
1422	G_PRP	ye		match	hi		en		0	0
1423	G_N	match	ye	se	en	hi	hi	G_PRP	0	0
1424	PSP	se	match	pakistan	hi	en	ne	G_N	0	0
1425	G_N	pakistan	se	ko	ne	hi	hi	PSP	0	0
1426	PSP	ko	pakistan	ye	hi	ne	hi	G_N	0	0
1427	G_PRP	ye	ko	khushi	hi	hi	hi	PSP	0	0
1428	G_N	khushi	ye	hogi	hi	hi	hi	G_PRP	0	0
1429	G_V	hogi	khushi	ki	hi	hi	hi	G_N	0	0
1430	PSP	ki	hogi	koi	hi	hi	hi	G_V	0	0
1431	G_PRP	koi	ki	aur	hi	hi	hi	PSP	0	0
1432	CC	aur	koi	country	hi	hi	en	G_PRP	0	0
1433	G_N	country	aur	bhi	en	hi	hi	CC	0	0
1434	G_PRT	bhi	country	unki	hi	en	hi	G_N	0	0
1435	G_PRP	unki	bhi	hi	hi	hi	hi	G_PRT	0	0
1436	PSP	hi	unki	jaise	hi	hi	hi	G_PRP	0	0
1437	G_R	jaise	hi	buri	hi	hi	hi	PSP	0	0
1438	G_J	buri	jaise	tarah	hi	hi	hi	G_R	0	0
1439	G_R	tarah	buri	se	hi	hi	hi	G_J	0	0
1440	PSP	se	tarah	haar	hi	hi	hi	G_R	0	0
1441	G_N	haar	se	sakta	hi	hi	hi	PSP	0	0
1442	G_V	sakta	haar	hai	hi	hi	hi	G_N	0	0
1443	G_V	hai	sakta	#IndvsSA	hi	hi	univ	G_V	0	0
1444	#	#IndvsSA	hai		univ	hi		G_V	1	0
1445	G_PRT	oyeeeee		Light	univ		en		0	0
1446	G_N	Light	oyeeeee	Aaaagai	en	univ	hi	G_PRT	0	0
1447	G_V	Aaaagai	Light	...	hi	en	univ	G_N	0	0
1448	G_X	...	Aaaagai	pehli	univ	hi	hi	G_V	0	0
1449	G_N	pehli	...	baar	hi	univ	hi	G_X	0	0
1450	G_PRT	baar	pehli	light	hi	hi	en	G_N	0	0
1451	G_N	light	baar	aane	en	hi	hi	G_PRT	0	0
1452	G_N	aane	light	ki	hi	en	hi	G_N	0	0
1453	PSP	ki	aane	itni	hi	hi	hi	G_N	0	0
1454	G_PRT	itni	ki	khushi	hi	hi	hi	PSP	0	0
1455	G_N	khushi	itni	hui	hi	hi	hi	G_PRT	0	0
1456	G_V	hui	khushi	hai	hi	hi	hi	G_N	0	0
1457	G_V	hai	hui	BC	hi	hi	acro	G_V	0	0
1458	G_PRT	BC	hai	#INDvsSA	acro	hi	univ	G_V	0	0
1459	#	#INDvsSA	BC		univ	acro		G_PRT	1	0
1460	G_J	Pakistani		'	ne		univ		0	0
1461	G_X	'	Pakistani	s	univ	ne	en	G_J	0	0
1462	PSP	s	'	khushi	en	univ	hi	G_X	0	0
1463	G_N	khushi	s	is	hi	en	hi	PSP	0	0
1464	G_V	is	khushi	directly	hi	hi	en	G_N	0	0
1465	G_R	directly	is	propotional	en	hi	en	G_V	0	0
1466	G_J	propotional	directly	to	en	en	en	G_R	0	0
1467	G_PRT	to	propotional	India's	en	en	en	G_J	0	0
1468	G_N	India's	to	defeat	en	en	en	G_PRT	0	0
1469	G_V	defeat	India's	☺	en	en	univ	G_N	0	0
1470	E	☺	defeat	😀	univ	en	univ	G_V	0	0
1471	E	😀	☺	SA	univ	univ	acro	E	0	0
1472	G_N	SA	😀	walo	acro	univ	hi	E	0	0
1473	G_PRT	walo	SA	aj	hi	acro	hi	G_N	0	0
1474	G_R	aj	walo	na	hi	hi	hi	G_PRT	0	0
1475	PSP	na	aj	phorne	hi	hi	hi	G_R	0	0
1476	G_N	phorne	na	dena	hi	hi	hi	PSP	0	0
1477	G_V	dena	phorne	inko	hi	hi	hi	G_N	0	0
1478	G_PRP	inko	dena	phatake	hi	hi	hi	G_V	0	0
1479	G_N	phatake	inko	😉😬	hi	hi	univ	G_PRP	0	0
1480	E	😉😬	phatake	#CWC15	univ	hi	univ	G_N	0	0
1481	#	#CWC15	😉😬	#IndvsSA	univ	univ	univ	E	1	0
1482	#	#IndvsSA	#CWC15		univ	univ		#	1	0
1483	PSP	are		kohli	hi		hi		0	0
1484	G_N	kohli	are	...	hi	hi	univ	PSP	0	0
1485	G_X	...	kohli	pakistani	univ	hi	ne	G_N	0	0
1486	G_N	pakistani	...	ke	ne	univ	hi	G_X	0	0
1487	PSP	ke	pakistani	ball	hi	ne	en	G_N	0	0
1488	G_N	ball	ke	pe	en	hi	hi	PSP	0	0
1489	PSP	pe	ball	out	hi	en	en	G_N	0	0
1490	G_R	out	pe	nai	en	hi	hi	PSP	0	0
1491	G_PRT	nai	out	hona	hi	en	hi	G_R	0	0
1492	G_N	hona	nai	tha	hi	hi	hi	G_PRT	0	0
1493	G_V	tha	hona	BC	hi	hi	acro	G_N	0	0
1494	G_PRT	BC	tha	....	acro	hi	univ	G_V	0	0
1495	G_X	....	BC	sab	univ	acro	hi	G_PRT	0	0
1496	G_SYM	sab	....	saale	hi	univ	hi	G_X	0	0
1497	G_PRT	saale	sab	isi	hi	hi	hi	G_SYM	0	0
1498	G_PRP	isi	saale	khushi	hi	hi	hi	G_PRT	0	0
1499	G_N	khushi	isi	me	hi	hi	hi	G_PRP	0	0
1500	PSP	me	khushi	patakhe	hi	hi	hi	G_N	0	0
1501	G_N	patakhe	me	phodne	hi	hi	hi	PSP	0	0
1502	G_N	phodne	patakhe	lag	hi	hi	hi	G_N	0	0
1503	G_V	lag	phodne	jaenge	hi	hi	hi	G_N	0	0
1504	G_V	jaenge	lag	..	hi	hi	univ	G_V	0	0
1505	G_X	..	jaenge	#IndvsSA	univ	hi	univ	G_V	0	0
1506	#	#IndvsSA	..	#SAvsIND	univ	univ	univ	G_X	1	0
1507	#	#SAvsIND	#IndvsSA		univ	univ		#	1	0
1508	@	@BadlapurFilm		dekhne	univ		hi		1	0
1509	G_N	dekhne	@BadlapurFilm	ke	hi	univ	hi	@	0	0
1510	PSP	ke	dekhne	baad	hi	hi	hi	G_N	0	0
1511	G_N	baad	ke	aaj	hi	hi	hi	PSP	0	0
1512	G_R	aaj	baad	Hua	hi	hi	hi	G_N	0	0
1513	G_V	Hua	aaj	#Badlapura	hi	hi	univ	G_R	0	0
1514	#	#Badlapura	Hua	Fadu	univ	hi	hi	G_V	1	0
1515	G_J	Fadu	#Badlapura	performance	hi	univ	en	#	0	0
1516	G_N	performance	Fadu	by	en	hi	en	G_J	0	0
1517	PSP	by	performance	India	en	en	ne	G_N	0	0
1518	G_N	India	by	.....	ne	en	univ	PSP	0	0
1519	G_X	.....	India	#IndvsSA	univ	ne	univ	G_N	0	0
1520	#	#IndvsSA	.....	#IndWins	univ	univ	univ	G_X	1	0
1521	#	#IndWins	#IndvsSA	#CWC15	univ	univ	univ	#	1	0
1522	#	#CWC15	#IndWins		univ	univ		#	1	0
1523	G_V	Chalo		IND	hi		acro		0	0
1524	G_N	IND	Chalo	aaj	acro	hi	hi	G_V	0	0
1525	G_R	aaj	IND	opponent	hi	acro	en	G_N	0	0
1526	G_N	opponent	aaj	ko	en	hi	hi	G_R	0	0
1527	PSP	ko	opponent	SAF	hi	en	hi	G_N	0	0
1528	G_V	SAF	ko	kar	hi	hi	hi	PSP	0	0
1529	G_V	kar	SAF	diya	hi	hi	hi	G_V	0	0
1530	G_V	diya	kar	#IndvsSA	hi	hi	univ	G_V	0	0
1531	#	#IndvsSA	diya		univ	hi		G_V	1	0
1532	G_N	Pakistani		-	ne		univ		0	0
1533	G_X	-	Pakistani	Aaj	univ	ne	hi	G_N	0	0
1534	G_R	Aaj	-	phir	hi	univ	hi	G_X	0	0
1535	G_R	phir	Aaj	se	hi	hi	hi	G_R	0	0
1536	PSP	se	phir	patakhe	hi	hi	hi	G_R	0	0
1537	G_N	patakhe	se	nai	hi	hi	hi	PSP	0	0
1538	G_PRT	nai	patakhe	phod	hi	hi	hi	G_N	0	0
1539	G_N	phod	nai	paaye	hi	hi	hi	G_PRT	0	0
1540	G_V	paaye	phod	.	hi	hi	univ	G_N	0	0
1541	G_X	.	paaye	:)	univ	hi	univ	G_V	0	0
1542	E	:)	.	2nd	univ	univ	univ	G_X	0	0
1543	G_SYM	2nd	:)	Pakistan	univ	univ	ne	E	0	0
1544	G_N	Pakistan	2nd	-	ne	univ	univ	G_SYM	0	0
1545	G_X	-	Pakistan	Chalo	univ	ne	hi	G_N	0	0
1546	G_V	Chalo	-	tv	hi	univ	acro	G_X	0	0
1547	G_N	tv	Chalo	hi	acro	hi	hi	G_V	0	0
1548	G_PRT	hi	tv	tode	hi	acro	hi	G_N	0	0
1549	G_V	tode	hi	lete	hi	hi	hi	G_PRT	0	0
1550	G_V	lete	tode	hai	hi	hi	hi	G_V	0	0
1551	G_V	hai	lete	.	hi	hi	univ	G_V	0	0
