id	tag	word	prev_word	label
5856	G_V	dumps	one	en
5857	G_N	anyone	dumps	en
5858	PSP	unless	anyone	en
5859	G_PRP	they've	unless	en
5860	G_R	already	they've	en
5861	G_V	found	already	en
5862	G_N	someone	found	en
5863	G_J	better	someone	en
5864	G_X	.	better	univ
5865	G_PRP	She's	.	en
5866	G_J	just	She's	en
5867	G_V	trying	just	en
5868	G_PRT	to	trying	en
5869	G_V	hide	to	en
5870	DT	the	hide	en
5871	G_N	fact	the	en
5872	G_PRP	that	fact	en
5873	G_PRP	she	that	en
5874	G_V	was	she	en
5875	G_J	double-timing	was	en
5876	PSP	on	double-timing	en
5877	G_PRP	U	on	en
5878	G_X	..	U	univ
5879	G_V	Samjhaa	..	hi
5880	G_N	bitwaa	Samjhaa	hi
5881	G_X	?	bitwaa	univ
5882	G_PRP	Doosri	?	hi
5883	G_V	pakad	Doosri	hi
5884	G_V	ley	pakad	hi
5885	G_X	..	ley	univ
5886	G_R	exactly		en
5887	G_X	...	exactly	univ
5888	G_PRP	she	...	en
5889	G_N	need	she	en
5890	DT	a	need	en
5891	G_N	person	a	en
5892	G_PRP	who	person	en
5893	G_V	can	who	en
5894	G_V	be	can	en
5895	G_V	gossiped	be	en
5896	PSP	upon	gossiped	en
5897	CC	and	upon	en
5898	G_V	flattered	and	en
5899	PSP	about	flattered	en
5900	PSP	while	about	en
5901	G_V	being	while	en
5902	DT	an	being	en
5903	G_N	eye-catcher	an	en
5904	PSP	of	eye-catcher	en
5905	DT	all	of	en
5906	G_X	..	all	univ
5907	G_R	so	..	en
5908	DT	the	so	en
5909	G_N	conclusion	the	en
5910	G_V	is	conclusion	en
5911	DT	the	is	en
5912	PSP	above	the	en
5913	$	two	above	univ
5914	G_N	persons	two	en
5915	G_V	saying's	persons	en
5916	PSP	are	saying's	hi
5917	G_R	absolutely	are	en
5918	G_R	right	absolutely	en
5919	G_X	.	right	univ
5920	G_N	Gear	.	en
5921	G_PRT	up	Gear	en
5922	G_N	back	up	en
5923	G_PRP	yourself	back	en
5924	CC	and	yourself	en
5925	G_PRP	you	and	en
5926	G_V	will	you	en
5927	G_V	be	will	en
5928	G_J	able	be	en
5929	G_PRT	to	able	en
5930	G_V	feel	to	en
5931	G_PRP	yourself	feel	en
5932	G_J	stronger	yourself	en
5933	PSP	than	stronger	en
5934	PSP	before	than	en
5935	G_X	...	before	univ
5936	PSP	while	...	en
5937	G_V	moving	while	en
5938	PSP	on	moving	en
5939	G_X	..	on	univ
5940	G_PRP	IT	..	en
5941	G_V	MIGHT	IT	en
5942	G_V	BE	MIGHT	en
5943	G_V	TUFF	BE	en
5944	PSP	BUT	TUFF	en
5945	G_R	NOT	BUT	en
5946	G_N	IMPOSSIBLE	NOT	en
5947	G_N	buddt	IMPOSSIBLE	en
5948	G_X	.	buddt	univ
5949	DT	all	.	en
5950	DT	the	all	en
5951	G_J	best	the	en
5952	G_X	,	best	univ
5953	G_N	tc	,	acro
5954	G_X	.	tc	univ
5955	G_N	dude		en
5956	G_X	..	dude	univ
5957	G_J	just	..	en
5958	G_V	move	just	en
5959	PSP	on	move	en
5960	G_X	!!!	on	univ
5961	G_PRP	she	!!!	en
5962	G_R	never	she	en
5963	G_V	deserved	never	en
5964	G_PRP	you	deserved	en
5965	G_X	..!!!	you	univ
5966	G_J	chill	..!!!	en
5967	G_X	..	chill	univ
5968	G_R	next	..	en
5969	G_N	time	next	en
5970	G_R	please	time	en
5971	G_V	be	please	en
5972	PSP	with	be	en
5973	G_N	someone	with	en
5974	G_PRP	who	someone	en
5975	G_V	likes	who	en
5976	G_J	real	likes	en
5977	G_PRP	YOU	real	en
5978	G_X	!!!	YOU	univ
5979	E	:D	!!!	univ
5980	#	#309		univ
5981	G_X	:	#309	univ
5982	G_PRP	I	:	en
5983	G_V	graduated	I	en
5984	PSP	from	graduated	en
5985	G_N	IITB	from	acro
5986	DT	a	IITB	en
5987	G_N	couple	a	en
5988	PSP	of	couple	en
5989	G_N	years	of	en
5990	G_R	ago	years	en
5991	CC	and	ago	en
5992	G_V	went	and	en
5993	G_PRT	to	went	en
5994	DT	the	to	en
5995	G_N	US	the	ne
5996	G_X	.	US	univ
5997	G_PRP	I	.	en
5998	G_V	have	I	en
5999	G_R	still	have	en
6000	G_R	never	still	en
6001	G_V	dated	never	en
6002	DT	a	dated	en
6003	G_J	desi	a	hi
6004	G_N	gal	desi	en
6005	G_X	.	gal	univ
6006	G_J	No	.	en
6007	G_N	regrets	No	en
6008	G_X	,	regrets	univ
6009	G_N	it's	,	en
6010	G_R	too	it's	en
6011	G_J	much	too	en
6012	G_N	effort	much	en
6013	PSP	for	effort	en
6014	G_R	virtually	for	en
6015	G_PRT	no	virtually	en
6016	G_N	return	no	en
6017	G_X	.	return	univ
6018	CC	But		en
6019	G_J	Desi	But	hi
6020	G_N	gals	Desi	en
6021	G_V	have	gals	en
6022	G_X	'	have	univ
6023	G_J	Qaatil	'	hi
6024	G_N	adaayein	Qaatil	hi
6025	G_X	'	adaayein	univ
6026	G_X	...	'	univ
6027	DT	which	...	en
6028	G_J	firang	which	en
6029	G_N	gals	firang	en
6030	G_V	lack	gals	en
6031	G_X	..	lack	univ
6032	G_N	It's	..	en
6033	DT	a	It's	en
6034	G_R	most	a	en
6035	G_J	uniquely	most	en
6036	G_J	beautiful	uniquely	en
6037	G_N	thing	beautiful	en
6038	CC	but	thing	en
6039	G_PRP	it	but	en
6040	PSP	may	it	hi
6041	G_V	be	may	en
6042	G_V	lost	be	en
6043	PSP	on	lost	en
6044	DT	those	on	en
6045	G_PRP	who	those	en
6046	G_V	dont	who	en
6047	G_V	have	dont	en
6048	DT	a	have	en
6049	G_J	fine	a	en
6050	G_N	appreciation	fine	en
6051	PSP	for	appreciation	en
6052	G_J	such	for	en
6053	G_N	subtleties	such	en
6054	G_X	.	subtleties	univ
6055	G_PRP	I		en
6056	G_V	agree	I	en
6057	G_PRT	Haha		univ
6058	G_X	...	Haha	univ
6059	#	#308		univ
6060	G_X	:	#308	univ
6061	G_PRT	To	:	hi
6062	G_N	Shanthanu	To	ne
6063	G_N	Sathe	Shanthanu	ne
6064	G_X	(	Sathe	univ
6065	$	2012	(	univ
6066	G_N	ME	2012	acro
6067	G_N	DD	ME	en
6068	G_N	pass-out	DD	en
6069	G_X	)	pass-out	univ
6070	G_X	.	)	univ
6071	G_PRP	You	.	en
6072	G_V	might	You	en
6073	G_PRT	not	might	en
6074	G_V	know	not	en
6075	G_PRP	me	know	en
6076	G_X	,	me	univ
6077	CC	but	,	en
6078	G_PRP	I	but	en
6079	G_V	stalked	I	en
6080	G_PRP	you	stalked	en
6081	PSP	for	you	en
6082	G_N	years	for	en
6083	G_X	.	years	univ
6084	G_V	You're	.	en
6085	DT	the	You're	en
6086	G_J	cutest	the	en
6087	G_N	guy	cutest	en
6088	G_R	ever	guy	en
6089	G_PRP	I	ever	en
6090	G_V	had	I	en
6091	G_PRP	this	had	en
6092	G_J	obsessive	this	en
6093	G_N	crush	obsessive	en
6094	PSP	on	crush	en
6095	G_PRP	you	on	en
6096	PSP	for	you	en
6097	G_N	years	for	en
6098	CC	and	years	en
6099	G_V	fantasized	and	en
6100	PSP	about	fantasized	en
6101	G_PRP	you	about	en
6102	DT	a	you	en
6103	DT	lot	a	en
6104	G_X	.	lot	univ
6105	G_PRP	I	.	en
6106	G_J	just	I	en
6107	G_V	didn't	just	en
6108	G_V	have	didn't	en
6109	DT	the	have	en
6110	G_N	guts	the	en
6111	G_PRT	to	guts	en
6112	G_V	tell	to	en
6113	G_PRP	you	tell	en
6114	CC	or	you	en
6115	G_V	ask	or	en
6116	G_PRP	you	ask	en
6117	G_PRT	out	you	en
6118	G_X	.	out	univ
6119	G_X	~	.	univ
6120	DT	Your	~	en
6121	G_J	Secret	Your	en
6122	G_N	Admirer	Secret	en
6123	G_X	,	Admirer	univ
6124	G_R	forever	,	en
6125	G_J	Fouriers		en
6126	G_N	stalkers	Fouriers	en
6127	G_X	.	stalkers	univ
6128	G_R	Only	.	en
6129	PSP	in	Only	en
6130	G_N	IIT	in	en
6131	G_X	.	IIT	univ
6132	G_N	I'm		en
6133	G_V	hoping	I'm	en
6134	G_PRP	this	hoping	en
6135	G_V	is	this	en
6136	DT	a	is	en
6137	G_N	chick	a	en
6138	G_X	.	chick	univ
6139	E	:D	.	univ
6140	G_R	also	:D	en
6141	G_X	.	also	univ
6142	G_N	Stalker	.	en
6143	G_PRT	FTW	Stalker	acro
6144	G_PRT	yo	FTW	univ
6145	G_X	!	yo	univ
6146	E	:D	!	univ
6147	G_R	ab		hi
6148	G_PRT	to	ab	en
6149	G_V	bata	to	hi
6150	G_V	deti	bata	hi
6151	G_PRT	yr	deti	hi
6152	G_PRP	apna	yr	hi
6153	G_N	naam	apna	hi
6154	G_PRP	usko	naam	hi
6155	G_PRP	I		en
6156	G_V	have	I	en
6157	DT	a	have	en
6158	G_N	hunch	a	en
6159	G_PRP	that	hunch	en
6160	G_PRP	this	that	en
6161	G_V	might	this	en
6162	G_V	be	might	en
6163	DT	a	be	en
6164	G_J	soon-to-be-dead	a	en
6165	G_N	baby	soon-to-be-dead	en
6166	G_X	.	baby	univ
6167	U	http://4.bp.blogspot.com/-M7DoeZ1EfIE/TtnMRYLHmXI/AAAAAAAAALQ/u5IH10AwnCY/s1600/stalker.jpg		univ
6168	G_N	Shantanu		ne
6169	G_N	Sathe	Shantanu	ne
6170	E	:D	Sathe	univ
6171	#	#307		univ
6172	G_X	:	#307	univ
6173	G_PRP	I	:	en
6174	G_R	once	I	en
6175	G_V	stole	once	en
6176	DT	a	stole	en
6177	G_J	campusite's	a	ne
6178	G_N	laptop	campusite's	en
6179	CC	and	laptop	en
6180	G_V	sold	and	en
6181	G_PRP	it	sold	en
6182	G_J	online	it	en
6183	G_X	.	online	univ
6184	G_V	Bought	.	en
6185	DT	a	Bought	en
6186	DT	lot	a	en
6187	PSP	of	lot	en
6188	G_N	goodies	of	en
6189	G_PRP	that	goodies	en
6190	G_N	month	that	en
6191	G_X	.	month	univ
6192	G_N	I'm	.	en
6193	G_PRT	not	I'm	en
6194	G_J	sorry	not	en
6195	G_X	.	sorry	univ
6196	G_J	Dear		en
6197	G_N	fellow	Dear	en
6198	G_J	iitian	fellow	ne
6199	G_X	,	iitian	univ
6200	G_R	please	,	en
6201	G_V	contact	please	en
6202	G_PRP	me	contact	en
6203	G_X	.	me	univ
6204	DT	That	.	en
6205	G_N	laptop	That	en
6206	G_V	had	laptop	en
6207	G_N	lots	had	en
6208	PSP	of	lots	en
6209	G_J	important	of	en
6210	G_N	stuff	important	en
6211	G_X	.	stuff	univ
6212	G_PRP	I	.	en
6213	G_V	can	I	en
6214	G_V	understand	can	en
6215	G_PRP	ur	understand	en
6216	G_N	problem	ur	en
6217	CC	and	problem	en
6218	G_R	even	and	en
6219	PSP	if	even	en
6220	G_PRP	u	if	en
6221	PSP	are	u	hi
6222	G_PRT	not	are	en
6223	G_X	,	not	univ
6224	G_PRP	i	,	en
6225	G_V	am	i	en
6226	G_J	sorry	am	en
6227	G_PRP	that	sorry	en
6228	G_PRP	I	that	en
6229	G_V	didn't	I	en
6230	G_N	post	didn't	en
6231	DT	a	post	en
6232	G_N	reward	a	en
6233	G_N	kind	reward	en
6234	PSP	of	kind	en
6235	G_N	thing	of	en
6236	G_PRP	that	thing	en
6237	G_V	day	that	hi
6238	G_X	.	day	univ
6239	DT	My	.	en
6240	G_N	data	My	en
6241	G_V	could	data	en
6242	G_V	have	could	en
6243	G_V	been	have	en
6244	G_V	saved	been	en
6245	PSP	if	saved	en
6246	G_PRP	i	if	en
6247	G_V	had	i	en
6248	G_V	done	had	en
6249	G_PRP	that	done	en
6250	G_X	.	that	univ
6251	G_PRP	I	.	en
6252	G_V	will	I	en
6253	G_V	do	will	hi
6254	G_PRT	no	do	en
6255	G_V	harm	no	en
6256	G_PRT	to	harm	en
6257	G_PRP	u	to	en
6258	G_X	.	u	univ
6259	G_PRP	I	.	en
6260	G_V	will	I	en
6261	G_V	repurchase	will	en
6262	G_PRP	that	repurchase	en
6263	G_N	laptop	that	en
6264	PSP	from	laptop	en
6265	DT	the	from	en
6266	G_N	store	the	en
6267	G_PRP	u	store	en
6268	G_V	sold	u	en
6269	G_PRP	it	sold	en
6270	G_PRT	to	it	en
6271	G_X	.	to	univ
6272	G_R	Now	.	en
6273	PSP	as	Now	en
6274	G_PRP	u	as	en
6275	G_V	have	u	en
6276	G_V	got	have	en
6277	DT	the	got	en
6278	G_N	goodies	the	en
6279	G_PRP	u	goodies	en
6280	G_V	wanted	u	en
6281	G_X	,	wanted	univ
6282	G_R	please	,	en
6283	G_V	do	please	hi
6284	G_PRP	this	do	en
6285	G_N	favour	this	en
6286	G_PRT	to	favour	en
6287	G_PRP	me	to	en
6288	G_X	..	me	univ
6289	PSP	as	..	en
6290	DT	a	as	en
6291	G_N	fellow	a	en
6292	G_N	campusite	fellow	en
6293	G_X	..	campusite	univ
6294	G_R	please	..	en
6295	G_X	..	please	univ
6296	@	@Aap		univ
6297	G_PRT	chutiye	@Aap	hi
6298	G_V	hai	chutiye	hi
6299	#	#306		univ
6300	G_X	:	#306	univ
6301	$	3	:	univ
6302	PSP	of	3	en
6303	G_PRP	us	of	hi
6304	G_V	get	us	en
6305	G_N	kicks	get	en
6306	G_R	when	kicks	en
6307	G_PRP	we	when	en
6308	G_N	run	we	en
6309	G_J	bare-chested	run	en
6310	PSP	in	bare-chested	en
6311	G_J	camo	in	en
6312	G_N	pants	camo	en
6313	PSP	while	pants	en
6314	G_V	listening	while	en
6315	G_PRT	to	listening	en
6316	DT	a	to	en
6317	G_J	particular	a	en
6318	G_N	soundtrack	particular	en
6319	G_PRP	we	soundtrack	en
6320	G_R	like	we	en
6321	PSP	on	like	en
6322	G_N	loop	on	en
6323	G_X	.	loop	univ
6324	G_PRP	We've	.	en
6325	G_V	been	We've	en
6326	G_V	caught	been	en
6327	PSP	by	caught	en
6328	G_N	guards	by	en
6329	G_R	twice	guards	en
6330	CC	&	twice	en
6331	G_V	had	&	en
6332	G_J	tough	had	en
6333	G_N	time	tough	en
6334	G_V	explaining	time	en
6335	G_R	why	explaining	en
6336	G_PRP	we	why	en
6337	G_V	were	we	en
6338	G_N	half	were	en
6339	G_J	naked	half	en
6340	G_V	sunning	naked	en
6341	PSP	around	sunning	en
6342	G_V	screaming	around	en
6343	G_N	Hannah	screaming	ne
6344	CC	&	Hannah	en
6345	G_N	Selena	&	ne
6346	G_X	...	Selena	univ
6347	G_PRP	It	...	en
6348	PSP	may	It	hi
6349	G_V	seem	may	en
6350	G_J	idiotic	seem	en
6351	CC	but	idiotic	en
6352	G_PRP	we	but	en
6353	G_V	get	we	en
6354	DT	an	get	en
6355	G_J	amazing	an	en
6356	G_N	adrenaline	amazing	en
6357	G_N	rush	adrenaline	en
6358	G_V	doing	rush	en
6359	G_PRP	this	doing	en
6360	G_X	,	this	univ
6361	G_PRP	I	,	en
6362	G_V	guess	I	en
6363	G_PRP	it	guess	en
6364	G_V	is	it	en
6365	G_PRP	that	is	en
6366	G_J	awesome	that	en
6367	G_J	background	awesome	en
6368	G_N	music	background	en
6369	G_X	...	music	univ
6370	#	#305		univ
6371	G_X	:	#305	univ
6372	G_N	I'm	:	en
6373	DT	a	I'm	en
6374	G_N	Sophie	a	ne
6375	G_X	.	Sophie	univ
6376	DT	My	.	en
6377	G_N	roomie	My	en
6378	G_R	colorfully	roomie	en
6379	G_V	talks	colorfully	en
6380	PSP	in	talks	en
6381	G_PRP	his	in	en
6382	G_V	sleep	his	en
6383	G_V	uttering	sleep	en
6384	G_N	gems	uttering	en
6385	G_R	like	gems	en
6386	G_N	\	like	univ
6387	G_X	double_quotes	\	univ
6388	G_J	Moti	double_quotes	hi
6389	G_X	,	Moti	univ
6390	G_R	aaj	,	hi
6391	G_PRP	tu	aaj	hi
6392	G_V	chudegi	tu	hi
6393	G_X	,	chudegi	univ
6394	G_PRP	mera	,	hi
6395	G_N	lund	mera	hi
6396	G_V	bhaya	lund	hi
6397	G_PRP	kya	bhaya	hi
6398	G_PRP	tujhe	kya	hi
6399	G_X	?	tujhe	univ
6400	G_N	\	?	univ
6401	G_X	double_quotes	\	univ
6402	G_R	usually	double_quotes	en
6403	G_V	followed	usually	en
6404	PSP	by	followed	en
6405	G_R	lusty	by	en
6406	G_N	moaning	lusty	en
6407	CC	and	moaning	en
6408	DT	the	and	en
6409	G_N	occassional	the	en
6410	G_J	lecherous	occassional	en
6411	G_N	scream	lecherous	en
6412	G_X	.	scream	univ
6413	G_N	Nosises	.	en
6414	PSP	of	Nosises	en
6415	DT	the	of	en
6416	G_X	sort	the	en
6417	G_V	have	sort	en
6418	G_V	been	have	en
6419	G_V	heard	been	en
6420	G_N	time	heard	en
6421	CC	and	time	en
6422	G_R	again	and	en
6423	PSP	in	again	en
6424	DT	our	in	en
6425	G_N	wing	our	hi
6426	G_X	.	wing	univ
6427	PSP	So	.	en
6428	G_SYM	one	So	en
6429	G_N	time	one	en
6430	DT	a	time	en
6431	G_J	few	a	en
6432	PSP	of	few	en
6433	G_PRP	us	of	hi
6434	G_V	decided	us	en
6435	G_PRT	to	decided	en
6436	G_V	reply	to	en
6437	G_PRT	to	reply	en
6438	G_PRP	each	to	en
6439	PSP	on	each	en
6440	PSP	of	on	en
6441	G_PRP	his	of	en
6442	G_N	sleep-shouts	his	en
6443	PSP	in	sleep-shouts	en
6444	DT	a	in	en
6445	G_J	pseudo-feminine	a	en
6446	G_N	voice	pseudo-feminine	en
6447	G_X	.	voice	univ
6448	G_N	Disaster	.	en
6449	G_X	.	Disaster	univ
6450	G_PRP	Our	.	en
6451	G_N	responses	Our	en
6452	G_V	aroused	responses	en
6453	G_PRP	him	aroused	en
6454	G_R	so	him	en
6455	G_J	much	so	en
6456	G_SYM	more	much	en
6457	G_PRP	that	more	en
6458	DT	the	that	en
6459	G_J	shithead	the	en
6460	G_V	grabbed	shithead	en
6461	G_PRP	his	grabbed	en
6462	G_N	crotch	his	en
6463	DT	a	crotch	en
6464	G_J	few	a	en
6465	G_N	times	few	ne
6466	CC	and	times	en
6467	G_R	then	and	en
6468	G_V	pulled	then	en
6469	G_PRP	his	pulled	en
6470	G_N	wang	his	hi
6471	G_R	right	wang	en
6472	G_PRT	out	right	en
6473	CC	and	out	en
6474	G_V	started	and	en
6475	G_V	beating	started	en
6476	G_PRP	his	beating	en
6477	G_N	monkey	his	en
6478	G_X	.	monkey	univ
6479	CC	And	.	en
6480	G_PRP	we	And	en
6481	G_J	just	we	en
6482	G_V	watched	just	en
6483	G_R	like	watched	en
6484	G_N	chootiyas	like	hi
6485	G_X	.	chootiyas	univ
6486	G_X	:		univ
6487	G_V	poop	:	en
6488	G_X	:	poop	univ
6489	#	#304		univ
6490	G_X	:	#304	univ
6491	G_PRT	To	:	hi
6492	DT	a	To	en
6493	G_J	certain	a	en
6494	G_N	someone	certain	en
6495	G_V	named	someone	en
6496	G_N	Xxxxxxa	named	ne
6497	G_N	Xxxi	Xxxxxxa	ne
6498	PSP	in	Xxxi	en
6499	G_PRP	M	in	en
6500	G_X	.	M	univ
6501	G_N	Sc	.	hi
6502	G_N	Chem	Sc	en
6503	G_X	.	Chem	univ
6504	G_PRP	You	.	en
6505	G_V	ran	You	en
6506	DT	the	ran	en
6507	G_J	biggest	the	en
6508	G_V	love	biggest	en
6509	G_N	triangles	love	en
6510	G_X	,	triangles	univ
6511	G_N	quadrilaterals	,	en
6512	G_X	...	quadrilaterals	univ
6513	G_N	polygons	...	en
6514	G_R	ever	polygons	en
6515	G_X	!.	ever	univ
6516	G_N	Hats	!.	en
6517	G_PRT	off	Hats	en
6518	G_X	!	off	univ
6519	#	#Victim	!	univ
6520	G_J	good		en
6521	G_N	job	good	en
6522	PSP	for	job	en
6523	G_PRP	this	for	en
6524	G_N	person	this	en
6525	G_PRT	ha		univ
6526	G_PRT	ha	ha	univ
6527	G_PRT	ha	ha	univ
6528	E	:D	ha	univ
6529	G_J	ultimate	:D	en
6530	G_N	confession	ultimate	en
6531	G_X	!!!	confession	univ
6532	G_J	mutual		en
6533	G_N	masterbation	mutual	en
6534	PSP	for	masterbation	en
6535	G_N	win	for	en
6536	G_X	..	win	univ
6537	G_PRP	I		en
6538	G_V	think	I	en
6539	G_V	he	think	hi
6540	G_J	just	he	en
6541	G_V	wants	just	en
6542	G_PRT	to	wants	en
6543	G_V	discharge	to	en
6544	DT	some	discharge	en
6545	G_X	sort	some	en
6546	PSP	of	sort	en
6547	G_J	bodily	of	en
6548	G_N	fluid	bodily	en
6549	PSP	in	fluid	en
6550	DT	your	in	en
6551	G_N	presence	your	en
6552	G_X	...	presence	univ
6553	CC	And	...	en
6554	G_N	tear-ducts	And	en
6555	G_V	seem	tear-ducts	en
6556	G_PRT	to	seem	en
6557	G_V	be	to	en
6558	G_J	culturally-permissible	be	en
6559	PSP	in	culturally-permissible	en
6560	DT	your	in	en
6561	G_N	opinion	your	en
6562	G_X	.	opinion	univ
6563	G_X	.	.	univ
6564	G_PRT	IMHO	.	univ
6565	G_N	That's	IMHO	en
6566	G_PRP	what	That's	en
6567	G_PRP	it	what	en
6568	G_V	boils	it	en
6569	G_R	down	boils	en
6570	G_PRT	to	down	en
6571	G_X	!	to	univ
6572	G_V	he		hi
6573	G_V	Cries	he	en
6574	G_X	....	Cries	univ
6575	G_PRT	hahaha	....	univ
6576	G_X	....	hahaha	univ
6577	G_V	Live	....	en
6578	G_PRP	Him	Live	en
6579	G_V	be	Him	en
6580	DT	my	be	en
6581	G_N	GF	my	acro
6582	E	;)	GF	univ
6583	G_V	He		hi
6584	G_V	cries	He	en
6585	CC	and	cries	en
6586	G_V	cries	and	en
6587	CC	and	cries	en
6588	G_V	cries	and	en
6589	PSP	becoz	cries	en
6590	G_PRP	u	becoz	en
6591	G_V	wnt	u	en
6592	G_V	let	wnt	en
6593	G_PRP	him	let	en
6594	G_V	do	him	hi
6595	G_PRP	it	do	en
6596	G_X	?	it	univ
6597	G_V	Did	?	en
6598	G_PRP	you	Did	en
6599	PSP	say	you	hi
6600	G_PRP	you	say	en
6601	G_V	were	you	en
6602	G_V	seeing	were	en
6603	DT	a	seeing	en
6604	G_N	\	a	univ
6605	G_X	double_quotes	\	univ
6606	G_N	guy\	double_quotes	en
6607	G_X	double_quotes	guy\	univ
6608	G_X	?	double_quotes	univ
6609	E	;)	?	univ
6610	#	#302		univ
6611	G_X	:	#302	univ
6612	G_PRP	I	:	en
6613	G_V	made	I	en
6614	DT	a	made	en
6615	G_J	big	a	en
6616	G_N	mistake	big	en
6617	G_V	signing	mistake	en
6618	G_PRT	up	signing	en
6619	PSP	for	up	en
6620	DT	an	for	en
6621	G_N	internship	an	en
6622	G_X	.	internship	univ
6623	G_PRP	This	.	en
6624	G_V	is	This	en
6625	G_PRP	what	is	en
6626	G_V	happens	what	en
6627	G_R	when	happens	en
6628	G_PRP	you	when	en
6629	G_V	join	you	en
6630	DT	a	join	en
6631	G_J	giveup	a	en
6632	G_N	internship	giveup	en
6633	G_J	just	internship	en
6634	PSP	for	just	en
6635	G_N	money	for	en
6636	G_X	....	money	univ
6637	G_PRP	They	....	en
6638	G_PRT	fuck	They	en
6639	G_PRP	you	fuck	en
6640	G_PRP	each	you	en
6641	CC	and	each	en
6642	G_SYM	every	and	en
6643	G_V	day	every	hi
6644	CC	and	day	en
6645	G_R	when	and	en
6646	DT	your	when	en
6647	G_N	stamina	your	en
6648	G_V	is	stamina	en
6649	PSP	over	is	en
6650	G_PRP	they	over	en
6651	G_V	ask	they	en
6652	G_PRP	you	ask	en
6653	G_R	why	you	en
6654	G_PRP	you	why	en
6655	G_V	don't	you	en
6656	G_V	have	don't	en
6657	DT	the	have	en
6658	G_N	capability	the	en
6659	G_PRT	to	capability	en
6660	G_V	get	to	en
6661	G_V	fucked	get	en
6662	G_R	further	fucked	en
6663	PSP	since	further	en
6664	G_PRP	you	since	en
6665	PSP	are	you	hi
6666	DT	an	are	en
6667	G_N	IITian	an	ne
6668	G_X	.	IITian	univ
6669	CC	And	.	en
6670	G_R	then	And	en
6671	G_PRP	they	then	en
6672	G_N	fire	they	hi
6673	G_PRP	you	fire	en
6674	PSP	with	you	en
6675	G_N	placement	with	en
6676	G_N	penalty	placement	en
6677	G_N	points	penalty	en
6678	CC	and	points	en
6679	G_J	fine	and	en
6680	G_X	(	fine	univ
6681	G_PRP	I	(	en
6682	G_V	didn't	I	en
6683	G_R	even	didn't	en
6684	G_V	know	even	en
6685	G_J	such	know	en
6686	G_N	things	such	en
6687	G_V	happen	things	en
6688	G_X	)	happen	univ
6689	G_X	.	)	univ
6690	G_X	.	.	univ
6691	PSP	So	.	en
6692	G_J	just	So	en
6693	DT	a	just	en
6694	G_N	piece	a	en
6695	PSP	of	piece	en
6696	G_N	advice	of	en
6697	G_X	-	advice	univ
6698	G_V	don't	-	en
6699	G_V	sign	don't	en
6700	DT	any	sign	en
6701	G_J	damn	any	en
6702	G_N	internship	damn	en
6703	G_N	offer	internship	en
6704	PSP	if	offer	en
6705	G_PRP	you	if	en
6706	G_V	know	you	en
6707	G_PRP	you	know	en
6708	G_V	don't	you	en
6709	G_R	like	don't	en
6710	G_PRP	it	like	en
6711	G_X	,	it	univ
6712	G_R	then	,	en
6713	DT	a	then	en
6714	G_J	sidey	a	en
6715	G_N	project	sidey	en
6716	G_V	is	project	en
6717	DT	the	is	en
6718	G_J	best	the	en
6719	G_N	thing	best	en
6720	G_PRT	to	thing	en
6721	G_V	do	to	hi
6722	G_X	.	do	univ
6723	PSP	If	.	en
6724	G_N	anyone	If	en
6725	G_V	knows	anyone	en
6726	G_R	how/where	knows	en
6727	G_PRT	to	how/where	en
6728	G_V	check	to	en
6729	G_N	placement	check	en
6730	G_N	penalty	placement	en
6731	G_N	points	penalty	en
6732	G_X	,	points	univ
6733	G_R	please	,	en
6734	G_V	comment	please	en
6735	G_X	.	comment	univ
6736	#	#giveup	.	univ
6737	@	@intern	#giveup	univ
6738	G_N	Bhavesh		ne
6739	G_N	Gore	Bhavesh	ne
6740	E	:P	Gore	univ
6741	#	#301		univ
6742	G_X	:	#301	univ
6743	G_PRP	We	:	en
6744	G_V	have	We	en
6745	G_V	instituted	have	en
6746	DT	a	instituted	en
6747	G_J	new	a	en
6748	G_N	award	new	en
6749	PSP	for	award	en
6750	DT	the	for	en
6751	G_J	best	the	en
6752	G_N	rack	best	en
6753	PSP	at	rack	en
6754	G_N	IITB	at	acro
6755	G_X	.	IITB	univ
6756	G_PRP	This	.	en
6757	G_N	year's	This	en
6758	G_J	undisputed	year's	en
6759	G_N	winner	undisputed	en
6760	G_V	is	winner	en
6761	G_N	Xxxxxxi	is	ne
6762	G_N	Xxxxxxa	Xxxxxxi	ne
6763	E	;)	Xxxxxxa	univ
6764	G_X	[	;)	univ
6765	G_J	sorry	[	en
6766	G_N	confessor	sorry	en
6767	G_X	,	confessor	univ
6768	G_PRP	we	,	en
6769	G_V	can't	we	en
6770	G_V	publish	can't	en
6771	G_N	names	publish	en
6772	CC	but	names	en
6773	G_V	feel	but	en
6774	G_J	free	feel	en
6775	G_PRT	to	free	en
6776	G_N	tag	to	en
6777	G_PRP	whoever	tag	en
6778	G_PRP	you	whoever	en
6779	G_R	like	you	en
6780	G_X	]	like	univ
6781	#	#300		univ
6782	G_X	:	#300	univ
6783	G_SYM	One	:	en
6784	PSP	of	One	en
6785	DT	my	of	en
6786	G_N	wingmates	my	en
6787	G_V	was	wingmates	en
6788	DT	a	was	en
6789	G_J	maha	a	hi
6790	G_N	nbdu	maha	acro
6791	CC	and	nbdu	en
6792	G_R	constantly	and	en
6793	G_V	mugging	constantly	en
6794	G_N	night	mugging	en
