id	tag	word	label	prev_label	next_label
1917	DT	the	en	en	en
1918	G_N	match	en	en	univ
1919	#	#Dhawan	univ	en	univ
1920	G_X	:	univ	univ	hi
1921	G_N	Dhamaka	hi	univ	hi
1922	G_V	dika	hi	hi	hi
1923	G_V	diya	hi	hi	hi
1924	G_N	bhai	hi	hi	hi
1925	G_PRP	tune👍👏	hi	hi	univ
1926	#	#IndiaVsSouthAfrica	univ	hi	
1927	G_N	Shoib	ne		ne
1928	G_N	aktar	ne	ne	en
1929	G_V	gone	en	ne	en
1930	G_J	rowdy	en	en	en
1931	PSP	on	en	en	en
1932	G_J	national	en	en	en
1933	G_N	television	en	en	univ
1934	G_X	,	univ	en	en
1935	G_V	giving	en	univ	ne
1936	G_N	Pakistan	ne	en	en
1937	G_N	team	en	ne	en
1938	DT	a	en	en	en
1939	G_J	royal	en	en	en
1940	G_N	dress	en	en	en
1941	G_R	down	en	en	univ
1942	G_X	.	univ	en	hi
1943	G_V	Jago	hi	univ	ne
1944	G_N	Misbah	ne	hi	hi
1945	G_V	Jago	hi	ne	univ
1946	G_X	.	univ	hi	univ
1947	G_PRT	LYAO	univ	univ	univ
1948	G_X	.	univ	univ	univ
1949	U	https://t.co/qOMbB3anfm	univ	univ	
1950	@	@PowerPlayWorld	univ		en
1951	G_V	heard	en	univ	ne
1952	G_N	shoib	ne	en	ne
1953	G_N	akhtars	ne	ne	en
1954	G_N	interview	en	ne	en
1955	G_N	post	en	en	ne
1956	G_N	Pakistan-West	ne	en	ne
1957	G_N	Indies	ne	ne	en
1958	G_N	match	en	ne	univ
1959	G_X	?	univ	en	univ
1960	G_X	'	univ	univ	ne
1961	G_N	misbah	ne	univ	en
1962	G_N	match	en	ne	hi
1963	PSP	ki	hi	en	en
1964	G_N	summary	en	hi	hi
1965	G_V	de	hi	en	hi
1966	G_V	raha	hi	hi	hi
1967	G_V	hai	hi	hi	univ
1968	G_X	?!	univ	hi	univ
1969	G_X	'	univ	univ	
1970	G_N	Page_2/3	en		en
1971	G_N	A	en	en	univ
1972	G_X	.	univ	en	ne
1973	G_N	Razaque	ne	univ	univ
1974	G_X	,	univ	ne	ne
1975	G_N	M	ne	univ	univ
1976	G_X	.	univ	ne	ne
1977	G_N	Hafeez	ne	univ	univ
1978	G_X	,	univ	ne	ne
1979	G_N	Shoib	ne	univ	ne
1980	G_N	Malik	ne	ne	hi
1981	PSP	Ko	hi	ne	hi
1982	G_J	Shamil	hi	hi	hi
1983	G_V	Kiya	hi	hi	hi
1984	G_V	Jae	hi	hi	univ
1985	G_X	,	univ	hi	hi
1986	CC	Or	hi	univ	ne
1987	G_N	Misbah	ne	hi	univ
1988	G_X	,	univ	ne	ne
1989	G_N	Younis	ne	univ	hi
1990	CC	Or	hi	ne	ne
1991	G_N	Afridi	ne	hi	hi
1992	G_V	Nikaly	hi	ne	hi
1993	G_V	Jaen	hi	hi	hi
1994	CC	Or	hi	hi	en
1995	G_N	Caption	en	hi	ne
1996	G_N	Hafez	ne	en	hi
1997	PSP	Ko	hi	ne	hi
1998	G_V	Bnaya	hi	hi	hi
1999	G_V	Jae	hi	hi	
2000	G_N	shoib	ne		ne
2001	G_N	akhtar	ne	ne	ne
2002	G_N	misbah	ne	ne	hi
2003	PSP	ky	hi	ne	hi
2004	G_J	khlaf	hi	hi	hi
2005	G_PRT	zda	hi	hi	hi
2006	G_N	bhonky	hi	hi	hi
2007	G_PRT	na	hi	hi	univ
2008	G_X	,	univ	hi	hi
2009	G_PRP	khud	hi	univ	hi
2010	G_PRP	apna	hi	hi	hi
2011	G_J	pta	hi	hi	hi
2012	G_PRT	nahe	hi	hi	hi
2013	G_PRP	jb	hi	hi	en
2014	G_N	heroin	en	hi	hi
2015	PSP	ka	hi	en	hi
2016	G_N	nasha	hi	hi	hi
2017	G_V	krta	hi	hi	hi
2018	G_V	tha	hi	hi	univ
2019	G_X	.	univ	hi	hi
2020	G_J	ganda	hi	univ	
2021	G_J	pori	hi		en
2022	G_N	team	en	hi	hi
2023	CC	k	hi	en	hi
2024	G_J	khilaf	hi	hi	en
2025	G_N	operation	en	hi	hi
2026	G_V	hona	hi	en	hi
2027	G_V	chahiye	hi	hi	hi
2028	CC	aur	hi	hi	ne
2029	G_N	misbah	ne	hi	hi
2030	PSP	ko	hi	ne	hi
2031	G_PRT	b	hi	hi	hi
2032	G_R	ab	hi	hi	en
2033	G_N	team	en	hi	hi
2034	PSP	k	hi	en	hi
2035	PSP	jan	hi	hi	hi
2036	G_N	chorni	hi	hi	hi
2037	G_V	chahiye	hi	hi	univ
2038	G_X	.	univ	hi	ne
2039	G_N	shoib	ne	univ	ne
2040	G_N	akhter	ne	ne	
2041	G_X	double_quotes	univ		univ
2042	@	@mohamm_s	univ	univ	univ
2043	G_X	:	univ	univ	univ
2044	G_PRT	LOL	univ	univ	ne
2045	G_N	facebook	ne	univ	hi
2046	PSP	pe	hi	ne	hi
2047	G_SYM	ek	hi	hi	en
2048	G_N	video	en	hi	hi
2049	G_V	Dekha	hi	en	ne
2050	G_N	Shoib	ne	hi	ne
2051	G_N	akhtar	ne	ne	ne
2052	G_N	Misbah	ne	ne	hi
2053	PSP	ki	hi	ne	hi
2054	G_V	le	hi	hi	hi
2055	G_V	raha	hi	hi	hi
2056	G_V	tha	hi	hi	hi
2057	G_PRP	Usme	hi	hi	univ
2058	G_PRT	ha	univ	hi	univ
2059	G_PRT	ha	univ	univ	univ
2060	G_X	double_quotes	univ	univ	acro
2061	G_N	DDLJ	acro	univ	en
2062	G_R	Forever	en	acro	en
2063	PSP	In	en	en	ne
2064	G_N	Maratha	ne	en	ne
2065	G_N	Mandir	ne	ne	
2066	G_PRT	LOL	univ		ne
2067	G_N	facebook	ne	univ	hi
2068	PSP	pe	hi	ne	hi
2069	G_SYM	ek	hi	hi	en
2070	G_N	video	en	hi	hi
2071	G_V	Dekha	hi	en	ne
2072	G_N	Shoib	ne	hi	ne
2073	G_N	akhtar	ne	ne	ne
2074	G_N	Misbah	ne	ne	hi
2075	PSP	ki	hi	ne	hi
2076	G_V	le	hi	hi	hi
2077	G_V	raha	hi	hi	hi
2078	G_V	tha	hi	hi	hi
2079	G_PRP	Usme	hi	hi	univ
2080	G_PRT	ha	univ	hi	univ
2081	G_PRT	ha	univ	univ	
2082	@	@geonews_urdu	univ		hi
2083	G_PRP	jb	hi	univ	ne
2084	G_N	misbah	ne	hi	hi
2085	G_PRT	nhi	hi	ne	hi
2086	G_V	khelta	hi	hi	hi
2087	G_PRT	to	hi	hi	en
2088	G_N	team	en	hi	univ
2089	$	200	univ	en	hi
2090	G_PRT	b	hi	univ	en
2091	G_V	cross	en	hi	hi
2092	G_PRT	nhi	hi	en	hi
2093	G_V	krti	hi	hi	univ
2094	G_X	...	univ	hi	ne
2095	G_N	shoib	ne	univ	ne
2096	G_N	akhtr	ne	ne	en
2097	G_N	prsnl	en	ne	hi
2098	G_V	horhy	hi	en	hi
2099	G_V	hai	hi	hi	
2100	G_N	shoib	ne		ne
2101	G_N	akhtar	ne	ne	hi
2102	PSP	sy	hi	ne	hi
2103	G_PRP	koi	hi	hi	hi
2104	G_V	pochay	hi	hi	hi
2105	G_PRP	usny	hi	hi	ne
2106	G_N	umar	ne	hi	ne
2107	G_N	akmal	ne	ne	hi
2108	CC	ya	hi	ne	ne
2109	G_N	afridi	ne	hi	hi
2110	CC	k	hi	ne	en
2111	G_N	catch	en	hi	en
2112	G_V	drops	en	en	hi
2113	PSP	py	hi	en	hi
2114	G_SYM	ek	hi	hi	hi
2115	G_N	lafz	hi	hi	hi
2116	G_PRT	nae	hi	hi	hi
2117	G_V	kaha	hi	hi	univ
2118	G_X	??	univ	hi	hi
2119	G_SYM	bas	hi	univ	ne
2120	G_N	misbah	ne	hi	hi
2121	CC	aur	hi	ne	ne
2122	G_N	waqar	ne	hi	hi
2123	PSP	sy	hi	ne	en
2124	G_N	bughz	en	hi	hi
2125	G_V	nikalny	hi	en	hi
2126	G_V	betha	hi	hi	hi
2127	G_V	hua	hi	hi	hi
2128	G_V	hai	hi	hi	
2129	G_X	-	univ		ne
2130	G_N	Misbah	ne	univ	univ
2131	$	4	univ	ne	en
2132	G_N	year's	en	univ	hi
2133	PSP	se	hi	en	hi
2134	G_J	bewakoof	hi	hi	hi
2135	G_N	banata	hi	hi	hi
2136	G_V	aa	hi	hi	hi
2137	G_V	raha	hi	hi	hi
2138	G_V	hai	hi	hi	univ
2139	G_X	.	univ	hi	ne
2140	G_N	Shoib	ne	univ	ne
2141	G_N	Akhter	ne	ne	univ
2142	G_X	.	univ	ne	
2143	@	@saadiaafzaal	univ		hi
2144	G_J	Pagl	hi	univ	hi
2145	G_V	he	hi	hi	hi
2146	G_PRP	ye	hi	hi	hi
2147	G_N	Qaom	hi	hi	hi
2148	G_PRP	Jo	hi	hi	ne
2149	G_N	misbah	ne	hi	hi
2150	PSP	ka	hi	ne	en
2151	G_N	Cmprezm	en	hi	ne
2152	G_N	imraan	ne	en	hi
2153	PSP	se	hi	ne	hi
2154	G_V	kr	hi	hi	hi
2155	G_V	rhe	hi	hi	hi
2156	G_V	he	hi	hi	univ
2157	G_X	.	univ	hi	hi
2158	G_N	khuda	hi	univ	hi
2159	PSP	ko	hi	hi	hi
2160	G_V	maano	hi	hi	hi
2161	G_PRP	kaha	hi	hi	ne
2162	G_N	misbah	ne	hi	hi
2163	G_PRP	kaha	hi	ne	ne
2164	G_N	imran	ne	hi	univ
2165	G_X	..	univ	ne	ne
2166	G_N	shoib	ne	univ	ne
2167	G_N	Akhtar	ne	ne	
2168	G_N	Misbah	ne		hi
2169	G_R	JSA	hi	ne	hi
2170	G_J	buzdil	hi	hi	hi
2171	PSP	ar	hi	hi	hi
2172	G_J	khudgarz	hi	hi	en
2173	G_N	kaptan	en	hi	hi
2174	G_PRP	mai	hi	en	hi
2175	PSP	ne	hi	hi	hi
2176	G_SYM	kbi	hi	hi	hi
2177	G_PRT	ni	hi	hi	hi
2178	G_V	daikha	hi	hi	ne
2179	G_N	shoib	ne	hi	ne
2180	G_N	akhter	ne	ne	
2181	G_N	shoib	ne		hi
2182	G_V	btaen	hi	ne	hi
2183	G_R	aitraz	hi	hi	en
2184	G_N	team	en	hi	hi
2185	PSP	ki	hi	en	hi
2186	G_N	nakas	hi	hi	en
2187	G_N	performance	en	hi	hi
2188	PSP	sy	hi	en	hi
2189	G_V	hai	hi	hi	hi
2190	CC	ya	hi	hi	ne
2191	G_N	misbah	ne	hi	hi
2192	PSP	ki	hi	ne	univ
2193	G_X	double_quotes	univ	hi	hi
2194	G_J	tutti	hi	univ	hi
2195	G_J	pajji	hi	hi	univ
2196	G_X	double_quotes	univ	hi	en
2197	G_N	english	en	univ	hi
2198	PSP	sy	hi	en	univ
2199	G_X	???	univ	hi	
2200	G_PRP	Is	hi		en
2201	G_N	tem	en	hi	hi
2202	PSP	se	hi	en	hi
2203	G_J	behtar	hi	hi	hi
2204	PSP	to	hi	hi	hi
2205	G_N	gali	hi	hi	hi
2206	PSP	ke	hi	hi	hi
2207	G_N	bachy	hi	hi	hi
2208	G_V	khelty	hi	hi	hi
2209	G_V	hi	hi	hi	hi
2210	PSP	jisy	hi	hi	ne
2211	G_N	Wst	ne	hi	ne
2212	G_N	indes	ne	ne	hi
2213	PSP	k	hi	ne	hi
2214	G_J	choti	hi	hi	en
2215	G_N	tem	en	hi	hi
2216	G_PRT	itna	hi	en	hi
2217	G_J	bura	hi	hi	hi
2218	G_N	shikast	hi	hi	hi
2219	G_V	day	hi	hi	hi
2220	G_V	rhi	hi	hi	hi
2221	G_V	hi	hi	hi	ne
2222	G_N	Misbah	ne	hi	hi
2223	PSP	ko	hi	ne	hi
2224	G_J	mustafi	hi	hi	hi
2225	G_V	hona	hi	hi	hi
2226	G_V	chahy	hi	hi	ne
2227	G_N	Shoib	ne	hi	ne
2228	G_N	Ahtar	ne	ne	
2229	G_N	shoib	ne		ne
2230	G_N	akhtar	ne	ne	hi
2231	PSP	ko	hi	ne	hi
2232	G_PRP	koi	hi	hi	hi
2233	G_V	btae	hi	hi	hi
2234	PSP	k	hi	hi	univ
2235	$	11	univ	hi	hi
2236	PSP	may	hi	univ	hi
2237	G_PRP	iski	hi	hi	en
2238	G_N	cricket	en	hi	ne
2239	G_N	misbah	ne	en	hi
2240	PSP	ny	hi	ne	hi
2241	G_PRT	nae	hi	hi	ne
2242	G_N	mohsin	ne	hi	ne
2243	G_N	khan	ne	ne	hi
2244	CC	aue	hi	ne	ne
2245	G_N	afridi	ne	hi	hi
2246	PSP	ny	hi	ne	hi
2247	G_J	khatam	hi	hi	hi
2248	G_V	ki	hi	hi	hi
2249	G_V	thi	hi	hi	univ
2250	G_X	..	univ	hi	hi
2251	G_R	thora	hi	univ	hi
2252	G_J	kam	hi	hi	hi
2253	G_N	ghussa	hi	hi	hi
2254	G_V	kary	hi	hi	hi
2255	G_PRP	us	hi	hi	hi
2256	PSP	py	hi	hi	
2257	G_X	double_quotes	univ		ne
2258	G_N	Misbah	ne	univ	univ
2259	$	90	univ	ne	en
2260	G_N	balls	en	univ	hi
2261	PSP	mein	hi	en	univ
2262	$	50	univ	hi	hi
2263	G_N	banata	hi	univ	hi
2264	G_V	hai	hi	hi	univ
2265	G_X	,	univ	hi	hi
2266	CC	aur	hi	univ	hi
2267	G_R	phir	hi	hi	hi
2268	G_J	gandhi	hi	hi	hi
2269	G_N	angrezi	hi	hi	hi
2270	G_V	bolta	hi	hi	hi
2271	G_V	hai	hi	hi	univ
2272	G_X	double_quotes	univ	hi	univ
2273	G_X	-	univ	univ	ne
2274	G_N	shoib	ne	univ	ne
2275	G_N	Akhtar	ne	ne	
2276	G_PRP	I	en		en
2277	G_N	donno	en	en	en
2278	G_PRT	y	en	en	univ
2279	G_X	...	univ	en	en
2280	G_PRP	I	en	univ	en
2281	G_V	am	en	en	en
2282	G_V	getting	en	en	en
2283	DT	a	en	en	en
2284	G_V	feel	en	en	en
2285	G_PRP	that	en	en	ne
2286	G_N	Shoib	ne	en	ne
2287	G_N	akhtar​	ne	ne	en
2288	G_V	is	en	ne	en
2289	DT	the	en	en	en
2290	G_R	most	en	en	hi
2291	G_J	gawar	hi	en	univ
2292	#	#hindi	univ	hi	en
2293	G_N	commentator	en	univ	en
2294	G_PRP	I	en	en	en
2295	G_R	ever	en	en	en
2296	G_V	heard	en	en	univ
2297	#	#IndvdPak	univ	en	univ
2298	#	#BleedBlue	univ	univ	univ
2299	#	#kohli	univ	univ	univ
2300	#	#misbah	univ	univ	
2301	G_N	Vivekanand	ne		ne
2302	G_N	Narayan	ne	ne	ne
2303	G_N	Vedang	ne	ne	ne
2304	G_N	Chauhan	ne	ne	ne
2305	G_N	Pragyensh	ne	ne	ne
2306	G_N	Kumar	ne	ne	ne
2307	G_N	Harsh	ne	ne	ne
2308	G_N	Kumar	ne	ne	ne
2309	G_N	Narula	ne	ne	ne
2310	G_N	Mritunjay	ne	ne	ne
2311	G_N	Tiwari	ne	ne	en
2312	DT	That	en	ne	en
2313	G_V	reminds	en	en	en
2314	G_PRP	me	en	en	en
2315	PSP	of	en	en	en
2316	G_N	something	en	en	univ
2317	G_X	.	univ	en	
2318	G_V	Reminds	en		en
2319	G_PRP	me	en	en	en
2320	PSP	of	en	en	ne
2321	G_N	Ravi	ne	en	ne
2322	G_N	Bhoraskar	ne	ne	ne
2323	G_N	Jaspreet	ne	ne	ne
2324	G_N	Saluja	ne	ne	ne
2325	G_N	Shainky	ne	ne	univ
2326	G_X	!	univ	ne	
2327	G_N	Saale	hi		ne
2328	G_N	Ashish	ne	hi	hi
2329	G_J	kaminepan	hi	ne	hi
2330	PSP	mein	hi	hi	en
2331	G_PRT	to	en	hi	hi
2332	G_PRP	yeh	hi	en	en
2333	G_N	idea	en	hi	en
2334	G_PRT	to	en	en	hi
2335	G_PRP	tere	hi	en	hi
2336	PSP	liye	hi	hi	en
2337	G_N	starters(in	en	hi	en
2338	DT	a	en	en	en
2339	G_N	dinner	en	en	en
2340	G_N	course	en	en	univ
2341	G_X	)	univ	en	hi
2342	PSP	ke	hi	univ	hi
2343	G_J	layak	hi	hi	hi
2344	G_N	bhi	hi	hi	hi
2345	G_PRT	nahi	hi	hi	hi
2346	G_V	hain	hi	hi	
2347	G_PRP	I	en		en
2348	G_V	love	en	en	acro
2349	G_X	iitb	acro	en	acro
2350	G_N	IITB	acro	acro	en
2351	G_N	Confessions	en	acro	
2352	G_N	masle	hi		hi
2353	G_N	sheher	hi	hi	hi
2354	PSP	ke	hi	hi	hi
2355	G_J	bade	hi	hi	hi
2356	CC	ya	hi	hi	hi
2357	G_J	chote	hi	hi	hi
2358	G_V	hone	hi	hi	hi
2359	PSP	se	hi	hi	hi
2360	G_PRT	nahi	hi	hi	hi
2361	G_V	hote	hi	hi	hi
2362	G_V	hai	hi	hi	univ
2363	G_X	..	univ	hi	hi
2364	G_N	masle	hi	univ	en
2365	G_PRT	to	en	hi	hi
2366	G_SYM	bas	hi	en	hi
2367	G_V	ho	hi	hi	hi
2368	G_V	jaate	hi	hi	hi
2369	G_V	hai	hi	hi	univ
2370	G_X	..!!	univ	hi	
2371	G_N	Keerthi	hi		univ
2372	G_X	!	univ	hi	en
2373	G_N	lets	en	univ	en
2374	G_V	open	en	en	en
2375	DT	a	en	en	acro
2376	G_N	NGO	acro	en	en
2377	G_R	together	en	acro	univ
2378	G_X	!	univ	en	hi
2379	G_J	toote	hi	univ	hi
2380	G_N	dil	hi	hi	hi
2381	PSP	ke	hi	hi	hi
2382	G_N	marezon	hi	hi	hi
2383	PSP	ke	hi	hi	hi
2384	PSP	liye	hi	hi	
2385	#	#296	univ		univ
2386	G_X	:	univ	univ	hi
2387	G_PRP	ye	hi	univ	en
2388	G_J	mood	en	hi	en
2389	G_PRP	i	en	en	hi
2390	G_PRT	waalon	hi	en	hi
2391	PSP	ko	hi	hi	hi
2392	G_PRP	koi	hi	hi	hi
2393	G_N	kaam	hi	hi	hi
2394	G_PRT	hi	hi	hi	hi
2395	G_PRT	nai	hi	hi	hi
2396	G_V	hai	hi	hi	hi
2397	G_SYM	bas	hi	hi	hi
2398	G_V	baith	hi	hi	hi
2399	PSP	k	hi	hi	en
2400	G_N	cover	en	hi	hi
2401	CC	aur	hi	en	en
2402	G_N	profile	en	hi	en
2403	G_N	pic	en	en	hi
2404	G_V	badalte	hi	en	hi
2405	G_V	rena	hi	hi	univ
2406	G_X	...	univ	hi	hi
2407	G_SYM	saari	hi	univ	en
2408	G_N	news	en	hi	en
2409	G_V	feeds	en	en	hi
2410	G_PRP	inhi	hi	en	hi
2411	PSP	se	hi	hi	hi
2412	G_J	bhari	hi	hi	hi
2413	G_V	rehti	hi	hi	hi
2414	G_V	hain	hi	hi	acro
2415	G_X	xxx	acro	hi	en
2416	G_V	changed	en	acro	en
2417	G_V	is	en	en	en
2418	G_N	profile	en	en	univ
2419	G_X	...	univ	en	hi
2420	G_N	bevkoofi	hi	univ	hi
2421	G_V	dekho	hi	hi	
2422	G_N	Pooja	ne		ne
2423	G_N	Naik	ne	ne	univ
2424	G_X	:	univ	ne	en
2425	G_V	Check	en	univ	en
2426	G_PRP	it	en	en	en
2427	G_PRT	out	en	en	ne
2428	G_N	Radhika	ne	en	ne
2429	G_N	Ramaswamy	ne	ne	
2430	G_PRT	haan	hi		hi
2431	G_PRP	konsi	hi	hi	en
2432	G_N	branch	en	hi	hi
2433	PSP	ke	hi	en	hi
2434	G_PRP	konse	hi	hi	en
2435	G_N	year	en	hi	hi
2436	PSP	ke	hi	en	hi
2437	G_PRP	konse	hi	hi	hi
2438	G_N	ladke	hi	hi	hi
2439	PSP	ne	hi	hi	hi
2440	G_PRP	ye	hi	hi	en
2441	G_J	fake	en	hi	en
2442	G_N	confession	en	en	hi
2443	G_V	diya	hi	en	hi
2444	G_V	hai	hi	hi	univ
2445	G_X	?	univ	hi	univ
2446	E	:P	univ	univ	
2447	G_N	Chem	en		en
2448	G_PRP	me	en	en	hi
2449	G_N	furra	hi	en	hi
2450	G_J	kam	hi	hi	hi
2451	G_J	dukhdaayak	hi	hi	hi
2452	G_V	tha	hi	hi	univ
2453	G_X	....	univ	hi	hi
2454	G_PRP	jo	hi	univ	hi
2455	G_PRP	ye	hi	hi	hi
2456	G_N	bhi	hi	hi	hi
2457	G_V	aa	hi	hi	hi
2458	G_V	gaya	hi	hi	
2459	G_N	insti	en		en
2460	G_N	politics	en	en	hi
2461	G_PRP	koi	hi	en	hi
2462	G_J	nayi	hi	hi	hi
2463	G_V	baat	hi	hi	hi
2464	G_PRT	nahi	hi	hi	hi
2465	G_V	hai	hi	hi	hi
2466	G_N	bhai	hi	hi	univ
2467	G_X	,	univ	hi	en
2468	DT	my	en	univ	en
2469	G_N	sympathies	en	en	en
2470	PSP	wid	en	en	en
2471	G_PRP	u	en	en	
2472	G_N	Thanks	en		ne
2473	G_N	Emp	ne	en	ne
2474	G_N	Ally	ne	ne	univ
2475	G_X	,	univ	ne	en
2476	G_PRP	that	en	univ	en
2477	G_N	mirrors	en	en	en
2478	DT	our	en	en	en
2479	G_N	sentiments	en	en	univ
2480	G_X	!	univ	en	acro
2481	G_N	PM	acro	univ	hi
2482	G_PRP	us	hi	acro	univ
2483	G_X	!	univ	hi	univ
2484	G_X	~	univ	univ	ne
2485	G_N	Ed	ne	univ	
2486	G_N	Ja	hi		hi
2487	G_V	kar	hi	hi	hi
2488	G_N	Naam	hi	hi	hi
2489	G_V	puch	hi	hi	hi
2490	G_V	lo	hi	hi	univ
2491	G_X	,	univ	hi	hi
2492	G_PRT	itna	hi	univ	hi
2493	G_R	sharmate	hi	hi	hi
2494	G_PRP	kyo	hi	hi	hi
2495	G_V	ho	hi	hi	univ
2496	G_X	.	univ	hi	en
2497	G_PRP	She	en	univ	en
2498	G_V	will	en	en	en
2499	G_R	like	en	en	en
2500	G_PRP	it	en	en	univ
2501	G_X	.	univ	en	
2502	#	#136	univ		univ
2503	G_X	:	univ	univ	acro
2504	G_N	RK	acro	univ	hi
2505	PSP	ko	hi	acro	en
2506	G_PRT	to	en	hi	hi
2507	G_SYM	bahut	hi	en	hi
2508	G_SYM	pahele	hi	hi	en
2509	G_V	demolish	en	hi	hi
2510	G_N	karna	hi	en	hi
2511	G_V	chahiye	hi	hi	hi
2512	G_V	tha	hi	hi	univ
2513	G_X	...	univ	hi	hi
2514	G_N	Naya	hi	univ	en
2515	G_N	road	en	hi	hi
2516	G_N	banne	hi	en	hi
2517	PSP	ke	hi	hi	hi
2518	G_N	baad	hi	hi	hi
2519	G_N	bhi	hi	hi	hi
2520	G_PRT	kitna	hi	hi	hi
2521	G_N	din	hi	hi	en
2522	G_N	road	en	hi	hi
2523	PSP	ko	hi	en	en
2524	G_V	block	en	hi	hi
2525	G_V	karke	hi	en	hi
2526	G_V	chal	hi	hi	hi
2527	G_V	raha	hi	hi	hi
2528	G_V	tha	hi	hi	univ
2529	G_X	...	univ	hi	
2530	G_R	Very	en		en
2531	G_J	true	en	en	univ
2532	E	:-P	univ	en	univ
2533	E	:-P	univ	univ	en
2534	G_N	dude	en	univ	en
2535	G_N	lets	en	en	en
2536	G_N	form	en	en	en
2537	DT	a	en	en	en
2538	G_N	group	en	en	
2539	G_N	Avantika	ne		ne
2540	G_N	Garg	ne	ne	en
2541	G_V	is	en	ne	en
2542	G_N	IIT	en	en	en
2543	G_V	experience	en	en	en
2544	G_PRT	not	en	en	en
2545	PSP	for	en	en	en
2546	G_PRP	u	en	en	univ
2547	G_X	?	univ	en	univ
2548	E	:P	univ	univ	
2549	G_N	Ayush	ne		ne
2550	G_N	Lakhotia	ne	ne	
2551	#	#343	univ		univ
2552	G_X	:	univ	univ	en
2553	G_PRP	I	en	univ	en
2554	G_V	have	en	en	en
2555	DT	a	en	en	en
2556	G_R	huge	en	en	en
2557	G_N	crush	en	en	en
2558	PSP	on	en	en	en
2559	DT	a	en	en	en
2560	G_N	gal	en	en	en
2561	G_PRP	who	en	en	en
2562	G_V	is	en	en	en
2563	PSP	in	en	en	acro
2564	G_N	EE	acro	en	univ
2565	G_SYM	2nd	univ	acro	en
2566	G_N	year	en	univ	univ
2567	G_X	.	univ	en	en
2568	G_PRP	I	en	univ	en
2569	G_V	don't	en	en	en
2570	G_V	know	en	en	en
2571	G_PRP	her	en	en	en
2572	G_N	name	en	en	univ
2573	G_X	.	univ	en	en
2574	G_PRP	I	en	univ	en
2575	G_V	want	en	en	en
2576	G_PRT	to	en	en	en
2577	G_V	go	en	en	en
2578	G_R	ahead	en	en	en
2579	CC	but	en	en	en
2580	G_PRP	I	en	en	en
2581	G_V	don't	en	en	en
2582	G_V	know	en	en	en
2583	G_R	how	en	en	univ
2584	G_X	!	univ	en	en
2585	G_R	Please	en	univ	en
2586	G_V	help	en	en	en
2587	G_PRP	me	en	en	en
2588	G_J	machaoo	en	en	en
2589	G_N	seniors	en	en	en
2590	PSP	of	en	en	acro
2591	G_N	IITB	acro	en	univ
2592	G_X	.	univ	acro	
2593	G_V	go	en		en
2594	CC	and	en	en	en
2595	G_V	propose	en	en	en
2596	G_PRP	her	en	en	en
2597	G_N	dear	en	en	univ
2598	G_X	,,	univ	en	en
2599	G_R	otherwise	en	univ	hi
2600	G_PRP	koi	hi	en	hi
2601	CC	aur	hi	hi	en
2602	G_V	propose	en	hi	hi
2603	G_V	kar	hi	en	hi
2604	G_V	degaaa	hi	hi	hi
2605	G_PRP	tumse	hi	hi	hi
2606	G_N	pehle	hi	hi	univ
2607	G_X	,,,,,,,,,,	univ	hi	en
2608	PSP	In	en	univ	acro
2609	G_N	IITB	acro	en	en
2610	G_J	first	en	acro	en
2611	G_V	come	en	en	en
2612	CC	and	en	en	en
2613	G_J	first	en	en	en
2614	G_V	serve	en	en	hi
2615	G_PRT	waala	hi	en	en
2616	G_N	matter	en	hi	hi
2617	G_V	hai	hi	en	ne
2618	G_N	bhaui	ne	hi	
2619	#	#344	univ		univ
2620	G_X	:	univ	univ	en
2621	G_N	I've	en	univ	en
2622	G_V	cheated	en	en	en
2623	PSP	in	en	en	en
2624	G_N	class	en	en	en
2625	G_N	assignments	en	en	univ
2626	G_X	,	univ	en	en
2627	G_V	cheated	en	univ	en
2628	PSP	in	en	en	en
2629	G_N	quizzes	en	en	univ
2630	G_X	,	univ	en	en
2631	G_V	cheated	en	univ	en
2632	PSP	in	en	en	en
2633	G_N	mid-sems	en	en	univ
2634	G_X	,	univ	en	en
2635	G_V	cheated	en	univ	en
2636	PSP	in	en	en	en
2637	G_N	end-sems	en	en	univ
2638	G_X	,	univ	en	en
2639	G_V	cheated	en	univ	en
2640	PSP	in	en	en	en
2641	DT	my	en	en	acro
2642	G_N	BTP	acro	en	univ
2643	G_X	,	univ	acro	en
2644	CC	and	en	univ	en
2645	G_R	currently	en	en	en
2646	G_V	cheating	en	en	en
2647	PSP	on	en	en	en
2648	DT	my	en	en	en
2649	G_N	bf	en	en	univ
2650	G_X	.	univ	en	hi
2651	G_V	He	hi	univ	en
2652	G_V	has	en	hi	en
2653	G_PRT	no	en	en	en
2654	G_N	clue	en	en	univ
2655	G_X	.	univ	en	
2656	G_N	saali	hi		hi
2657	G_PRT	kutte	hi	hi	hi
2658	PSP	ki	hi	hi	hi
2659	G_N	maut	hi	hi	hi
2660	G_V	maregi	hi	hi	
2661	G_N	karma	ne		en
2662	G_V	is	en	ne	en
2663	DT	a	en	en	en
2664	G_N	bitch	en	en	univ
2665	G_X	!!	univ	en	en
2666	G_V	dnt	en	univ	en
2667	G_V	worry	en	en	
2668	G_PRP	U	en		en
2669	G_V	will	en	en	en
2670	G_V	cheat	en	en	en
2671	G_PRP	ur	en	en	en
2672	G_N	husband	en	en	en
2673	G_R	too	en	en	univ
2674	G_X	...	univ	en	
