id	tag	word	label	prev_tag
2288	G_V	is	en	G_N
2289	DT	the	en	G_V
2290	G_R	most	en	DT
2291	G_J	gawar	hi	G_R
2292	#	#hindi	univ	G_J
2293	G_N	commentator	en	#
2294	G_PRP	I	en	G_N
2295	G_R	ever	en	G_PRP
2296	G_V	heard	en	G_R
2297	#	#IndvdPak	univ	G_V
2298	#	#BleedBlue	univ	#
2299	#	#kohli	univ	#
2300	#	#misbah	univ	#
2301	G_N	Vivekanand	ne	
2302	G_N	Narayan	ne	G_N
2303	G_N	Vedang	ne	G_N
2304	G_N	Chauhan	ne	G_N
2305	G_N	Pragyensh	ne	G_N
2306	G_N	Kumar	ne	G_N
2307	G_N	Harsh	ne	G_N
2308	G_N	Kumar	ne	G_N
2309	G_N	Narula	ne	G_N
2310	G_N	Mritunjay	ne	G_N
2311	G_N	Tiwari	ne	G_N
2312	DT	That	en	G_N
2313	G_V	reminds	en	DT
2314	G_PRP	me	en	G_V
2315	PSP	of	en	G_PRP
2316	G_N	something	en	PSP
2317	G_X	.	univ	G_N
2318	G_V	Reminds	en	
2319	G_PRP	me	en	G_V
2320	PSP	of	en	G_PRP
2321	G_N	Ravi	ne	PSP
2322	G_N	Bhoraskar	ne	G_N
2323	G_N	Jaspreet	ne	G_N
2324	G_N	Saluja	ne	G_N
2325	G_N	Shainky	ne	G_N
2326	G_X	!	univ	G_N
2327	G_N	Saale	hi	
2328	G_N	Ashish	ne	G_N
2329	G_J	kaminepan	hi	G_N
2330	PSP	mein	hi	G_J
2331	G_PRT	to	en	PSP
2332	G_PRP	yeh	hi	G_PRT
2333	G_N	idea	en	G_PRP
2334	G_PRT	to	en	G_N
2335	G_PRP	tere	hi	G_PRT
2336	PSP	liye	hi	G_PRP
2337	G_N	starters(in	en	PSP
2338	DT	a	en	G_N
2339	G_N	dinner	en	DT
2340	G_N	course	en	G_N
2341	G_X	)	univ	G_N
2342	PSP	ke	hi	G_X
2343	G_J	layak	hi	PSP
2344	G_N	bhi	hi	G_J
2345	G_PRT	nahi	hi	G_N
2346	G_V	hain	hi	G_PRT
2347	G_PRP	I	en	
2348	G_V	love	en	G_PRP
2349	G_X	iitb	acro	G_V
2350	G_N	IITB	acro	G_X
2351	G_N	Confessions	en	G_N
2352	G_N	masle	hi	
2353	G_N	sheher	hi	G_N
2354	PSP	ke	hi	G_N
2355	G_J	bade	hi	PSP
2356	CC	ya	hi	G_J
2357	G_J	chote	hi	CC
2358	G_V	hone	hi	G_J
2359	PSP	se	hi	G_V
2360	G_PRT	nahi	hi	PSP
2361	G_V	hote	hi	G_PRT
2362	G_V	hai	hi	G_V
2363	G_X	..	univ	G_V
2364	G_N	masle	hi	G_X
2365	G_PRT	to	en	G_N
2366	G_SYM	bas	hi	G_PRT
2367	G_V	ho	hi	G_SYM
2368	G_V	jaate	hi	G_V
2369	G_V	hai	hi	G_V
2370	G_X	..!!	univ	G_V
2371	G_N	Keerthi	hi	
2372	G_X	!	univ	G_N
2373	G_N	lets	en	G_X
2374	G_V	open	en	G_N
2375	DT	a	en	G_V
2376	G_N	NGO	acro	DT
2377	G_R	together	en	G_N
2378	G_X	!	univ	G_R
2379	G_J	toote	hi	G_X
2380	G_N	dil	hi	G_J
2381	PSP	ke	hi	G_N
2382	G_N	marezon	hi	PSP
2383	PSP	ke	hi	G_N
2384	PSP	liye	hi	PSP
2385	#	#296	univ	
2386	G_X	:	univ	#
2387	G_PRP	ye	hi	G_X
2388	G_J	mood	en	G_PRP
2389	G_PRP	i	en	G_J
2390	G_PRT	waalon	hi	G_PRP
2391	PSP	ko	hi	G_PRT
2392	G_PRP	koi	hi	PSP
2393	G_N	kaam	hi	G_PRP
2394	G_PRT	hi	hi	G_N
2395	G_PRT	nai	hi	G_PRT
2396	G_V	hai	hi	G_PRT
2397	G_SYM	bas	hi	G_V
2398	G_V	baith	hi	G_SYM
2399	PSP	k	hi	G_V
2400	G_N	cover	en	PSP
2401	CC	aur	hi	G_N
2402	G_N	profile	en	CC
2403	G_N	pic	en	G_N
2404	G_V	badalte	hi	G_N
2405	G_V	rena	hi	G_V
2406	G_X	...	univ	G_V
2407	G_SYM	saari	hi	G_X
2408	G_N	news	en	G_SYM
2409	G_V	feeds	en	G_N
2410	G_PRP	inhi	hi	G_V
2411	PSP	se	hi	G_PRP
2412	G_J	bhari	hi	PSP
2413	G_V	rehti	hi	G_J
2414	G_V	hain	hi	G_V
2415	G_X	xxx	acro	G_V
2416	G_V	changed	en	G_X
2417	G_V	is	en	G_V
2418	G_N	profile	en	G_V
2419	G_X	...	univ	G_N
2420	G_N	bevkoofi	hi	G_X
2421	G_V	dekho	hi	G_N
2422	G_N	Pooja	ne	
2423	G_N	Naik	ne	G_N
2424	G_X	:	univ	G_N
2425	G_V	Check	en	G_X
2426	G_PRP	it	en	G_V
2427	G_PRT	out	en	G_PRP
2428	G_N	Radhika	ne	G_PRT
2429	G_N	Ramaswamy	ne	G_N
2430	G_PRT	haan	hi	
2431	G_PRP	konsi	hi	G_PRT
2432	G_N	branch	en	G_PRP
2433	PSP	ke	hi	G_N
2434	G_PRP	konse	hi	PSP
2435	G_N	year	en	G_PRP
2436	PSP	ke	hi	G_N
2437	G_PRP	konse	hi	PSP
2438	G_N	ladke	hi	G_PRP
2439	PSP	ne	hi	G_N
2440	G_PRP	ye	hi	PSP
2441	G_J	fake	en	G_PRP
2442	G_N	confession	en	G_J
2443	G_V	diya	hi	G_N
2444	G_V	hai	hi	G_V
2445	G_X	?	univ	G_V
2446	E	:P	univ	G_X
2447	G_N	Chem	en	
2448	G_PRP	me	en	G_N
2449	G_N	furra	hi	G_PRP
2450	G_J	kam	hi	G_N
2451	G_J	dukhdaayak	hi	G_J
2452	G_V	tha	hi	G_J
2453	G_X	....	univ	G_V
2454	G_PRP	jo	hi	G_X
2455	G_PRP	ye	hi	G_PRP
2456	G_N	bhi	hi	G_PRP
2457	G_V	aa	hi	G_N
2458	G_V	gaya	hi	G_V
2459	G_N	insti	en	
2460	G_N	politics	en	G_N
2461	G_PRP	koi	hi	G_N
2462	G_J	nayi	hi	G_PRP
2463	G_V	baat	hi	G_J
2464	G_PRT	nahi	hi	G_V
2465	G_V	hai	hi	G_PRT
2466	G_N	bhai	hi	G_V
2467	G_X	,	univ	G_N
2468	DT	my	en	G_X
2469	G_N	sympathies	en	DT
2470	PSP	wid	en	G_N
2471	G_PRP	u	en	PSP
2472	G_N	Thanks	en	
2473	G_N	Emp	ne	G_N
2474	G_N	Ally	ne	G_N
2475	G_X	,	univ	G_N
2476	G_PRP	that	en	G_X
2477	G_N	mirrors	en	G_PRP
2478	DT	our	en	G_N
2479	G_N	sentiments	en	DT
2480	G_X	!	univ	G_N
2481	G_N	PM	acro	G_X
2482	G_PRP	us	hi	G_N
2483	G_X	!	univ	G_PRP
2484	G_X	~	univ	G_X
2485	G_N	Ed	ne	G_X
2486	G_N	Ja	hi	
2487	G_V	kar	hi	G_N
2488	G_N	Naam	hi	G_V
2489	G_V	puch	hi	G_N
2490	G_V	lo	hi	G_V
2491	G_X	,	univ	G_V
2492	G_PRT	itna	hi	G_X
2493	G_R	sharmate	hi	G_PRT
2494	G_PRP	kyo	hi	G_R
2495	G_V	ho	hi	G_PRP
2496	G_X	.	univ	G_V
2497	G_PRP	She	en	G_X
2498	G_V	will	en	G_PRP
2499	G_R	like	en	G_V
2500	G_PRP	it	en	G_R
2501	G_X	.	univ	G_PRP
2502	#	#136	univ	
2503	G_X	:	univ	#
2504	G_N	RK	acro	G_X
2505	PSP	ko	hi	G_N
2506	G_PRT	to	en	PSP
2507	G_SYM	bahut	hi	G_PRT
2508	G_SYM	pahele	hi	G_SYM
2509	G_V	demolish	en	G_SYM
2510	G_N	karna	hi	G_V
2511	G_V	chahiye	hi	G_N
2512	G_V	tha	hi	G_V
2513	G_X	...	univ	G_V
2514	G_N	Naya	hi	G_X
2515	G_N	road	en	G_N
2516	G_N	banne	hi	G_N
2517	PSP	ke	hi	G_N
2518	G_N	baad	hi	PSP
2519	G_N	bhi	hi	G_N
2520	G_PRT	kitna	hi	G_N
2521	G_N	din	hi	G_PRT
2522	G_N	road	en	G_N
2523	PSP	ko	hi	G_N
2524	G_V	block	en	PSP
2525	G_V	karke	hi	G_V
2526	G_V	chal	hi	G_V
2527	G_V	raha	hi	G_V
2528	G_V	tha	hi	G_V
2529	G_X	...	univ	G_V
2530	G_R	Very	en	
2531	G_J	true	en	G_R
2532	E	:-P	univ	G_J
2533	E	:-P	univ	E
2534	G_N	dude	en	E
2535	G_N	lets	en	G_N
2536	G_N	form	en	G_N
2537	DT	a	en	G_N
2538	G_N	group	en	DT
2539	G_N	Avantika	ne	
2540	G_N	Garg	ne	G_N
2541	G_V	is	en	G_N
2542	G_N	IIT	en	G_V
2543	G_V	experience	en	G_N
2544	G_PRT	not	en	G_V
2545	PSP	for	en	G_PRT
2546	G_PRP	u	en	PSP
2547	G_X	?	univ	G_PRP
2548	E	:P	univ	G_X
2549	G_N	Ayush	ne	
2550	G_N	Lakhotia	ne	G_N
2551	#	#343	univ	
2552	G_X	:	univ	#
2553	G_PRP	I	en	G_X
2554	G_V	have	en	G_PRP
2555	DT	a	en	G_V
2556	G_R	huge	en	DT
2557	G_N	crush	en	G_R
2558	PSP	on	en	G_N
2559	DT	a	en	PSP
2560	G_N	gal	en	DT
2561	G_PRP	who	en	G_N
2562	G_V	is	en	G_PRP
2563	PSP	in	en	G_V
2564	G_N	EE	acro	PSP
2565	G_SYM	2nd	univ	G_N
2566	G_N	year	en	G_SYM
2567	G_X	.	univ	G_N
2568	G_PRP	I	en	G_X
2569	G_V	don't	en	G_PRP
2570	G_V	know	en	G_V
2571	G_PRP	her	en	G_V
2572	G_N	name	en	G_PRP
2573	G_X	.	univ	G_N
2574	G_PRP	I	en	G_X
2575	G_V	want	en	G_PRP
2576	G_PRT	to	en	G_V
2577	G_V	go	en	G_PRT
2578	G_R	ahead	en	G_V
2579	CC	but	en	G_R
2580	G_PRP	I	en	CC
2581	G_V	don't	en	G_PRP
2582	G_V	know	en	G_V
2583	G_R	how	en	G_V
2584	G_X	!	univ	G_R
2585	G_R	Please	en	G_X
2586	G_V	help	en	G_R
2587	G_PRP	me	en	G_V
2588	G_J	machaoo	en	G_PRP
2589	G_N	seniors	en	G_J
2590	PSP	of	en	G_N
2591	G_N	IITB	acro	PSP
2592	G_X	.	univ	G_N
2593	G_V	go	en	
2594	CC	and	en	G_V
2595	G_V	propose	en	CC
2596	G_PRP	her	en	G_V
2597	G_N	dear	en	G_PRP
2598	G_X	,,	univ	G_N
2599	G_R	otherwise	en	G_X
2600	G_PRP	koi	hi	G_R
2601	CC	aur	hi	G_PRP
2602	G_V	propose	en	CC
2603	G_V	kar	hi	G_V
2604	G_V	degaaa	hi	G_V
2605	G_PRP	tumse	hi	G_V
2606	G_N	pehle	hi	G_PRP
2607	G_X	,,,,,,,,,,	univ	G_N
2608	PSP	In	en	G_X
2609	G_N	IITB	acro	PSP
2610	G_J	first	en	G_N
2611	G_V	come	en	G_J
2612	CC	and	en	G_V
2613	G_J	first	en	CC
2614	G_V	serve	en	G_J
2615	G_PRT	waala	hi	G_V
2616	G_N	matter	en	G_PRT
2617	G_V	hai	hi	G_N
2618	G_N	bhaui	ne	G_V
2619	#	#344	univ	
2620	G_X	:	univ	#
2621	G_N	I've	en	G_X
2622	G_V	cheated	en	G_N
2623	PSP	in	en	G_V
2624	G_N	class	en	PSP
2625	G_N	assignments	en	G_N
2626	G_X	,	univ	G_N
2627	G_V	cheated	en	G_X
2628	PSP	in	en	G_V
2629	G_N	quizzes	en	PSP
2630	G_X	,	univ	G_N
2631	G_V	cheated	en	G_X
2632	PSP	in	en	G_V
2633	G_N	mid-sems	en	PSP
2634	G_X	,	univ	G_N
2635	G_V	cheated	en	G_X
2636	PSP	in	en	G_V
2637	G_N	end-sems	en	PSP
2638	G_X	,	univ	G_N
2639	G_V	cheated	en	G_X
2640	PSP	in	en	G_V
2641	DT	my	en	PSP
2642	G_N	BTP	acro	DT
2643	G_X	,	univ	G_N
2644	CC	and	en	G_X
2645	G_R	currently	en	CC
2646	G_V	cheating	en	G_R
2647	PSP	on	en	G_V
2648	DT	my	en	PSP
2649	G_N	bf	en	DT
2650	G_X	.	univ	G_N
2651	G_V	He	hi	G_X
2652	G_V	has	en	G_V
2653	G_PRT	no	en	G_V
2654	G_N	clue	en	G_PRT
2655	G_X	.	univ	G_N
2656	G_N	saali	hi	
2657	G_PRT	kutte	hi	G_N
2658	PSP	ki	hi	G_PRT
2659	G_N	maut	hi	PSP
2660	G_V	maregi	hi	G_N
2661	G_N	karma	ne	
2662	G_V	is	en	G_N
2663	DT	a	en	G_V
2664	G_N	bitch	en	DT
2665	G_X	!!	univ	G_N
2666	G_V	dnt	en	G_X
2667	G_V	worry	en	G_V
2668	G_PRP	U	en	
2669	G_V	will	en	G_PRP
2670	G_V	cheat	en	G_V
2671	G_PRP	ur	en	G_V
2672	G_N	husband	en	G_PRP
2673	G_R	too	en	G_N
2674	G_X	...	univ	G_R
2675	G_R	once	en	
2676	G_V	cheat	en	G_R
2677	G_PRT	to	en	G_V
2678	G_PRP	urself	en	G_PRT
2679	G_X	.	univ	G_PRP
2680	G_X	.	univ	G_X
2681	G_V	see	en	G_X
2682	DT	the	en	G_V
2683	G_N	miracle	en	DT
2684	G_PRP	you	en	
2685	PSP	are	hi	G_PRP
2686	G_PRT	not	en	PSP
2687	G_V	cheating	en	G_PRT
2688	G_X	...	univ	G_V
2689	G_PRP	you	en	G_X
2690	PSP	are	hi	G_PRP
2691	G_V	doing	en	PSP
2692	G_PRP	what	en	G_V
2693	G_PRP	you	en	G_PRP
2694	G_V	feel	en	G_PRP
2695	G_J	gud	en	G_V
2696	PSP	about	en	G_J
2697	G_X	...	univ	PSP
2698	G_N	Nobody	en	
2699	G_V	cheats	en	G_N
2700	G_N	death	en	G_V
2701	G_N	it's	en	G_N
2702	DT	the	en	G_N
2703	G_J	ultimate	en	DT
2704	G_N	truth	en	G_J
2705	G_R	right	en	G_N
2706	E	:P	univ	G_R
2707	G_N	anything	en	
2708	G_V	left	en	G_N
2709	G_PRT	out	en	G_V
2710	G_X	?	univ	G_PRT
2711	E	:-)	univ	G_X
2712	G_PRP	I	en	
2713	G_V	know	en	G_PRP
2714	G_N	it's	en	G_V
2715	G_PRP	you	en	G_N
2716	G_N	saloni	ne	G_PRP
2717	G_X	.	univ	G_N
2718	U	http://googleoverphone.github.io/	univ	
2719	G_V	google	en	U
2720	DT	a	en	G_V
2721	G_V	call	en	DT
2722	G_R	right	en	G_V
2723	G_R	away	en	G_R
2724	G_X	!!	univ	G_R
2725	G_N	You'll	en	
2726	G_V	be	en	G_N
2727	PSP	in	en	G_V
2728	G_N	trouble	en	PSP
2729	G_R	someday	en	G_N
2730	G_X	!	univ	G_R
2731	G_R	Great	en	
2732	G_N	yar	hi	G_R
2733	#	#341	univ	
2734	G_X	:	univ	#
2735	G_J	Best	en	G_X
2736	G_N	part	en	G_J
2737	PSP	of	en	G_N
2738	DT	the	en	PSP
2739	G_N	placement	en	DT
2740	G_N	orientation	en	G_N
2741	G_V	was	en	G_N
2742	G_PRP	that	en	G_V
2743	G_J	hot	en	G_PRP
2744	G_J	Matki	hi	G_J
2745	G_N	Chick	en	G_J
2746	G_X	.	univ	G_N
2747	G_R	Really	en	G_X
2748	G_V	wanna	en	G_R
2749	G_V	hook	en	G_V
2750	G_PRT	up	en	G_V
2751	PSP	with	en	G_PRT
2752	G_PRP	her	en	PSP
2753	G_X	.	univ	G_PRP
2754	G_V	Suggest	en	G_X
2755	DT	a	en	G_V
2756	G_N	way	en	DT
2757	G_X	.	univ	G_N
2758	G_PRP	I	en	
2759	G_V	bet	en	G_PRP
2760	G_PRP	this	en	G_V
2761	G_N	confession	en	G_PRP
2762	G_V	was	en	G_N
2763	G_V	posted	en	G_V
2764	PSP	by	en	G_V
2765	DT	the	en	PSP
2766	G_J	Matki	hi	DT
2767	G_N	chick	en	G_J
2768	G_PRP	herself	en	G_N
2769	G_X	...	univ	G_PRP
2770	DT	the	en	G_X
2771	G_N	way	en	DT
2772	DT	some	en	G_N
2773	G_J	pathetic	en	DT
2774	G_N	women	en	G_J
2775	G_V	send	en	G_N
2776	G_PRP	themselves	en	G_V
2777	G_N	flowers	en	G_PRP
2778	PSP	at	en	G_N
2779	G_N	work	en	PSP
2780	G_X	!	univ	G_N
2781	G_PRT	LoL	univ	G_X
2782	G_N	iit	acro	
2783	G_N	delhi	hi	G_N
2784	G_N	fresher	en	G_N
2785	$	2013	univ	G_N
2786	G_N	boys	en	$
2787	G_X	,,,,	univ	G_N
2788	G_N	iim	acro	G_X
2789	G_N	kozhikode	ne	G_N
2790	CC	and	en	G_N
2791	G_N	iim	acro	CC
2792	G_N	ahmedabad	ne	G_N
2793	G_N	mba	acro	G_N
2794	G_SYM	1st	en	G_N
2795	G_N	year	en	G_SYM
2796	G_N	boys	en	G_N
2797	G_X	,,,	univ	G_N
2798	G_N	iiml	acro	G_X
2799	$	2013	univ	G_N
2800	G_N	class	en	$
2801	G_N	boys	en	G_N
2802	G_X	,,,	univ	G_N
2803	G_N	iimb	acro	G_X
2804	G_N	pgp	acro	G_N
2805	$	2013-15	univ	G_N
2806	G_N	boys	en	$
2807	G_V	check	en	G_N
2808	G_PRP	ur	en	G_V
2809	G_N	message	en	G_PRP
2810	PSP	in	en	G_N
2811	G_X	''	univ	PSP
2812	G_J	other	en	G_X
2813	G_X	''	univ	G_J
2814	G_X	.	univ	G_X
2815	G_V	dont	en	G_X
2816	G_V	check	en	G_V
2817	G_N	message	en	G_V
2818	PSP	in	en	G_N
2819	G_X	''	univ	PSP
2820	G_N	inbox	en	G_X
2821	G_X	''	univ	G_N
2822	G_X	,	univ	G_X
2823	G_V	check	en	G_X
2824	G_N	message	en	G_V
2825	G_R	only	en	G_N
2826	PSP	in	en	G_R
2827	G_X	''	univ	PSP
2828	G_J	other	en	G_X
2829	G_X	''	univ	G_J
2830	G_X	.	univ	G_X
2831	G_X	'	univ	G_X
2832	G_J	other	en	G_X
2833	G_X	'	univ	G_J
2834	G_N	folder	en	G_X
2835	G_V	is	en	G_N
2836	G_R	next	en	G_V
2837	G_PRT	to	en	G_R
2838	G_X	''	univ	G_PRT
2839	G_N	inbox	en	G_X
2840	G_X	''	univ	G_N
2841	G_N	folder	en	G_X
2842	G_X	....	univ	G_N
2843	#	#340	univ	
2844	G_X	:	univ	#
2845	G_PRP	It	en	G_X
2846	G_V	has	en	G_PRP
2847	G_V	been	en	G_V
2848	$	10	univ	G_V
2849	G_N	years	en	$
2850	PSP	since	en	G_N
2851	G_PRP	I	en	PSP
2852	G_V	graduated	en	G_PRP
2853	G_X	.	univ	G_V
2854	G_N	I've	en	G_X
2855	G_V	been	en	G_N
2856	PSP	in	en	G_V
2857	DT	a	en	PSP
2858	G_J	serious	en	DT
2859	G_N	relationship	en	G_J
2860	PSP	since	en	G_N
2861	G_R	then	en	PSP
2862	G_X	,	univ	G_R
2863	CC	and	en	G_X
2864	G_N	I'm	en	CC
2865	G_V	going	en	G_N
2866	G_PRT	to	en	G_V
2867	G_V	marry	en	G_PRT
2868	G_N	someone	en	G_V
2869	G_R	soon	en	G_N
2870	G_X	.	univ	G_R
2871	CC	But	en	G_X
2872	DT	my	en	CC
2873	G_J	best	en	DT
2874	G_N	experiences	en	G_J
2875	PSP	with	en	G_N
2876	DT	the	en	PSP
2877	G_J	fairer	en	DT
2878	G_N	sex	en	G_J
2879	G_X	,	univ	G_N
2880	G_V	have	en	G_X
2881	G_V	been	en	G_V
2882	PSP	on	en	G_V
2883	DT	the	en	PSP
2884	G_N	Vihar	ne	DT
2885	G_N	lake	ne	G_N
2886	PSP	on	en	G_N
2887	G_SYM	one	en	PSP
2888	PSP	of	en	G_SYM
2889	DT	the	en	PSP
2890	G_J	MoodI	ne	DT
2891	G_N	evenings	en	G_J
2892	G_X	.	univ	G_N
2893	G_R	Even	en	G_X
2894	DT	the	en	G_R
2895	G_N	lust	en	DT
2896	G_V	was	en	G_N
2897	G_J	innocent	en	G_V
2898	G_R	then	en	G_J
2899	G_X	,	univ	G_R
2900	G_R	even	en	G_X
2901	DT	the	en	G_R
2902	G_N	innocence	en	DT
2903	G_V	is	en	G_N
2904	G_PRT	not	en	G_V
2905	G_J	genuine	en	G_PRT
2906	G_R	now	en	G_J
2907	G_X	.	univ	G_R
2908	G_PRP	Those	en	G_X
2909	G_PRP	who	en	G_PRP
2910	PSP	are	hi	G_PRP
2911	G_R	still	en	PSP
2912	PSP	on	en	G_R
2913	DT	the	en	PSP
2914	G_N	campus	en	DT
2915	G_X	,	univ	G_N
2916	G_V	enjoy	en	G_X
2917	G_PRP	it	en	G_V
2918	G_R	too	en	G_PRP
2919	DT	the	en	G_R
2920	G_N	fullest	en	DT
2921	G_X	!	univ	G_N
2922	#	#339	univ	
2923	G_X	:	univ	#
2924	E	[\\m/]	univ	G_X
2925	G_R	Just	en	E
2926	G_V	came	en	G_R
2927	G_N	back	en	G_V
2928	PSP	from	en	G_N
2929	G_J	foreign	en	PSP
2930	G_N	internship	en	G_J
2931	G_X	.	univ	G_N
2932	G_N	It's	en	G_X
2933	DT	a	en	G_N
2934	G_J	drastic	en	DT
2935	G_N	step	en	G_J
2936	G_R	down	en	G_N
2937	PSP	in	en	G_R
2938	G_J	hot	en	PSP
2939	G_X	(?)	univ	G_J
2940	CC	&	en	G_X
2941	G_J	willing	en	CC
2942	G_N	chicks	en	G_J
2943	G_X	.	univ	G_N
2944	G_R	Just	en	G_X
2945	G_V	thinking	en	G_R
2946	PSP	about	en	G_V
2947	DT	the	en	PSP
2948	G_J	sexual	en	DT
2949	G_N	tradeoffs	en	G_J
2950	G_N	I'm	en	G_N
2951	G_V	paying	en	G_N
2952	PSP	for	en	G_V
2953	DT	the	en	PSP
2954	G_N	IIT	en	DT
2955	G_N	tag	en	G_N
2956	G_X	.	univ	G_N
2957	G_N	iit	acro	
2958	G_N	delhi	hi	G_N
2959	G_N	fresher	en	G_N
2960	$	2013	univ	G_N
2961	G_N	boys	en	$
2962	G_X	,,,,	univ	G_N
2963	G_N	iim	acro	G_X
2964	G_N	kozhikode	ne	G_N
2965	CC	and	en	G_N
2966	G_N	iim	acro	CC
2967	G_N	ahmedabad	ne	G_N
2968	G_N	mba	acro	G_N
2969	G_SYM	1st	en	G_N
2970	G_N	year	en	G_SYM
2971	G_N	boys	en	G_N
2972	G_X	,,,	univ	G_N
2973	G_N	iiml	acro	G_X
2974	$	2013	univ	G_N
2975	G_N	class	en	$
2976	G_N	boys	en	G_N
2977	G_X	,,,	univ	G_N
2978	G_N	iimb	acro	G_X
2979	G_N	pgp	acro	G_N
2980	$	2013-15	univ	G_N
2981	G_N	boys	en	$
2982	G_V	check	en	G_N
2983	G_PRP	ur	en	G_V
2984	G_N	message	en	G_PRP
2985	PSP	in	en	G_N
2986	G_X	''	univ	PSP
2987	G_J	other	en	G_X
2988	G_X	''	univ	G_J
2989	G_X	.	univ	G_X
2990	G_V	dont	en	G_X
2991	G_V	check	en	G_V
2992	G_N	message	en	G_V
2993	PSP	in	en	G_N
2994	G_X	''	univ	PSP
2995	G_N	inbox	en	G_X
2996	G_X	''	univ	G_N
2997	G_X	,	univ	G_X
2998	G_V	check	en	G_X
2999	G_N	message	en	G_V
3000	G_R	only	en	G_N
3001	PSP	in	en	G_R
3002	G_X	''	univ	PSP
3003	G_J	other	en	G_X
3004	G_X	''	univ	G_J
3005	G_X	.	univ	G_X
3006	G_X	'	univ	G_X
3007	G_J	other	en	G_X
3008	G_X	'	univ	G_J
3009	G_N	folder	en	G_X
3010	G_V	is	en	G_N
3011	G_R	next	en	G_V
3012	G_PRT	to	en	G_R
3013	G_X	''	univ	G_PRT
3014	G_N	inbox	en	G_X
3015	G_X	''	univ	G_N
3016	G_N	folder	en	G_X
3017	G_X	....	univ	G_N
3018	#	#338	univ	
3019	G_X	:	univ	#
3020	G_R	Why	en	G_X
3021	PSP	are	hi	G_R
3022	DT	the	en	PSP
3023	G_N	admins	en	DT
3024	G_V	sleeping	en	G_N
3025	G_X	?	univ	G_V
3026	G_N	truth	en	
3027	G_V	be	en	G_N
3028	G_V	told	en	G_V
3029	G_X	,	univ	G_V
3030	G_PRP	we	en	G_X
3031	PSP	are	hi	G_PRP
3032	G_V	getting	en	PSP
3033	G_R	very	en	G_V
3034	G_J	boring	en	G_R
3035	G_N	confessions	en	G_J
3036	G_X	,	univ	G_N
3037	G_PRT	no	en	G_X
3038	G_J	real	en	G_PRT
3039	G_N	escapades	en	G_J
3040	CC	or	en	G_N
3041	G_J	daring	en	CC
3042	G_N	stories	en	G_J
3043	G_X	...	univ	G_N
3044	G_N	I'm	en	
3045	G_R	quite	en	G_N
3046	G_V	awake	en	G_R
3047	G_X	,	univ	G_V
3048	G_R	really	en	G_X
3049	G_X	...	univ	G_R
3050	G_N	it's	en	G_X
3051	G_PRP	you	en	G_N
3052	G_N	people	en	G_PRP
3053	G_PRP	who	en	G_N
3054	PSP	are	hi	G_PRP
3055	G_V	sleeping	en	PSP
3056	G_X	...	univ	G_V
3057	G_R	why	en	
3058	G_PRP	u	en	G_R
3059	G_PRT	no	en	G_PRP
3060	G_V	entertain	en	G_PRT
3061	G_R	now	en	G_V
3062	G_X	???	univ	G_R
3063	G_PRP	I	en	
3064	G_V	bet	en	G_PRP
3065	G_PRP	ur	en	G_V
3066	G_N	uncle	en	G_PRP
3067	G_V	appreciated	en	G_N
3068	DT	your	en	G_V
3069	G_N	collection	en	DT
3070	G_X	.	univ	G_N
3071	G_X	.	univ	G_X
3072	G_N	Uncles	hi	G_X
3073	PSP	are	hi	G_N
3074	G_N	human	en	PSP
3075	G_R	too	en	G_N
3076	G_X	!	univ	G_R
3077	G_PRP	You	en	
3078	G_V	should	en	G_PRP
3079	G_V	have	en	G_V
3080	G_V	taken	en	G_V
3081	DT	a	en	G_V
3082	G_J	naked	en	DT
3083	CC	or	en	G_J
3084	G_N	half	en	CC
3085	G_J	naked	en	G_N
3086	G_N	pic	en	G_J
3087	PSP	of	en	G_N
3088	G_PRP	him	en	PSP
3089	CC	and	en	G_PRP
3090	G_V	share	en	CC
3091	G_PRP	it	en	G_V
3092	PSP	on	en	G_PRP
3093	G_PRP	his	en	PSP
3094	G_N	fb	acro	G_PRP
3095	G_N	wall	en	G_N
3096	G_X	.	univ	G_N
3097	E	:)	univ	G_X
3098	#	#337	univ	
3099	G_X	:	univ	#
3100	PSP	In	en	G_X
3101	DT	my	en	PSP
3102	G_J	freshie	en	DT
3103	G_N	year	en	G_J
3104	G_X	,	univ	G_N
3105	G_PRP	I	en	G_X
3106	G_V	had	en	G_PRP
3107	G_PRT	to	en	G_V
3108	G_V	get	en	G_PRT
3109	G_N	back	en	G_V
3110	PSP	at	en	G_N
3111	DT	a	en	PSP
3112	G_J	chootiya	hi	DT
3113	G_N	prof	en	G_J
3114	PSP	in	en	G_N
3115	G_N	chem	en	PSP
3116	G_N	lab	en	G_N
3117	G_X	.	univ	G_N
3118	G_PRP	I	en	G_X
3119	G_V	peed	en	G_PRP
3120	PSP	into	en	G_V
3121	DT	a	en	PSP
3122	G_N	Bisleri	ne	DT
3123	G_N	bottle	en	G_N
3124	CC	and	en	G_N
3125	G_V	sneaked	en	CC
3126	G_PRP	it	en	G_V
3127	PSP	into	en	G_PRP
3128	DT	the	en	PSP
3129	G_N	lab	en	DT
3130	G_X	.	univ	G_N
3131	PSP	At	en	G_X
3132	DT	an	en	PSP
3133	G_J	opportune	en	DT
3134	G_N	moment	en	G_J
3135	G_X	,	univ	G_N
3136	G_PRP	I	en	G_X
3137	G_V	emptied	en	G_PRP
