word	prev_word	next_word	label	prev_label	next_label	prev_tag	tag
I	####	know	en	####	en	####	G_PRP
know	I	it's	en	en	en	G_PRP	G_V
it's	know	you	en	en	en	G_V	G_N
you	it's	saloni	en	en	ne	G_N	G_PRP
saloni	you	0	ne	en	univ	G_PRP	G_N
0	saloni	####	univ	ne	####	G_N	G_X
####	0	http://googleoverphone.github.io/	####	univ	univ	G_X	####
http://googleoverphone.github.io/	####	google	univ	####	en	####	U
google	http://googleoverphone.github.io/	a	en	univ	en	U	G_V
a	google	call	en	en	en	G_V	DT
call	a	right	en	en	en	DT	G_V
right	call	away	en	en	en	G_V	G_R
away	right	!!	en	en	univ	G_R	G_R
!!	away	####	univ	en	####	G_R	G_X
####	!!	You'll	####	univ	en	G_X	####
You'll	####	be	en	####	en	####	G_N
be	You'll	in	en	en	en	G_N	G_V
in	be	trouble	en	en	en	G_V	PSP
trouble	in	someday	en	en	en	PSP	G_N
someday	trouble	!	en	en	univ	G_N	G_R
!	someday	####	univ	en	####	G_R	G_X
####	!	Great	####	univ	en	G_X	####
Great	####	yar	en	####	hi	####	G_R
yar	Great	####	hi	en	####	G_R	G_N
####	yar	#341	####	hi	univ	G_N	####
#341	####	:	univ	####	univ	####	#
:	#341	Best	univ	univ	en	#	G_X
Best	:	part	en	univ	en	G_X	G_J
part	Best	of	en	en	en	G_J	G_N
of	part	the	en	en	en	G_N	PSP
the	of	placement	en	en	en	PSP	DT
placement	the	orientation	en	en	en	DT	G_N
orientation	placement	was	en	en	en	G_N	G_N
was	orientation	that	en	en	en	G_N	G_V
that	was	hot	en	en	en	G_V	G_PRP
hot	that	Matki	en	en	hi	G_PRP	G_J
Matki	hot	Chick	hi	en	en	G_J	G_J
Chick	Matki	0	en	hi	univ	G_J	G_N
0	Chick	Really	univ	en	en	G_N	G_X
Really	0	wanna	en	univ	en	G_X	G_R
wanna	Really	hook	en	en	en	G_R	G_V
hook	wanna	up	en	en	en	G_V	G_V
up	hook	with	en	en	en	G_V	G_PRT
with	up	her	en	en	en	G_PRT	PSP
her	with	0	en	en	univ	PSP	G_PRP
0	her	Suggest	univ	en	en	G_PRP	G_X
Suggest	0	a	en	univ	en	G_X	G_V
a	Suggest	way	en	en	en	G_V	DT
way	a	0	en	en	univ	DT	G_N
0	way	####	univ	en	####	G_N	G_X
####	0	I	####	univ	en	G_X	####
I	####	bet	en	####	en	####	G_PRP
bet	I	this	en	en	en	G_PRP	G_V
this	bet	confession	en	en	en	G_V	G_PRP
confession	this	was	en	en	en	G_PRP	G_N
was	confession	posted	en	en	en	G_N	G_V
posted	was	by	en	en	en	G_V	G_V
by	posted	the	en	en	en	G_V	PSP
the	by	Matki	en	en	hi	PSP	DT
Matki	the	chick	hi	en	en	DT	G_J
chick	Matki	herself	en	hi	en	G_J	G_N
herself	chick	...	en	en	univ	G_N	G_PRP
...	herself	the	univ	en	en	G_PRP	G_X
the	...	way	en	univ	en	G_X	DT
way	the	some	en	en	en	DT	G_N
some	way	pathetic	en	en	en	G_N	DT
pathetic	some	women	en	en	en	DT	G_J
women	pathetic	send	en	en	en	G_J	G_N
send	women	themselves	en	en	en	G_N	G_V
themselves	send	flowers	en	en	en	G_V	G_PRP
flowers	themselves	at	en	en	en	G_PRP	G_N
at	flowers	work	en	en	en	G_N	PSP
work	at	!	en	en	univ	PSP	G_N
!	work	LoL	univ	en	univ	G_N	G_X
LoL	!	####	univ	univ	####	G_X	G_PRT
####	LoL	iit	####	univ	acro	G_PRT	####
iit	####	delhi	acro	####	hi	####	G_N
delhi	iit	fresher	hi	acro	en	G_N	G_N
fresher	delhi	2013	en	hi	univ	G_N	G_N
2013	fresher	boys	univ	en	en	G_N	$
boys	2013	,,,,	en	univ	univ	$	G_N
,,,,	boys	iim	univ	en	acro	G_N	G_X
iim	,,,,	kozhikode	acro	univ	ne	G_X	G_N
kozhikode	iim	and	ne	acro	en	G_N	G_N
and	kozhikode	iim	en	ne	acro	G_N	CC
iim	and	ahmedabad	acro	en	ne	CC	G_N
ahmedabad	iim	mba	ne	acro	acro	G_N	G_N
mba	ahmedabad	1st	acro	ne	en	G_N	G_N
1st	mba	year	en	acro	en	G_N	G_SYM
year	1st	boys	en	en	en	G_SYM	G_N
boys	year	,,,	en	en	univ	G_N	G_N
,,,	boys	iiml	univ	en	acro	G_N	G_X
iiml	,,,	2013	acro	univ	univ	G_X	G_N
2013	iiml	class	univ	acro	en	G_N	$
class	2013	boys	en	univ	en	$	G_N
boys	class	,,,	en	en	univ	G_N	G_N
,,,	boys	iimb	univ	en	acro	G_N	G_X
iimb	,,,	pgp	acro	univ	acro	G_X	G_N
pgp	iimb	2013-15	acro	acro	univ	G_N	G_N
2013-15	pgp	boys	univ	acro	en	G_N	$
boys	2013-15	check	en	univ	en	$	G_N
check	boys	ur	en	en	en	G_N	G_V
ur	check	message	en	en	en	G_V	G_PRP
message	ur	in	en	en	en	G_PRP	G_N
in	message	''	en	en	univ	G_N	PSP
''	in	other	univ	en	en	PSP	G_X
other	''	''	en	univ	univ	G_X	G_J
''	other	0	univ	en	univ	G_J	G_X
0	''	dont	univ	univ	en	G_X	G_X
dont	0	check	en	univ	en	G_X	G_V
check	dont	message	en	en	en	G_V	G_V
message	check	in	en	en	en	G_V	G_N
in	message	''	en	en	univ	G_N	PSP
''	in	inbox	univ	en	en	PSP	G_X
inbox	''	''	en	univ	univ	G_X	G_N
''	inbox	,	univ	en	univ	G_N	G_X
,	''	check	univ	univ	en	G_X	G_X
check	,	message	en	univ	en	G_X	G_V
message	check	only	en	en	en	G_V	G_N
only	message	in	en	en	en	G_N	G_R
in	only	''	en	en	univ	G_R	PSP
''	in	other	univ	en	en	PSP	G_X
other	''	''	en	univ	univ	G_X	G_J
''	other	0	univ	en	univ	G_J	G_X
0	''	'	univ	univ	univ	G_X	G_X
'	0	other	univ	univ	en	G_X	G_X
other	'	'	en	univ	univ	G_X	G_J
'	other	folder	univ	en	en	G_J	G_X
folder	'	is	en	univ	en	G_X	G_N
is	folder	next	en	en	en	G_N	G_V
next	is	to	en	en	en	G_V	G_R
to	next	''	en	en	univ	G_R	G_PRT
''	to	inbox	univ	en	en	G_PRT	G_X
inbox	''	''	en	univ	univ	G_X	G_N
''	inbox	folder	univ	en	en	G_N	G_X
folder	''	....	en	univ	univ	G_X	G_N
....	folder	####	univ	en	####	G_N	G_X
####	....	#340	####	univ	univ	G_X	####
#340	####	:	univ	####	univ	####	#
:	#340	It	univ	univ	en	#	G_X
It	:	has	en	univ	en	G_X	G_PRP
has	It	been	en	en	en	G_PRP	G_V
been	has	10	en	en	univ	G_V	G_V
10	been	years	univ	en	en	G_V	$
years	10	since	en	univ	en	$	G_N
since	years	I	en	en	en	G_N	PSP
I	since	graduated	en	en	en	PSP	G_PRP
graduated	I	0	en	en	univ	G_PRP	G_V
0	graduated	I've	univ	en	en	G_V	G_X
I've	0	been	en	univ	en	G_X	G_N
been	I've	in	en	en	en	G_N	G_V
in	been	a	en	en	en	G_V	PSP
a	in	serious	en	en	en	PSP	DT
serious	a	relationship	en	en	en	DT	G_J
relationship	serious	since	en	en	en	G_J	G_N
since	relationship	then	en	en	en	G_N	PSP
then	since	,	en	en	univ	PSP	G_R
,	then	and	univ	en	en	G_R	G_X
and	,	I'm	en	univ	en	G_X	CC
I'm	and	going	en	en	en	CC	G_N
going	I'm	to	en	en	en	G_N	G_V
to	going	marry	en	en	en	G_V	G_PRT
marry	to	someone	en	en	en	G_PRT	G_V
someone	marry	soon	en	en	en	G_V	G_N
soon	someone	0	en	en	univ	G_N	G_R
0	soon	But	univ	en	en	G_R	G_X
But	0	my	en	univ	en	G_X	CC
my	But	best	en	en	en	CC	DT
best	my	experiences	en	en	en	DT	G_J
experiences	best	with	en	en	en	G_J	G_N
with	experiences	the	en	en	en	G_N	PSP
the	with	fairer	en	en	en	PSP	DT
fairer	the	sex	en	en	en	DT	G_J
sex	fairer	,	en	en	univ	G_J	G_N
,	sex	have	univ	en	en	G_N	G_X
have	,	been	en	univ	en	G_X	G_V
been	have	on	en	en	en	G_V	G_V
on	been	the	en	en	en	G_V	PSP
the	on	Vihar	en	en	ne	PSP	DT
Vihar	the	lake	ne	en	ne	DT	G_N
lake	Vihar	on	ne	ne	en	G_N	G_N
on	lake	one	en	ne	en	G_N	PSP
one	on	of	en	en	en	PSP	G_SYM
of	one	the	en	en	en	G_SYM	PSP
the	of	MoodI	en	en	ne	PSP	DT
MoodI	the	evenings	ne	en	en	DT	G_J
evenings	MoodI	0	en	ne	univ	G_J	G_N
0	evenings	Even	univ	en	en	G_N	G_X
Even	0	the	en	univ	en	G_X	G_R
the	Even	lust	en	en	en	G_R	DT
lust	the	was	en	en	en	DT	G_N
was	lust	innocent	en	en	en	G_N	G_V
innocent	was	then	en	en	en	G_V	G_J
then	innocent	,	en	en	univ	G_J	G_R
,	then	even	univ	en	en	G_R	G_X
even	,	the	en	univ	en	G_X	G_R
the	even	innocence	en	en	en	G_R	DT
innocence	the	is	en	en	en	DT	G_N
is	innocence	not	en	en	en	G_N	G_V
not	is	genuine	en	en	en	G_V	G_PRT
genuine	not	now	en	en	en	G_PRT	G_J
now	genuine	0	en	en	univ	G_J	G_R
0	now	Those	univ	en	en	G_R	G_X
Those	0	who	en	univ	en	G_X	G_PRP
who	Those	are	en	en	hi	G_PRP	G_PRP
are	who	still	hi	en	en	G_PRP	PSP
still	are	on	en	hi	en	PSP	G_R
on	still	the	en	en	en	G_R	PSP
the	on	campus	en	en	en	PSP	DT
campus	the	,	en	en	univ	DT	G_N
,	campus	enjoy	univ	en	en	G_N	G_X
enjoy	,	it	en	univ	en	G_X	G_V
it	enjoy	too	en	en	en	G_V	G_PRP
too	it	the	en	en	en	G_PRP	G_R
the	too	fullest	en	en	en	G_R	DT
fullest	the	!	en	en	univ	DT	G_N
!	fullest	####	univ	en	####	G_N	G_X
####	!	#339	####	univ	univ	G_X	####
#339	####	:	univ	####	univ	####	#
:	#339	[\\m/]	univ	univ	univ	#	G_X
[\\m/]	:	Just	univ	univ	en	G_X	E
Just	[\\m/]	came	en	univ	en	E	G_R
came	Just	back	en	en	en	G_R	G_V
back	came	from	en	en	en	G_V	G_N
from	back	foreign	en	en	en	G_N	PSP
foreign	from	internship	en	en	en	PSP	G_J
internship	foreign	0	en	en	univ	G_J	G_N
0	internship	It's	univ	en	en	G_N	G_X
It's	0	a	en	univ	en	G_X	G_N
a	It's	drastic	en	en	en	G_N	DT
drastic	a	step	en	en	en	DT	G_J
step	drastic	down	en	en	en	G_J	G_N
down	step	in	en	en	en	G_N	G_R
in	down	hot	en	en	en	G_R	PSP
hot	in	(?)	en	en	univ	PSP	G_J
(?)	hot	&	univ	en	en	G_J	G_X
&	(?)	willing	en	univ	en	G_X	CC
willing	&	chicks	en	en	en	CC	G_J
chicks	willing	0	en	en	univ	G_J	G_N
0	chicks	Just	univ	en	en	G_N	G_X
Just	0	thinking	en	univ	en	G_X	G_R
thinking	Just	about	en	en	en	G_R	G_V
about	thinking	the	en	en	en	G_V	PSP
the	about	sexual	en	en	en	PSP	DT
sexual	the	tradeoffs	en	en	en	DT	G_J
tradeoffs	sexual	I'm	en	en	en	G_J	G_N
I'm	tradeoffs	paying	en	en	en	G_N	G_N
paying	I'm	for	en	en	en	G_N	G_V
for	paying	the	en	en	en	G_V	PSP
the	for	IIT	en	en	en	PSP	DT
IIT	the	tag	en	en	en	DT	G_N
tag	IIT	0	en	en	univ	G_N	G_N
0	tag	####	univ	en	####	G_N	G_X
####	0	iit	####	univ	acro	G_X	####
iit	####	delhi	acro	####	hi	####	G_N
delhi	iit	fresher	hi	acro	en	G_N	G_N
fresher	delhi	2013	en	hi	univ	G_N	G_N
2013	fresher	boys	univ	en	en	G_N	$
boys	2013	,,,,	en	univ	univ	$	G_N
,,,,	boys	iim	univ	en	acro	G_N	G_X
iim	,,,,	kozhikode	acro	univ	ne	G_X	G_N
kozhikode	iim	and	ne	acro	en	G_N	G_N
and	kozhikode	iim	en	ne	acro	G_N	CC
iim	and	ahmedabad	acro	en	ne	CC	G_N
ahmedabad	iim	mba	ne	acro	acro	G_N	G_N
mba	ahmedabad	1st	acro	ne	en	G_N	G_N
1st	mba	year	en	acro	en	G_N	G_SYM
year	1st	boys	en	en	en	G_SYM	G_N
boys	year	,,,	en	en	univ	G_N	G_N
,,,	boys	iiml	univ	en	acro	G_N	G_X
iiml	,,,	2013	acro	univ	univ	G_X	G_N
2013	iiml	class	univ	acro	en	G_N	$
class	2013	boys	en	univ	en	$	G_N
boys	class	,,,	en	en	univ	G_N	G_N
,,,	boys	iimb	univ	en	acro	G_N	G_X
iimb	,,,	pgp	acro	univ	acro	G_X	G_N
pgp	iimb	2013-15	acro	acro	univ	G_N	G_N
2013-15	pgp	boys	univ	acro	en	G_N	$
boys	2013-15	check	en	univ	en	$	G_N
check	boys	ur	en	en	en	G_N	G_V
ur	check	message	en	en	en	G_V	G_PRP
message	ur	in	en	en	en	G_PRP	G_N
in	message	''	en	en	univ	G_N	PSP
''	in	other	univ	en	en	PSP	G_X
other	''	''	en	univ	univ	G_X	G_J
''	other	0	univ	en	univ	G_J	G_X
0	''	dont	univ	univ	en	G_X	G_X
dont	0	check	en	univ	en	G_X	G_V
check	dont	message	en	en	en	G_V	G_V
message	check	in	en	en	en	G_V	G_N
in	message	''	en	en	univ	G_N	PSP
''	in	inbox	univ	en	en	PSP	G_X
inbox	''	''	en	univ	univ	G_X	G_N
''	inbox	,	univ	en	univ	G_N	G_X
,	''	check	univ	univ	en	G_X	G_X
check	,	message	en	univ	en	G_X	G_V
message	check	only	en	en	en	G_V	G_N
only	message	in	en	en	en	G_N	G_R
in	only	''	en	en	univ	G_R	PSP
''	in	other	univ	en	en	PSP	G_X
other	''	''	en	univ	univ	G_X	G_J
''	other	0	univ	en	univ	G_J	G_X
0	''	'	univ	univ	univ	G_X	G_X
'	0	other	univ	univ	en	G_X	G_X
other	'	'	en	univ	univ	G_X	G_J
'	other	folder	univ	en	en	G_J	G_X
folder	'	is	en	univ	en	G_X	G_N
is	folder	next	en	en	en	G_N	G_V
next	is	to	en	en	en	G_V	G_R
to	next	''	en	en	univ	G_R	G_PRT
''	to	inbox	univ	en	en	G_PRT	G_X
inbox	''	''	en	univ	univ	G_X	G_N
''	inbox	folder	univ	en	en	G_N	G_X
folder	''	....	en	univ	univ	G_X	G_N
....	folder	####	univ	en	####	G_N	G_X
####	....	#338	####	univ	univ	G_X	####
#338	####	:	univ	####	univ	####	#
:	#338	Why	univ	univ	en	#	G_X
Why	:	are	en	univ	hi	G_X	G_R
are	Why	the	hi	en	en	G_R	PSP
the	are	admins	en	hi	en	PSP	DT
admins	the	sleeping	en	en	en	DT	G_N
sleeping	admins	?	en	en	univ	G_N	G_V
?	sleeping	####	univ	en	####	G_V	G_X
####	?	truth	####	univ	en	G_X	####
truth	####	be	en	####	en	####	G_N
be	truth	told	en	en	en	G_N	G_V
told	be	,	en	en	univ	G_V	G_V
,	told	we	univ	en	en	G_V	G_X
we	,	are	en	univ	hi	G_X	G_PRP
are	we	getting	hi	en	en	G_PRP	PSP
getting	are	very	en	hi	en	PSP	G_V
very	getting	boring	en	en	en	G_V	G_R
boring	very	confessions	en	en	en	G_R	G_J
confessions	boring	,	en	en	univ	G_J	G_N
,	confessions	no	univ	en	en	G_N	G_X
no	,	real	en	univ	en	G_X	G_PRT
real	no	escapades	en	en	en	G_PRT	G_J
escapades	real	or	en	en	en	G_J	G_N
or	escapades	daring	en	en	en	G_N	CC
daring	or	stories	en	en	en	CC	G_J
stories	daring	...	en	en	univ	G_J	G_N
...	stories	####	univ	en	####	G_N	G_X
####	...	I'm	####	univ	en	G_X	####
I'm	####	quite	en	####	en	####	G_N
quite	I'm	awake	en	en	en	G_N	G_R
awake	quite	,	en	en	univ	G_R	G_V
,	awake	really	univ	en	en	G_V	G_X
really	,	...	en	univ	univ	G_X	G_R
...	really	it's	univ	en	en	G_R	G_X
it's	...	you	en	univ	en	G_X	G_N
you	it's	people	en	en	en	G_N	G_PRP
people	you	who	en	en	en	G_PRP	G_N
who	people	are	en	en	hi	G_N	G_PRP
are	who	sleeping	hi	en	en	G_PRP	PSP
sleeping	are	...	en	hi	univ	PSP	G_V
...	sleeping	####	univ	en	####	G_V	G_X
####	...	why	####	univ	en	G_X	####
why	####	u	en	####	en	####	G_R
u	why	no	en	en	en	G_R	G_PRP
no	u	entertain	en	en	en	G_PRP	G_PRT
entertain	no	now	en	en	en	G_PRT	G_V
now	entertain	???	en	en	univ	G_V	G_R
???	now	####	univ	en	####	G_R	G_X
####	???	I	####	univ	en	G_X	####
I	####	bet	en	####	en	####	G_PRP
bet	I	ur	en	en	en	G_PRP	G_V
ur	bet	uncle	en	en	en	G_V	G_PRP
uncle	ur	appreciated	en	en	en	G_PRP	G_N
appreciated	uncle	your	en	en	en	G_N	G_V
your	appreciated	collection	en	en	en	G_V	DT
collection	your	0	en	en	univ	DT	G_N
0	collection	0	univ	en	univ	G_N	G_X
0	0	Uncles	univ	univ	hi	G_X	G_X
Uncles	0	are	hi	univ	hi	G_X	G_N
are	Uncles	human	hi	hi	en	G_N	PSP
human	are	too	en	hi	en	PSP	G_N
too	human	!	en	en	univ	G_N	G_R
!	too	####	univ	en	####	G_R	G_X
####	!	You	####	univ	en	G_X	####
You	####	should	en	####	en	####	G_PRP
should	You	have	en	en	en	G_PRP	G_V
have	should	taken	en	en	en	G_V	G_V
taken	have	a	en	en	en	G_V	G_V
a	taken	naked	en	en	en	G_V	DT
naked	a	or	en	en	en	DT	G_J
or	naked	half	en	en	en	G_J	CC
half	or	naked	en	en	en	CC	G_N
naked	half	pic	en	en	en	G_N	G_J
pic	naked	of	en	en	en	G_J	G_N
of	pic	him	en	en	en	G_N	PSP
him	of	and	en	en	en	PSP	G_PRP
and	him	share	en	en	en	G_PRP	CC
share	and	it	en	en	en	CC	G_V
it	share	on	en	en	en	G_V	G_PRP
on	it	his	en	en	en	G_PRP	PSP
his	on	fb	en	en	acro	PSP	G_PRP
fb	his	wall	acro	en	en	G_PRP	G_N
wall	fb	0	en	acro	univ	G_N	G_N
0	wall	:)	univ	en	univ	G_N	G_X
:)	0	####	univ	univ	####	G_X	E
####	:)	#337	####	univ	univ	E	####
#337	####	:	univ	####	univ	####	#
:	#337	In	univ	univ	en	#	G_X
In	:	my	en	univ	en	G_X	PSP
my	In	freshie	en	en	en	PSP	DT
freshie	my	year	en	en	en	DT	G_J
year	freshie	,	en	en	univ	G_J	G_N
,	year	I	univ	en	en	G_N	G_X
I	,	had	en	univ	en	G_X	G_PRP
had	I	to	en	en	en	G_PRP	G_V
to	had	get	en	en	en	G_V	G_PRT
get	to	back	en	en	en	G_PRT	G_V
back	get	at	en	en	en	G_V	G_N
at	back	a	en	en	en	G_N	PSP
a	at	chootiya	en	en	hi	PSP	DT
chootiya	a	prof	hi	en	en	DT	G_J
prof	chootiya	in	en	hi	en	G_J	G_N
in	prof	chem	en	en	en	G_N	PSP
chem	in	lab	en	en	en	PSP	G_N
lab	chem	0	en	en	univ	G_N	G_N
0	lab	I	univ	en	en	G_N	G_X
I	0	peed	en	univ	en	G_X	G_PRP
peed	I	into	en	en	en	G_PRP	G_V
into	peed	a	en	en	en	G_V	PSP
a	into	Bisleri	en	en	ne	PSP	DT
Bisleri	a	bottle	ne	en	en	DT	G_N
bottle	Bisleri	and	en	ne	en	G_N	G_N
and	bottle	sneaked	en	en	en	G_N	CC
sneaked	and	it	en	en	en	CC	G_V
it	sneaked	into	en	en	en	G_V	G_PRP
into	it	the	en	en	en	G_PRP	PSP
the	into	lab	en	en	en	PSP	DT
lab	the	0	en	en	univ	DT	G_N
0	lab	At	univ	en	en	G_N	G_X
At	0	an	en	univ	en	G_X	PSP
an	At	opportune	en	en	en	PSP	DT
opportune	an	moment	en	en	en	DT	G_J
moment	opportune	,	en	en	univ	G_J	G_N
,	moment	I	univ	en	en	G_N	G_X
I	,	emptied	en	univ	en	G_X	G_PRP
emptied	I	it	en	en	en	G_PRP	G_V
it	emptied	into	en	en	en	G_V	G_PRP
into	it	a	en	en	en	G_PRP	PSP
a	into	conical	en	en	en	PSP	DT
conical	a	flask	en	en	hi	DT	G_J
flask	conical	and	hi	en	en	G_J	G_N
and	flask	a	en	hi	en	G_N	CC
a	and	beaker	en	en	hi	CC	DT
beaker	a	and	hi	en	en	DT	G_N
and	beaker	kept	en	hi	en	G_N	CC
kept	and	them	en	en	en	CC	G_V
them	kept	in	en	en	en	G_V	G_PRP
in	them	2	en	en	univ	G_PRP	PSP
2	in	corners	univ	en	en	PSP	$
corners	2	of	en	univ	en	$	G_N
of	corners	the	en	en	en	G_N	PSP
the	of	lab	en	en	en	PSP	DT
lab	the	0	en	en	univ	DT	G_N
0	lab	The	univ	en	en	G_N	G_X
The	0	Bisleri	en	univ	ne	G_X	DT
Bisleri	The	bottle	ne	en	en	DT	G_N
bottle	Bisleri	was	en	ne	en	G_N	G_N
was	bottle	left	en	en	en	G_N	G_V
left	was	on	en	en	en	G_V	G_V
on	left	the	en	en	en	G_V	PSP
the	on	prof's	en	en	en	PSP	DT
prof's	the	desk	en	en	en	DT	G_N
desk	prof's	0	en	en	univ	G_N	G_N
0	desk	Nobody	univ	en	en	G_N	G_X
Nobody	0	has	en	univ	en	G_X	G_N
has	Nobody	a	en	en	en	G_N	G_V
a	has	clue	en	en	en	G_V	DT
clue	a	what	en	en	en	DT	G_N
what	clue	happened	en	en	en	G_N	G_PRP
happened	what	next	en	en	en	G_PRP	G_V
next	happened	!	en	en	univ	G_V	G_R
!	next	####	univ	en	####	G_R	G_X
####	!	so	####	univ	en	G_X	####
so	####	wot	en	####	en	####	G_R
wot	so	was	en	en	en	G_R	G_PRP
was	wot	supposed	en	en	en	G_PRP	G_V
supposed	was	to	en	en	en	G_V	G_J
to	supposed	happen	en	en	en	G_J	G_PRT
happen	to	next	en	en	en	G_PRT	G_V
next	happen	??.	en	en	univ	G_V	G_R
??.	next	U	univ	en	en	G_R	G_X
U	??.	make	en	univ	en	G_X	G_PRP
make	U	it	en	en	en	G_PRP	G_V
it	make	sound	en	en	en	G_V	G_PRP
sound	it	like	en	en	en	G_PRP	G_V
like	sound	U	en	en	en	G_V	G_R
U	like	planted	en	en	en	G_R	G_PRP
planted	U	RDX	en	en	acro	G_PRP	G_V
RDX	planted	in	acro	en	en	G_V	G_N
in	RDX	the	en	acro	en	G_N	PSP
the	in	lab	en	en	en	PSP	DT
lab	the	or	en	en	en	DT	G_N
or	lab	something	en	en	en	G_N	CC
something	or	!!!	en	en	univ	CC	G_N
!!!	something	I	univ	en	en	G_N	G_X
I	!!!	dont	en	univ	en	G_X	G_PRP
dont	I	get	en	en	en	G_PRP	G_V
get	dont	U	en	en	en	G_V	G_V
U	get	,	en	en	univ	G_V	G_PRP
,	U	man	univ	en	en	G_PRP	G_X
man	,	!	en	univ	univ	G_X	G_N
!	man	####	univ	en	####	G_N	G_X
####	!	#336	####	univ	univ	G_X	####
#336	####	:	univ	####	univ	####	#
:	#336	I	univ	univ	en	#	G_X
I	:	am	en	univ	en	G_X	G_PRP
am	I	a	en	en	en	G_PRP	G_V
a	am	girl	en	en	en	G_V	DT
girl	a	in	en	en	en	DT	G_N
in	girl	MSc	en	en	acro	G_N	PSP
MSc	in	Chem	acro	en	en	PSP	G_N
Chem	MSc	0	en	acro	univ	G_N	G_N
0	Chem	My	univ	en	en	G_N	G_X
My	0	roomie	en	univ	en	G_X	DT
roomie	My	is	en	en	en	DT	G_N
is	roomie	a	en	en	en	G_N	G_V
a	is	thirdie	en	en	en	G_V	DT
thirdie	a	who	en	en	en	DT	G_J
who	thirdie	sleeps	en	en	en	G_J	G_PRP
sleeps	who	naked	en	en	en	G_PRP	G_V
naked	sleeps	in	en	en	en	G_V	G_J
in	naked	the	en	en	en	G_J	PSP
the	in	night	en	en	en	PSP	DT
night	the	with	en	en	en	DT	G_N
with	night	her	en	en	en	G_N	PSP
her	with	hand	en	en	en	PSP	G_PRP
hand	her	in	en	en	en	G_PRP	G_N
in	hand	her	en	en	en	G_N	PSP
her	in	xxxx	en	en	acro	PSP	G_PRP
xxxx	her	(	acro	en	univ	G_PRP	G_X
(	xxxx	use	univ	acro	en	G_X	G_X
use	(	your	en	univ	en	G_X	G_V
your	use	imagination	en	en	en	G_V	DT
imagination	your	)	en	en	univ	DT	G_N
)	imagination	0	univ	en	univ	G_N	G_X
0	)	####	univ	univ	####	G_X	G_X
####	0	I	####	univ	en	G_X	####
I	####	think	en	####	en	####	G_PRP
think	I	your	en	en	en	G_PRP	G_V
your	think	roomie	en	en	en	G_V	DT
roomie	your	is	en	en	en	DT	G_N
is	roomie	trying	en	en	en	G_N	G_V
trying	is	to	en	en	en	G_V	G_V
to	trying	tell	en	en	en	G_V	G_PRT
tell	to	you	en	en	en	G_PRT	G_V
you	tell	something	en	en	en	G_V	G_PRP
something	you	...	en	en	univ	G_PRP	G_N
...	something	but	univ	en	en	G_N	G_X
but	...	u	en	univ	en	G_X	CC
u	but	r	en	en	en	CC	G_PRP
r	u	not	en	en	en	G_PRP	G_V
not	r	taking	en	en	en	G_V	G_PRT
taking	not	the	en	en	en	G_PRT	G_V
the	taking	hint	en	en	en	G_V	DT
hint	the	!	en	en	univ	DT	G_N
!	hint	####	univ	en	####	G_N	G_X
####	!	iit	####	univ	acro	G_X	####
iit	####	delhi	acro	####	hi	####	G_N
delhi	iit	fresher	hi	acro	en	G_N	G_N
fresher	delhi	2013	en	hi	univ	G_N	G_N
2013	fresher	boys	univ	en	en	G_N	$
boys	2013	,,,,	en	univ	univ	$	G_N
,,,,	boys	iim	univ	en	acro	G_N	G_X
iim	,,,,	kozhikode	acro	univ	ne	G_X	G_N
kozhikode	iim	and	ne	acro	en	G_N	G_N
and	kozhikode	iim	en	ne	acro	G_N	CC
iim	and	ahmedabad	acro	en	ne	CC	G_N
ahmedabad	iim	mba	ne	acro	acro	G_N	G_N
mba	ahmedabad	1st	acro	ne	en	G_N	G_N
1st	mba	year	en	acro	en	G_N	G_SYM
year	1st	boys	en	en	en	G_SYM	G_N
boys	year	,,,	en	en	univ	G_N	G_N
,,,	boys	iiml	univ	en	acro	G_N	G_X
iiml	,,,	2013	acro	univ	univ	G_X	G_N
2013	iiml	class	univ	acro	en	G_N	$
class	2013	boys	en	univ	en	$	G_N
boys	class	,,,	en	en	univ	G_N	G_N
,,,	boys	iimb	univ	en	acro	G_N	G_X
iimb	,,,	pgp	acro	univ	acro	G_X	G_N
pgp	iimb	2013-15	acro	acro	univ	G_N	G_N
2013-15	pgp	boys	univ	acro	en	G_N	$
boys	2013-15	check	en	univ	en	$	G_N
check	boys	ur	en	en	en	G_N	G_V
ur	check	message	en	en	en	G_V	G_PRP
message	ur	in	en	en	en	G_PRP	G_N
in	message	''	en	en	univ	G_N	PSP
''	in	other	univ	en	en	PSP	G_X
other	''	''	en	univ	univ	G_X	G_J
''	other	0	univ	en	univ	G_J	G_X
0	''	dont	univ	univ	en	G_X	G_X
dont	0	check	en	univ	en	G_X	G_V
check	dont	message	en	en	en	G_V	G_V
message	check	in	en	en	en	G_V	G_N
in	message	''	en	en	univ	G_N	PSP
''	in	inbox	univ	en	en	PSP	G_X
inbox	''	''	en	univ	univ	G_X	G_N
''	inbox	,	univ	en	univ	G_N	G_X
,	''	check	univ	univ	en	G_X	G_X
check	,	message	en	univ	en	G_X	G_V
message	check	only	en	en	en	G_V	G_N
only	message	in	en	en	en	G_N	G_R
in	only	''	en	en	univ	G_R	PSP
''	in	other	univ	en	en	PSP	G_X
other	''	''	en	univ	univ	G_X	G_J
''	other	0	univ	en	univ	G_J	G_X
0	''	'	univ	univ	univ	G_X	G_X
'	0	other	univ	univ	en	G_X	G_X
