index	tag	word	label
5033	G_N	money	en
5034	PSP	for	en
5035	G_N	accommodation	en
5036	G_X	,	univ
5037	G_V	decided	en
5038	G_PRT	to	en
5039	G_V	travel	en
5040	CC	during	en
5041	DT	the	en
5042	G_N	night	en
5043	PSP	by	en
5044	G_N	Eurolines	en
5045	G_N	Bus	en
5046	CC	and	en
5047	G_V	sleep	en
5048	PSP	under	en
5049	DT	the	en
5050	G_N	Eiffel	ne
5051	G_N	Tower	en
5052	G_X	(	univ
5053	G_X	aka	en
5054	G_N	Million	en
5055	G_N	Stars	en
5056	G_N	Hotel	en
5057	G_X	)	univ
5058	E	:)	univ
5059	G_X	.	univ
5060	G_X	.	univ
5061	PSP	On	en
5062	DT	the	en
5063	G_N	way	en
5064	G_PRT	to	en
5065	G_N	Paris	ne
5066	G_X	,	univ
5067	G_PRP	I	en
5068	G_V	couldn't	en
5069	G_V	sleep	en
5070	PSP	because	en
5071	PSP	of	en
5072	G_N	excitement	en
5073	G_X	.	univ
5074	G_PRP	there	en
5075	G_V	was	en
5076	G_PRP	this	en
5077	G_J	German	en
5078	G_N	guy	en
5079	G_PRP	who	en
5080	G_V	was	en
5081	G_V	sitting	en
5082	G_R	right	en
5083	G_R	next	en
5084	G_PRT	to	en
5085	G_PRP	me	en
5086	G_X	.	univ
5087	PSP	So	en
5088	G_PRP	we	en
5089	G_V	took	en
5090	DT	a	en
5091	G_N	blanket	en
5092	CC	and	en
5093	G_V	made	en
5094	G_PRT	out	en
5095	DT	the	en
5096	G_J	whole	en
5097	G_N	night	en
5098	E	:)	univ
5099	G_X	....	univ
5100	#	#315	univ
5101	G_X	:	univ
5102	PSP	While	en
5103	G_PRP	I	en
5104	G_V	was	en
5105	G_R	still	en
5106	PSP	in	en
5107	G_N	IITB	acro
5108	G_X	,	univ
5109	G_PRP	I	en
5110	G_V	was	en
5111	G_V	seeing	en
5112	G_PRP	this	en
5113	G_N	girl	en
5114	CC	and	en
5115	G_J	just	en
5116	G_R	when	en
5117	G_N	everything	en
5118	G_V	was	en
5119	G_V	going	en
5120	G_R	right	en
5121	G_X	,	univ
5122	G_PRP	she	en
5123	G_V	met	en
5124	G_PRP	this	en
5125	G_J	older	en
5126	G_N	dude	en
5127	G_PRP	who	en
5128	G_V	was	en
5129	DT	a	en
5130	G_N	businessman	en
5131	G_X	.	univ
5132	G_PRP	She	en
5133	G_V	dumped	en
5134	G_PRP	me	en
5135	PSP	for	en
5136	G_PRP	him	en
5137	PSP	in	en
5138	DT	an	en
5139	G_N	instant	en
5140	G_X	,	univ
5141	CC	and	en
5142	G_PRP	it	en
5143	G_R	kinda	en
5144	G_V	broke	en
5145	DT	my	en
5146	G_N	heart	en
5147	G_X	.	univ
5148	PSP	After	en
5149	DT	a	en
5150	G_J	few	en
5151	G_N	months	en
5152	G_PRP	I	en
5153	G_V	found	en
5154	G_PRT	out	en
5155	G_PRP	that	en
5156	G_PRP	she	en
5157	G_V	left	en
5158	G_PRP	me	en
5159	PSP	for	en
5160	G_PRP	him	en
5161	G_R	only	en
5162	PSP	because	en
5163	PSP	of	en
5164	G_N	money	en
5165	G_X	.	univ
5166	PSP	So	en
5167	G_PRP	I	en
5168	G_V	hacked	en
5169	PSP	into	en
5170	G_PRP	his	en
5171	G_N	account	en
5172	G_X	,	univ
5173	G_V	sent	en
5174	G_J	fake	en
5175	G_N	emails	en
5176	G_PRT	to	en
5177	DT	a	en
5178	G_N	girl	en
5179	G_PRP	who	en
5180	G_V	was	en
5181	DT	a	en
5182	G_PRT	common	en
5183	G_N	friend	en
5184	PSP	of	en
5185	DT	my	en
5186	G_N	ex	en
5187	G_X	,	univ
5188	G_V	showed	en
5189	DT	my	en
5190	G_N	ex	en
5191	DT	those	en
5192	G_J	fake	en
5193	G_N	emails	en
5194	G_X	,	univ
5195	G_PRP	this	en
5196	G_X	startedhuge	en
5197	G_V	trust	en
5198	G_N	issues	en
5199	CC	and	en
5200	G_V	fights	en
5201	G_J	between	en
5202	DT	the	en
5203	$	two	univ
5204	PSP	of	en
5205	G_PRP	them	en
5206	G_X	...	univ
5207	DT	a	en
5208	G_J	few	en
5209	G_N	months	en
5210	G_R	later	en
5211	G_PRP	she	en
5212	G_V	came	en
5213	G_PRT	to	en
5214	G_PRP	me	en
5215	G_X	,	univ
5216	G_V	broke	en
5217	G_R	down	en
5218	CC	and	en
5219	G_V	apologized	en
5220	G_X	,	univ
5221	G_PRP	we	en
5222	G_V	had	en
5223	G_J	great	en
5224	G_J	make-up	en
5225	G_N	sex	en
5226	CC	and	en
5227	G_R	then	en
5228	G_PRP	I	en
5229	G_V	told	en
5230	G_PRP	her	en
5231	G_PRT	to	en
5232	G_N	f**k	en
5233	G_PRT	off	en
5234	G_X	.	univ
5235	G_N	RESPECT	en
5236	G_X	!	univ
5237	G_R	Great	en
5238	G_X	!!!!	univ
5239	G_N	Hats	en
5240	G_J	Off	en
5241	G_X	!!	univ
5242	G_N	Revnge	en
5243	G_V	takedown	en
5244	E	:D	univ
5245	G_V	rspct	en
5246	G_X	[	univ
5247	G_N	Admin	en
5248	G_V	Note	en
5249	G_X	]	univ
5250	G_PRP	We	en
5251	G_V	have	en
5252	G_V	renamed	en
5253	G_PRP	ourselves	en
5254	G_X	,	univ
5255	PSP	by	en
5256	G_J	popular	en
5257	G_V	demand	en
5258	PSP	from	en
5259	DT	our	en
5260	G_N	readers	en
5261	G_X	!	univ
5262	PSP	So	en
5263	G_PRP	who	en
5264	G_V	likes	en
5265	DT	our	en
5266	G_J	new	en
5267	G_N	name	en
5268	G_X	?	univ
5269	#	#314	univ
5270	G_X	:	univ
5271	G_N	Life	en
5272	G_V	sucks	en
5273	G_X	,	univ
5274	CC	and	en
5275	G_R	then	en
5276	G_PRP	you	en
5277	G_V	hook	en
5278	G_PRT	up	en
5279	PSP	with	en
5280	G_N	someone	en
5281	G_PRP	who	en
5282	G_V	doesn't	en
5283	G_X	...	univ
5284	G_PRT	Well	en
5285	G_X	,	univ
5286	G_PRP	that	en
5287	G_V	sucks	en
5288	G_X	..	univ
5289	DT	A	en
5290	G_N	sucker	en
5291	G_V	is	en
5292	G_V	born	en
5293	G_SYM	every	en
5294	G_N	minute	en
5295	G_X	...	univ
5296	G_PRP	u	en
5297	G_V	aint	en
5298	G_V	looking	en
5299	G_J	hard	en
5300	G_R	enough	en
5301	G_X	!	univ
5302	$	2013	univ
5303	G_N	JEE	acro
5304	G_N	Advanced	hi
5305	G_N	Answer	en
5306	G_N	Key	en
5307	G_V	Published	en
5308	G_X	.	univ
5309	G_X	.	univ
5310	G_V	Read	en
5311	PSP	On	en
5312	G_X	:	univ
5313	U	http://www.collegeaffairs.in/exam-news/2013-jee-advanced-answer-key-published	univ
5314	#	#313	univ
5315	G_X	:	univ
5316	G_PRP	I	en
5317	G_V	got	en
5318	G_V	dumped	en
5319	PSP	after	en
5320	$	6	univ
5321	G_N	years	en
5322	G_X	.	univ
5323	G_V	Feel	en
5324	G_R	like	en
5325	G_PRT	shit	en
5326	G_X	.	univ
5327	G_R	Really	en
5328	PSP	on	en
5329	DT	the	en
5330	G_N	verge	en
5331	PSP	of	en
5332	G_V	being	en
5333	G_J	suicidal	en
5334	G_X	.	univ
5335	G_PRP	Anyone	en
5336	G_V	got	en
5337	DT	any	en
5338	G_N	suggestions	en
5339	G_X	?	univ
5340	G_N	Time	en
5341	G_V	will	en
5342	G_V	heal	en
5343	DT	my	en
5344	G_N	friend	en
5345	G_X	!!	univ
5346	G_V	cheer	en
5347	G_PRT	up	en
5348	G_X	!	univ
5349	G_PRP	Its	en
5350	DT	a	en
5351	G_J	gr8	en
5352	G_N	opportunity	en
5353	G_X	...	univ
5354	G_V	Take	en
5355	DT	a	en
5356	G_N	month(or	en
5357	G_SYM	more	en
5358	G_X	)	univ
5359	G_PRT	off	en
5360	PSP	from	en
5361	G_N	work	en
5362	CC	and	en
5363	G_V	go	en
5364	G_N	sight-seeing	en
5365	G_J	random	en
5366	G_N	places	en
5367	G_X	...	univ
5368	G_R	Not	en
5369	G_J	touristy	en
5370	G_N	destinations	en
5371	G_X	...	univ
5372	CC	But	en
5373	G_J	quaint	en
5374	G_X	,	univ
5375	G_V	tucked	en
5376	G_R	away	en
5377	G_N	patches	en
5378	PSP	of	en
5379	G_N	paradise	en
5380	G_X	!	univ
5381	G_PRP	It'll	en
5382	G_V	make	en
5383	G_PRP	U	en
5384	G_V	realize	en
5385	G_R	how	en
5386	G_J	beautiful	en
5387	DT	the	en
5388	G_N	world	en
5389	G_V	is	en
5390	CC	and	en
5391	G_R	how	en
5392	G_V	Foopid	en
5393	DT	your	en
5394	G_N	ex	en
5395	G_V	is	en
5396	G_X	!	univ
5397	$	6	univ
5398	G_N	Yrs	en
5399	G_N	pehle	hi
5400	G_PRT	b	hi
5401	G_R	nhi	hi
5402	G_V	thi	hi
5403	G_PRP	wo	hi
5404	CC	n	en
5405	G_R	ab	hi
5406	G_PRT	b	hi
5407	G_PRT	ni	hi
5408	PSP	h	hi
5409	G_X	..	univ
5410	G_R	so	en
5411	G_X	wts	en
5412	DT	d	en
5413	G_X	difrnc	en
5414	G_X	..	univ
5415	G_X	.	univ
5416	G_X	.	univ
5417	G_J	chill	en
5418	G_V	kro	hi
5419	G_X	..	univ
5420	E	:)	univ
5421	G_J	chill	en
5422	G_V	maar	hi
5423	G_X	....	univ
5424	G_J	many	en
5425	G_J	awesome	en
5426	G_J	kickass	en
5427	G_N	things	en
5428	G_PRT	to	en
5429	G_V	do	hi
5430	PSP	in	en
5431	G_N	life	en
5432	G_X	...	univ
5433	G_V	involve	en
5434	G_PRP	urself	en
5435	PSP	in	en
5436	G_J	good	en
5437	G_N	activities	en
5438	G_V	talk	en
5439	G_PRT	to	en
5440	DT	your	en
5441	G_N	parents	en
5442	CC	and	en
5443	DT	all	en
5444	DT	those	en
5445	G_PRP	who	en
5446	G_V	love	en
5447	G_PRP	you	en
5448	G_X	.	univ
5449	G_J	better	en
5450	PSP	than	en
5451	G_N	career	en
5452	G_X	!	univ
5453	G_J	chill	en
5454	G_X	....	univ
5455	PSP	at	en
5456	G_N	least	en
5457	G_V	think	en
5458	PSP	of	en
5459	G_N	family	en
5460	G_X	!!!!	univ
5461	G_V	take	en
5462	DT	a	en
5463	G_V	break	en
5464	G_N	form	en
5465	G_N	everything	en
5466	G_X	....	univ
5467	G_V	enjoy	en
5468	G_N	life	en
5469	G_X	..	univ
5470	G_V	do	hi
5471	G_N	things	en
5472	G_PRP	you	en
5473	G_V	were	en
5474	G_V	planing	en
5475	G_PRT	to	en
5476	G_V	do	hi
5477	PSP	from	en
5478	G_J	long	en
5479	G_N	time	en
5480	G_X	....	univ
5481	G_V	talk	en
5482	G_PRT	to	en
5483	DT	your	en
5484	G_N	parents	en
5485	E	.,.,.,	univ
5486	G_V	talk	en
5487	G_PRT	to	en
5488	G_PRP	them	en
5489	PSP	about	en
5490	DT	your	en
5491	G_N	childhood	en
5492	G_X	....	univ
5493	G_R	how	en
5494	G_PRP	they	en
5495	G_V	brought	en
5496	G_PRP	you	en
5497	G_PRT	up	en
5498	G_X	.....	univ
5499	DT	your	en
5500	G_N	parents	en
5501	G_V	love	en
5502	G_V	is	en
5503	G_J	ultimate	en
5504	G_V	love	en
5505	DT	which	en
5506	G_R	never	en
5507	G_V	leaves	en
5508	G_PRP	you	en
5509	G_X	....	univ
5510	G_PRP	they	en
5511	G_V	will	en
5512	G_R	always	en
5513	G_V	love	en
5514	G_PRP	you	en
5515	G_X	.,.,	univ
5516	PSP	with	en
5517	G_PRT	no	en
5518	G_N	demands	hi
5519	G_X	....	univ
5520	G_X	.	univ
5521	DT	your	en
5522	G_N	life	en
5523	G_V	is	en
5524	G_PRT	not	en
5525	G_R	only	en
5526	G_PRP	your's	en
5527	DT	your	en
5528	G_N	parents	en
5529	G_V	have	en
5530	G_R	right	en
5531	PSP	over	en
5532	G_PRP	it	en
5533	G_X	..	univ
5534	G_PRP	they	en
5535	G_V	brought	en
5536	G_PRP	you	en
5537	PSP	in	en
5538	G_PRP	this	en
5539	G_N	world	en
5540	G_X	...	univ
5541	G_V	think	en
5542	PSP	about	en
5543	G_PRP	what	en
5544	G_V	will	en
5545	G_V	happen	en
5546	G_R	when	en
5547	G_PRP	they	en
5548	G_V	will	en
5549	G_V	know	en
5550	G_PRP	there	en
5551	G_N	son	en
5552	G_V	don't	en
5553	G_V	want	en
5554	G_PRT	to	en
5555	G_V	live	en
5556	G_X	......	univ
5557	G_X	.	univ
5558	G_V	live	en
5559	G_V	is	en
5560	G_N	precious	en
5561	G_N	buddy	en
5562	G_X	...	univ
5563	G_PRP	you	en
5564	G_V	don't	en
5565	G_V	know	en
5566	G_PRP	what	en
5567	G_PRP	you	en
5568	G_V	will	en
5569	G_V	get	en
5570	G_R	next	en
5571	PSP	till	en
5572	G_PRP	you	en
5573	G_V	live	en
5574	G_PRP	it	en
5575	G_X	.	univ
5576	G_N	Daaru	hi
5577	G_V	pi	hi
5578	G_X	...	univ
5579	PSP	while	en
5580	G_V	listening	en
5581	G_PRT	to	en
5582	G_J	vintage	en
5583	G_J	melancholic	en
5584	G_J	soulful	en
5585	G_N	songs	en
5586	G_X	...	univ
5587	G_N	process	en
5588	DT	your	en
5589	G_N	grief	en
5590	G_X	...	univ
5591	G_V	dont	en
5592	G_V	deny	en
5593	G_PRP	it	en
5594	CC	or	en
5595	G_V	try	en
5596	G_PRT	to	en
5597	G_V	bury	en
5598	G_PRP	it	en
5599	PSP	under	en
5600	G_J	forced	en
5601	G_N	happiness	en
5602	G_X	..	univ
5603	G_V	Process	en
5604	G_PRP	it	en
5605	G_R	completely	en
5606	G_PRT	to	en
5607	G_V	attain	en
5608	G_N	closure	en
5609	G_X	...	univ
5610	G_R	then	en
5611	G_PRP	u	en
5612	G_V	wont	en
5613	G_V	HAVE	en
5614	G_PRT	to	en
5615	G_V	move	en
5616	PSP	on	en
5617	G_X	...	univ
5618	G_PRP	u	en
5619	G_R	automatically	en
5620	G_V	WILL	en
5621	G_X	.	univ
5622	G_V	Try	en
5623	G_PRP	this	en
5624	G_X	:	univ
5625	U	https://www.facebook.com/photo.php?fbid=509946682388098&set=a.486441174738649.1073741828.485160151533418&type=1&theater	univ
5626	G_PRP	none	en
5627	G_N	worth	en
5628	G_PRP	you	en
5629	CC	and	en
5630	DT	your	en
5631	G_N	suicide	en
5632	G_SYM	more	en
5633	PSP	than	en
5634	DT	your	en
5635	G_N	parents	en
5636	G_X	.	univ
5637	G_V	go	en
5638	G_R	ahead	en
5639	E	:P	univ
5640	#	#312	univ
5641	G_X	:	univ
5642	G_J	Unlike	en
5643	G_N	guys	en
5644	G_PRP	who	en
5645	G_V	can	en
5646	G_R	only	en
5647	G_V	get	en
5648	G_PRP	it	en
5649	G_PRT	off	en
5650	G_SYM	one	en
5651	G_N	way	en
5652	G_X	,	univ
5653	G_PRP	we	en
5654	G_N	girls	en
5655	G_V	can	en
5656	G_V	get	en
5657	G_PRT	off	en
5658	PSP	in	en
5659	G_J	different	en
5660	G_N	ways	en
5661	G_X	...	univ
5662	G_PRP	we	en
5663	G_J	just	en
5664	G_N	need	en
5665	DT	a	en
5666	CC	bit	en
5667	PSP	of	en
5668	G_X	friction	en
5669	CC	and	en
5670	G_J	rock	en
5671	G_N	back	en
5672	CC	and	en
5673	G_R	forth	en
5674	G_X	.	univ
5675	G_R	Sadly	en
5676	G_PRP	there	en
5677	PSP	are	hi
5678	G_PRT	no	en
5679	G_N	handshowers	en
5680	PSP	in	en
5681	DT	the	en
5682	G_N	hostels	en
5683	G_R	here	en
5684	G_X	(	univ
5685	G_PRT	D-uh	univ
5686	G_PRP	whoever	en
5687	G_V	designed	en
5688	DT	the	en
5689	G_J	girl's	en
5690	G_N	toilet	en
5691	G_V	block	en
5692	G_X	)	univ
5693	CC	but	en
5694	G_N	it's	en
5695	G_J	easy	en
5696	G_PRT	to	en
5697	G_J	rock	en
5698	G_N	back	en
5699	CC	and	en
5700	G_R	forth	en
5701	PSP	in	en
5702	DT	the	en
5703	G_N	liby	en
5704	G_X	...	univ
5705	G_PRP	I	en
5706	G_V	did	en
5707	G_PRP	that	en
5708	G_R	once	en
5709	PSP	while	en
5710	G_V	mugging	en
5711	PSP	with	en
5712	DT	a	en
5713	G_N	classmate	en
5714	G_X	.	univ
5715	G_V	He	hi
5716	G_V	had	en
5717	DT	NO	en
5718	G_N	idea	en
5719	G_X	...	univ
5720	G_J	Gosh	en
5721	G_X	!	univ
5722	PSP	So	en
5723	G_N	that's	en
5724	G_PRP	wot	en
5725	G_PRP	it	en
5726	G_V	is	en
5727	G_X	...	univ
5728	PSP	With	en
5729	DT	all	en
5730	DT	those	en
5731	G_J	old	en
5732	G_N	ladies	en
5733	PSP	in	en
5734	G_N	rocking-chairs	en
5735	G_X	!!!	univ
5736	G_R	ironically	en
5737	G_PRP	it	en
5738	G_V	helps	en
5739	G_X	!	univ
5740	#	#311	univ
5741	G_X	:	univ
5742	G_PRP	I	en
5743	G_V	hate	en
5744	DT	all	en
5745	G_PRP	these	en
5746	G_N	morons	en
5747	G_PRP	who	en
5748	G_V	comment	en
5749	PSP	on	en
5750	G_N	confessions	en
5751	G_R	like	en
5752	G_PRP	they	en
5753	G_V	understand	en
5754	G_N	what's	en
5755	G_V	going	en
5756	PSP	on	en
5757	CC	despite	en
5758	G_PRT	not	en
5759	G_V	being	en
5760	PSP	from	en
5761	G_N	IITB	acro
5762	G_X	.	univ
5763	CC	and	en
5764	G_R	yet	en
5765	G_X	,	univ
5766	G_PRP	you	en
5767	G_V	don't	en
5768	G_N	mind	en
5769	G_R	when	en
5770	G_PRP	they	en
5771	G_R	like	en
5772	DT	your	en
5773	G_N	confession	en
5774	G_X	?	univ
5775	G_V	do	hi
5776	G_PRP	you	en
5777	G_X	?	univ
5778	E	:p	univ
5779	#	#310	univ
5780	G_X	:	univ
5781	G_PRP	I	en
5782	G_R	recently	en
5783	G_V	got	en
5784	G_V	dumped	en
5785	PSP	by	en
5786	DT	my	en
5787	G_N	ex	en
5788	PSP	because	en
5789	G_PRP	she	en
5790	G_V	says	en
5791	G_PRP	I	en
5792	G_V	am	en
5793	G_J	boring	en
5794	G_X	,	univ
5795	G_PRP	I	en
5796	G_V	don't	en
5797	G_N	dance	en
5798	G_X	,	univ
5799	G_PRP	I	en
5800	G_V	can't	en
5801	G_V	act	en
5802	G_X	,	univ
5803	G_PRP	I	en
5804	G_V	can't	en
5805	G_V	sing	en
5806	CC	and	en
5807	G_PRP	I	en
5808	G_V	don't	en
5809	G_V	go	en
5810	G_PRT	to	en
5811	G_N	discs	en
5812	CC	and	en
5813	G_N	pubs	en
5814	G_X	.	univ
5815	G_PRP	Is	hi
5816	G_PRP	it	en
5817	G_J	wrong	en
5818	G_PRT	to	en
5819	G_V	be	en
5820	DT	a	en
5821	G_J	simple	en
5822	G_N	guy	en
5823	G_X	??	univ
5824	G_PRP	You	en
5825	G_V	were	en
5826	G_PRP	her	en
5827	G_N	boyfriend	en
5828	G_X	...	univ
5829	G_PRT	not	en
5830	DT	some	en
5831	G_N	participant	en
5832	PSP	in	en
5833	DT	a	en
5834	G_N	talent	en
5835	G_N	hunt	en
5836	G_X	!	univ
5837	G_V	Move	en
5838	PSP	on	en
5839	G_N	buddy	en
5840	G_X	....	univ
5841	G_PRP	she	en
5842	G_V	is	en
5843	G_PRT	not	en
5844	G_N	worth	en
5845	G_PRP	it	en
5846	G_X	!	univ
5847	G_R	Actually	en
5848	DT	all	en
5849	DT	those	en
5850	G_V	r	en
5851	G_PRP	mere	hi
5852	G_N	excuses	en
5853	G_X	...	univ
5854	G_J	No	en
5855	G_SYM	one	en
5856	G_V	dumps	en
5857	G_N	anyone	en
5858	PSP	unless	en
5859	G_PRP	they've	en
5860	G_R	already	en
5861	G_V	found	en
5862	G_N	someone	en
5863	G_J	better	en
5864	G_X	.	univ
5865	G_PRP	She's	en
5866	G_J	just	en
5867	G_V	trying	en
5868	G_PRT	to	en
5869	G_V	hide	en
5870	DT	the	en
5871	G_N	fact	en
5872	G_PRP	that	en
5873	G_PRP	she	en
5874	G_V	was	en
5875	G_J	double-timing	en
5876	PSP	on	en
5877	G_PRP	U	en
5878	G_X	..	univ
5879	G_V	Samjhaa	hi
5880	G_N	bitwaa	hi
5881	G_X	?	univ
5882	G_PRP	Doosri	hi
5883	G_V	pakad	hi
5884	G_V	ley	hi
5885	G_X	..	univ
5886	G_R	exactly	en
5887	G_X	...	univ
5888	G_PRP	she	en
5889	G_N	need	en
5890	DT	a	en
5891	G_N	person	en
5892	G_PRP	who	en
5893	G_V	can	en
5894	G_V	be	en
5895	G_V	gossiped	en
5896	PSP	upon	en
5897	CC	and	en
5898	G_V	flattered	en
5899	PSP	about	en
5900	PSP	while	en
5901	G_V	being	en
5902	DT	an	en
5903	G_N	eye-catcher	en
5904	PSP	of	en
5905	DT	all	en
5906	G_X	..	univ
5907	G_R	so	en
5908	DT	the	en
5909	G_N	conclusion	en
5910	G_V	is	en
5911	DT	the	en
5912	PSP	above	en
5913	$	two	univ
5914	G_N	persons	en
5915	G_V	saying's	en
5916	PSP	are	hi
5917	G_R	absolutely	en
5918	G_R	right	en
5919	G_X	.	univ
5920	G_N	Gear	en
5921	G_PRT	up	en
5922	G_N	back	en
5923	G_PRP	yourself	en
5924	CC	and	en
5925	G_PRP	you	en
5926	G_V	will	en
5927	G_V	be	en
5928	G_J	able	en
5929	G_PRT	to	en
5930	G_V	feel	en
5931	G_PRP	yourself	en
5932	G_J	stronger	en
5933	PSP	than	en
5934	PSP	before	en
5935	G_X	...	univ
5936	PSP	while	en
5937	G_V	moving	en
5938	PSP	on	en
5939	G_X	..	univ
5940	G_PRP	IT	en
5941	G_V	MIGHT	en
5942	G_V	BE	en
5943	G_V	TUFF	en
5944	PSP	BUT	en
5945	G_R	NOT	en
5946	G_N	IMPOSSIBLE	en
5947	G_N	buddt	en
5948	G_X	.	univ
5949	DT	all	en
5950	DT	the	en
5951	G_J	best	en
5952	G_X	,	univ
5953	G_N	tc	acro
5954	G_X	.	univ
5955	G_N	dude	en
5956	G_X	..	univ
5957	G_J	just	en
5958	G_V	move	en
5959	PSP	on	en
5960	G_X	!!!	univ
5961	G_PRP	she	en
5962	G_R	never	en
5963	G_V	deserved	en
5964	G_PRP	you	en
5965	G_X	..!!!	univ
5966	G_J	chill	en
5967	G_X	..	univ
5968	G_R	next	en
5969	G_N	time	en
5970	G_R	please	en
5971	G_V	be	en
5972	PSP	with	en
5973	G_N	someone	en
5974	G_PRP	who	en
5975	G_V	likes	en
5976	G_J	real	en
5977	G_PRP	YOU	en
5978	G_X	!!!	univ
5979	E	:D	univ
5980	#	#309	univ
5981	G_X	:	univ
5982	G_PRP	I	en
5983	G_V	graduated	en
5984	PSP	from	en
5985	G_N	IITB	acro
5986	DT	a	en
5987	G_N	couple	en
5988	PSP	of	en
5989	G_N	years	en
5990	G_R	ago	en
5991	CC	and	en
5992	G_V	went	en
5993	G_PRT	to	en
5994	DT	the	en
5995	G_N	US	ne
5996	G_X	.	univ
5997	G_PRP	I	en
5998	G_V	have	en
5999	G_R	still	en
6000	G_R	never	en
6001	G_V	dated	en
6002	DT	a	en
6003	G_J	desi	hi
6004	G_N	gal	en
6005	G_X	.	univ
6006	G_J	No	en
6007	G_N	regrets	en
6008	G_X	,	univ
6009	G_N	it's	en
6010	G_R	too	en
6011	G_J	much	en
6012	G_N	effort	en
6013	PSP	for	en
6014	G_R	virtually	en
6015	G_PRT	no	en
6016	G_N	return	en
6017	G_X	.	univ
6018	CC	But	en
6019	G_J	Desi	hi
6020	G_N	gals	en
6021	G_V	have	en
6022	G_X	'	univ
6023	G_J	Qaatil	hi
6024	G_N	adaayein	hi
6025	G_X	'	univ
6026	G_X	...	univ
6027	DT	which	en
6028	G_J	firang	en
6029	G_N	gals	en
6030	G_V	lack	en
6031	G_X	..	univ
6032	G_N	It's	en
6033	DT	a	en
6034	G_R	most	en
6035	G_J	uniquely	en
6036	G_J	beautiful	en
6037	G_N	thing	en
6038	CC	but	en
6039	G_PRP	it	en
6040	PSP	may	hi
6041	G_V	be	en
6042	G_V	lost	en
6043	PSP	on	en
6044	DT	those	en
6045	G_PRP	who	en
6046	G_V	dont	en
6047	G_V	have	en
6048	DT	a	en
6049	G_J	fine	en
6050	G_N	appreciation	en
6051	PSP	for	en
6052	G_J	such	en
6053	G_N	subtleties	en
6054	G_X	.	univ
6055	G_PRP	I	en
6056	G_V	agree	en
6057	G_PRT	Haha	univ
6058	G_X	...	univ
6059	#	#308	univ
6060	G_X	:	univ
6061	G_PRT	To	hi
6062	G_N	Shanthanu	ne
6063	G_N	Sathe	ne
6064	G_X	(	univ
6065	$	2012	univ
6066	G_N	ME	acro
6067	G_N	DD	en
6068	G_N	pass-out	en
6069	G_X	)	univ
6070	G_X	.	univ
6071	G_PRP	You	en
6072	G_V	might	en
6073	G_PRT	not	en
6074	G_V	know	en
6075	G_PRP	me	en
6076	G_X	,	univ
6077	CC	but	en
6078	G_PRP	I	en
6079	G_V	stalked	en
6080	G_PRP	you	en
6081	PSP	for	en
6082	G_N	years	en
6083	G_X	.	univ
6084	G_V	You're	en
6085	DT	the	en
6086	G_J	cutest	en
6087	G_N	guy	en
6088	G_R	ever	en
6089	G_PRP	I	en
6090	G_V	had	en
6091	G_PRP	this	en
6092	G_J	obsessive	en
6093	G_N	crush	en
6094	PSP	on	en
6095	G_PRP	you	en
6096	PSP	for	en
6097	G_N	years	en
6098	CC	and	en
6099	G_V	fantasized	en
6100	PSP	about	en
6101	G_PRP	you	en
6102	DT	a	en
6103	DT	lot	en
6104	G_X	.	univ
6105	G_PRP	I	en
6106	G_J	just	en
6107	G_V	didn't	en
6108	G_V	have	en
6109	DT	the	en
6110	G_N	guts	en
6111	G_PRT	to	en
6112	G_V	tell	en
6113	G_PRP	you	en
6114	CC	or	en
6115	G_V	ask	en
6116	G_PRP	you	en
6117	G_PRT	out	en
6118	G_X	.	univ
6119	G_X	~	univ
6120	DT	Your	en
6121	G_J	Secret	en
6122	G_N	Admirer	en
6123	G_X	,	univ
6124	G_R	forever	en
6125	G_J	Fouriers	en
6126	G_N	stalkers	en
6127	G_X	.	univ
6128	G_R	Only	en
6129	PSP	in	en
6130	G_N	IIT	en
6131	G_X	.	univ
6132	G_N	I'm	en
6133	G_V	hoping	en
6134	G_PRP	this	en
6135	G_V	is	en
6136	DT	a	en
6137	G_N	chick	en
6138	G_X	.	univ
6139	E	:D	univ
6140	G_R	also	en
6141	G_X	.	univ
6142	G_N	Stalker	en
6143	G_PRT	FTW	acro
6144	G_PRT	yo	univ
6145	G_X	!	univ
6146	E	:D	univ
6147	G_R	ab	hi
6148	G_PRT	to	en
6149	G_V	bata	hi
6150	G_V	deti	hi
6151	G_PRT	yr	hi
6152	G_PRP	apna	hi
6153	G_N	naam	hi
6154	G_PRP	usko	hi
6155	G_PRP	I	en
6156	G_V	have	en
6157	DT	a	en
6158	G_N	hunch	en
6159	G_PRP	that	en
6160	G_PRP	this	en
6161	G_V	might	en
6162	G_V	be	en
6163	DT	a	en
6164	G_J	soon-to-be-dead	en
6165	G_N	baby	en
6166	G_X	.	univ
6167	U	http://4.bp.blogspot.com/-M7DoeZ1EfIE/TtnMRYLHmXI/AAAAAAAAALQ/u5IH10AwnCY/s1600/stalker.jpg	univ
6168	G_N	Shantanu	ne
6169	G_N	Sathe	ne
6170	E	:D	univ
6171	#	#307	univ
6172	G_X	:	univ
6173	G_PRP	I	en
6174	G_R	once	en
6175	G_V	stole	en
6176	DT	a	en
6177	G_J	campusite's	ne
6178	G_N	laptop	en
6179	CC	and	en
6180	G_V	sold	en
6181	G_PRP	it	en
6182	G_J	online	en
