id	tag	word	prev_word	next_word	label
3225	G_PRP	her	with	hand	en
3226	G_N	hand	her	in	en
3227	PSP	in	hand	her	en
3228	G_PRP	her	in	xxxx	en
3229	G_X	xxxx	her	(	acro
3230	G_X	(	xxxx	use	univ
3231	G_V	use	(	your	en
3232	DT	your	use	imagination	en
3233	G_N	imagination	your	)	en
3234	G_X	)	imagination	0	univ
3235	G_X	0	)		univ
3236	G_PRP	I		think	en
3237	G_V	think	I	your	en
3238	DT	your	think	roomie	en
3239	G_N	roomie	your	is	en
3240	G_V	is	roomie	trying	en
3241	G_V	trying	is	to	en
3242	G_PRT	to	trying	tell	en
3243	G_V	tell	to	you	en
3244	G_PRP	you	tell	something	en
3245	G_N	something	you	...	en
3246	G_X	...	something	but	univ
3247	CC	but	...	u	en
3248	G_PRP	u	but	r	en
3249	G_V	r	u	not	en
3250	G_PRT	not	r	taking	en
3251	G_V	taking	not	the	en
3252	DT	the	taking	hint	en
3253	G_N	hint	the	!	en
3254	G_X	!	hint		univ
3255	G_N	iit		delhi	acro
3256	G_N	delhi	iit	fresher	hi
3257	G_N	fresher	delhi	2013	en
3258	$	2013	fresher	boys	univ
3259	G_N	boys	2013	,,,,	en
3260	G_X	,,,,	boys	iim	univ
3261	G_N	iim	,,,,	kozhikode	acro
3262	G_N	kozhikode	iim	and	ne
3263	CC	and	kozhikode	iim	en
3264	G_N	iim	and	ahmedabad	acro
3265	G_N	ahmedabad	iim	mba	ne
3266	G_N	mba	ahmedabad	1st	acro
3267	G_SYM	1st	mba	year	en
3268	G_N	year	1st	boys	en
3269	G_N	boys	year	,,,	en
3270	G_X	,,,	boys	iiml	univ
3271	G_N	iiml	,,,	2013	acro
3272	$	2013	iiml	class	univ
3273	G_N	class	2013	boys	en
3274	G_N	boys	class	,,,	en
3275	G_X	,,,	boys	iimb	univ
3276	G_N	iimb	,,,	pgp	acro
3277	G_N	pgp	iimb	2013-15	acro
3278	$	2013-15	pgp	boys	univ
3279	G_N	boys	2013-15	check	en
3280	G_V	check	boys	ur	en
3281	G_PRP	ur	check	message	en
3282	G_N	message	ur	in	en
3283	PSP	in	message	''	en
3284	G_X	''	in	other	univ
3285	G_J	other	''	''	en
3286	G_X	''	other	0	univ
3287	G_X	0	''	dont	univ
3288	G_V	dont	0	check	en
3289	G_V	check	dont	message	en
3290	G_N	message	check	in	en
3291	PSP	in	message	''	en
3292	G_X	''	in	inbox	univ
3293	G_N	inbox	''	''	en
3294	G_X	''	inbox	,	univ
3295	G_X	,	''	check	univ
3296	G_V	check	,	message	en
3297	G_N	message	check	only	en
3298	G_R	only	message	in	en
3299	PSP	in	only	''	en
3300	G_X	''	in	other	univ
3301	G_J	other	''	''	en
3302	G_X	''	other	0	univ
3303	G_X	0	''	'	univ
3304	G_X	'	0	other	univ
3305	G_J	other	'	'	en
3306	G_X	'	other	folder	univ
3307	G_N	folder	'	is	en
3308	G_V	is	folder	next	en
3309	G_R	next	is	to	en
3310	G_PRT	to	next	''	en
3311	G_X	''	to	inbox	univ
3312	G_N	inbox	''	''	en
3313	G_X	''	inbox	folder	univ
3314	G_N	folder	''	...	en
3315	G_X	...	folder	;'''	univ
3316	E	;'''	...	,	univ
3317	G_X	,	;'''		univ
3318	G_PRT	Well		,	en
3319	G_X	,	Well	to	univ
3320	G_PRT	to	,	folk	en
3321	G_N	folk	to	who	en
3322	G_PRP	who	folk	may	en
3323	PSP	may	who	read	hi
3324	G_V	read	may	this	en
3325	G_PRP	this	read	,	en
3326	G_X	,	this	please	univ
3327	G_R	please	,	don't	en
3328	G_V	don't	please	get	en
3329	G_V	get	don't	into	en
3330	PSP	into	get	relationships	en
3331	G_N	relationships	into	for	en
3332	PSP	for	relationships	the	en
3333	DT	the	for	fun	en
3334	G_J	fun	the	of	en
3335	PSP	of	fun	it	en
3336	G_PRP	it	of	0	en
3337	G_X	0	it	It	univ
3338	G_PRP	It	0	comes	en
3339	G_V	comes	It	with	en
3340	PSP	with	comes	a	en
3341	DT	a	with	lot	en
3342	DT	lot	a	of	en
3343	PSP	of	lot	responsibility	en
3344	G_N	responsibility	of	towards	en
3345	PSP	towards	responsibility	the	en
3346	DT	the	towards	other	en
3347	G_J	other	the	person	en
3348	G_N	person	other	and	en
3349	CC	and	person	unless	en
3350	PSP	unless	and	you	en
3351	G_PRP	you	unless	are	en
3352	PSP	are	you	prepared	hi
3353	G_V	prepared	are	to	en
3354	G_PRT	to	prepared	go	en
3355	G_V	go	to	the	en
3356	DT	the	go	whole	en
3357	G_J	whole	the	mile	en
3358	G_N	mile	whole	please	en
3359	G_R	please	mile	don't	en
3360	G_V	don't	please	indulge	en
3361	G_V	indulge	don't	in	en
3362	PSP	in	indulge	it	en
3363	G_PRP	it	in	0	en
3364	G_X	0	it		univ
3365	G_N	Don't		get	en
3366	G_V	get	Don't	into	en
3367	PSP	into	get	such	en
3368	G_J	such	into	complicated	en
3369	G_J	complicated	such	issues	en
3370	G_N	issues	complicated	when	en
3371	G_R	when	issues	you	en
3372	G_PRP	you	when	don't	en
3373	G_V	don't	you	have	en
3374	G_V	have	don't	the	en
3375	DT	the	have	balls	en
3376	G_N	balls	the	to	en
3377	G_PRT	to	balls	face	en
3378	G_V	face	to	the	en
3379	DT	the	face	consequences	en
3380	G_N	consequences	the	0	en
3381	G_X	0	consequences		univ
3382	G_PRT	ok		..	en
3383	G_X	..	ok	not	univ
3384	G_PRT	not	..	only	en
3385	G_R	only	not	did	en
3386	G_V	did	only	he	en
3387	G_V	he	did	waste	hi
3388	G_V	waste	he	colossal	en
3389	G_J	colossal	waste	amounts	en
3390	G_N	amounts	colossal	of	en
3391	PSP	of	amounts	time	en
3392	G_N	time	of	of	en
3393	PSP	of	time	those	en
3394	DT	those	of	NRI	en
3395	G_N	NRI	those	bandis	acro
3396	G_X	bandis	NRI	...	hi
3397	G_X	...	bandis	but	univ
3398	CC	but	...	is	en
3399	G_V	is	but	now	en
3400	G_R	now	is	wasting	en
3401	G_V	wasting	now	humongous	en
3402	G_J	humongous	wasting	amounts	en
3403	G_N	amounts	humongous	of	en
3404	PSP	of	amounts	Alumni-time	en
3405	G_N	Alumni-time	of	with	en
3406	PSP	with	Alumni-time	these	en
3407	G_PRP	these	with	loooooong	en
3408	G_J	loooooong	these	writeups	en
3409	G_N	writeups	loooooong	,	en
3410	G_X	,	writeups	instead	univ
3411	G_R	instead	,	of	en
3412	PSP	of	instead	cutting	en
3413	G_V	cutting	of	to	en
3414	G_PRT	to	cutting	the	en
3415	DT	the	to	chase	en
3416	G_V	chase	the	!!	en
3417	G_X	!!	chase	0	univ
3418	G_X	0	!!	This	univ
3419	G_PRP	This	0	confession	en
3420	G_N	confession	This	is	en
3421	G_V	is	confession	as	en
3422	PSP	as	is	draining	en
3423	G_V	draining	as	&	en
3424	CC	&	draining	depressing	en
3425	G_J	depressing	&	as	en
3426	PSP	as	depressing	reading	en
3427	G_V	reading	as	Fyodor	en
3428	G_N	Fyodor	reading	Dostoyevsky	ne
3429	G_N	Dostoyevsky	Fyodor	0	ne
3430	G_X	0	Dostoyevsky	If	univ
3431	PSP	If	0	time	en
3432	G_N	time	If	is	en
3433	G_V	is	time	Money	en
3434	G_N	Money	is	,	en
3435	G_X	,	Money	then	univ
3436	G_R	then	,	not	en
3437	G_PRT	not	then	only	en
3438	G_R	only	not	is	en
3439	G_V	is	only	he	en
3440	G_V	he	is	Bankrupt	hi
3441	G_J	Bankrupt	he	but	en
3442	CC	but	Bankrupt	is	en
3443	G_V	is	but	neck-deep	en
3444	G_J	neck-deep	is	in	en
3445	PSP	in	neck-deep	debt	en
3446	G_N	debt	in	!!	en
3447	G_X	!!	debt		univ
3448	G_PRT	Damn		!!!!	en
3449	G_X	!!!!	Damn	SOunds	univ
3450	G_V	SOunds	!!!!	like	en
3451	G_R	like	SOunds	a	en
3452	DT	a	like	wanna	en
3453	G_V	wanna	a	salman	en
3454	G_N	salman	wanna		ne
3455	G_PRP	I		din	en
3456	G_N	din	I	read	hi
3457	G_V	read	din	..	en
3458	G_X	..	read		univ
3459	#	#333		:	univ
3460	G_X	:	#333	I	univ
3461	G_PRP	I	:	have	en
3462	G_V	have	I	peed	en
3463	G_V	peed	have	in	en
3464	PSP	in	peed	the	en
3465	DT	the	in	SAC	en
3466	G_J	SAC	the	swimming	acro
3467	G_V	swimming	SAC	pool	en
3468	G_N	pool	swimming	several	en
3469	G_SYM	several	pool	times	en
3470	G_N	times	several	after	ne
3471	PSP	after	times	realizing	en
3472	G_V	realizing	after	that	en
3473	G_PRP	that	realizing	a	en
3474	DT	a	that	lot	en
3475	DT	lot	a	of	en
3476	PSP	of	lot	swimmers	en
3477	G_N	swimmers	of	do	en
3478	G_V	do	swimmers	it	hi
3479	G_PRP	it	do	too	en
3480	G_R	too	it	...	en
3481	G_X	...	too		univ
3482	G_N	people		who	en
3483	G_PRP	who	people	pee	en
3484	G_N	pee	who	in	en
3485	PSP	in	pee	a	en
3486	DT	a	in	public	en
3487	G_N	public	a	pool	en
3488	G_N	pool	public	get	en
3489	G_V	get	pool	AIDS	en
3490	G_N	AIDS	get	..	acro
3491	G_X	..	AIDS	Its	univ
3492	G_PRP	Its	..	not	en
3493	G_PRT	not	Its	medically	en
3494	G_R	medically	not	proven	en
3495	G_J	proven	medically	...	en
3496	G_X	...	proven	but	univ
3497	CC	but	...	just	en
3498	G_J	just	but	an	en
3499	DT	an	just	unwritten	en
3500	G_V	unwritten	an	law	en
3501	G_N	law	unwritten	of	en
3502	PSP	of	law	KARMA	en
3503	G_N	KARMA	of	!	hi
3504	G_X	!	KARMA		univ
3505	G_PRP	i		think	en
3506	G_V	think	i	i	en
3507	G_PRP	i	think	shoud	en
3508	G_V	shoud	i	stop	en
3509	G_V	stop	shoud	going	en
3510	G_V	going	stop	for	en
3511	PSP	for	going	swimming	en
3512	G_V	swimming	for	now	en
3513	G_R	now	swimming	:-/	en
3514	E	:-/	now		univ
3515	G_N	Thanks		for	en
3516	PSP	for	Thanks	the	en
3517	DT	the	for	heads	en
3518	G_N	heads	the	up	en
3519	G_PRT	up	heads	!	en
3520	G_X	!	up	I	univ
3521	G_PRP	I	!	better	en
3522	G_J	better	I	start	en
3523	G_N	start	better	looking	en
3524	G_V	looking	start	somewhere	en
3525	G_R	somewhere	looking	else	en
3526	G_J	else	somewhere	;-)	en
3527	E	;-)	else		univ
3528	G_N	Mithil		Kamble	ne
3529	G_N	Kamble	Mithil		ne
3530	G_N	Viplov		Jain	ne
3531	G_N	Jain	Viplov		ne
3532	G_N	#332		:	univ
3533	G_X	:	#332	There's	univ
3534	G_N	There's	:	a	en
3535	DT	a	There's	thirdie	en
3536	G_J	thirdie	a	guy	en
3537	G_N	guy	thirdie	&	en
3538	CC	&	guy	sophie	en
3539	G_PRP	sophie	&	girl	ne
3540	G_N	girl	sophie	who	en
3541	G_PRP	who	girl	have	en
3542	G_V	have	who	a	en
3543	DT	a	have	very	en
3544	G_R	very	a	weird	en
3545	G_V	weird	very	so-called	en
3546	G_J	so-called	weird	\	en
3547	G_N	\	so-called	double_quotes	univ
3548	G_X	double_quotes	\	papa-beti\	univ
3549	G_N	papa-beti\	double_quotes	double_quotes	mixed
3550	G_X	double_quotes	papa-beti\	relation	univ
3551	G_N	relation	double_quotes	0	en
3552	G_X	0	relation	They	univ
3553	G_PRP	They	0	like	en
3554	G_R	like	They	to	en
3555	G_PRT	to	like	cuddle	en
3556	G_V	cuddle	to	each	en
3557	G_PRP	each	cuddle	other	en
3558	G_J	other	each	&	en
3559	CC	&	other	do	en
3560	G_V	do	&	childish	hi
3561	G_J	childish	do	things	en
3562	G_N	things	childish	like	en
3563	G_R	like	things	write	en
3564	G_V	write	like	\	en
3565	G_N	\	write	double_quotes	univ
3566	G_X	double_quotes	\	Papa	univ
3567	G_N	Papa	double_quotes	I	en
3568	G_PRP	I	Papa	luv	en
3569	G_V	luv	I	u	en
3570	G_PRP	u	luv	<3	en
3571	$	<3	u	\	univ
3572	G_N	\	<3	double_quotes	univ
3573	G_X	double_quotes	\	and	univ
3574	CC	and	double_quotes	\	en
3575	G_N	\	and	double_quotes	univ
3576	G_X	double_quotes	\	Luv	univ
3577	G_V	Luv	double_quotes	u	en
3578	G_PRP	u	Luv	bachchi\	en
3579	G_N	bachchi\	u	double_quotes	en
3580	G_X	double_quotes	bachchi\	on	univ
3581	PSP	on	double_quotes	each	en
3582	G_PRP	each	on	others	en
3583	G_J	others	each	'	en
3584	G_X	'	others	FB	univ
3585	G_N	FB	'	walls	acro
3586	G_N	walls	FB	0	en
3587	G_X	0	walls	Seriously	univ
3588	G_V	Seriously	0	,	en
3589	G_X	,	Seriously	what	univ
3590	G_PRP	what	,	is	en
3591	G_V	is	what	this	en
3592	G_PRP	this	is	supposed	en
3593	G_J	supposed	this	to	en
3594	G_PRT	to	supposed	mean	en
3595	G_V	mean	to	?	en
3596	G_X	?	mean	I'm	univ
3597	G_N	I'm	?	all	en
3598	DT	all	I'm	for	en
3599	PSP	for	all	LGBT	en
3600	G_N	LGBT	for	but	acro
3601	CC	but	LGBT	this	en
3602	G_PRP	this	but	incest-role-playing	en
3603	G_N	incest-role-playing	this	takes	en
3604	G_V	takes	incest-role-playing	the	en
3605	DT	the	takes	cake	en
3606	G_N	cake	the	0	en
3607	G_X	0	cake	Now	univ
3608	G_R	Now	0	we	en
3609	G_PRP	we	Now	are	en
3610	PSP	are	we	all	hi
3611	DT	all	are	imagining	en
3612	G_V	imagining	all	whether	en
3613	PSP	whether	imagining	papa	en
3614	G_N	papa	whether	&	hi
3615	CC	&	papa	beti	en
3616	G_N	beti	&	are	hi
3617	PSP	are	beti	\	hi
3618	G_N	\	are	double_quotes	univ
3619	G_X	double_quotes	\	doing	univ
3620	G_V	doing	double_quotes	it\	en
3621	G_PRP	it\	doing	double_quotes	en
3622	G_X	double_quotes	it\		univ
3623	G_V	can		u	en
3624	G_PRP	u	can	elaborate	en
3625	G_V	elaborate	u		en
3626	G_PRT	Ewwwww		,	univ
3627	G_X	,	Ewwwww	now	univ
3628	G_R	now	,	I	en
3629	G_PRP	I	now	cannot	en
3630	G_V	cannot	I	eat	en
3631	G_V	eat	cannot	the	en
3632	DT	the	eat	Maggi	en
3633	G_N	Maggi	the	I	ne
3634	G_PRP	I	Maggi	just	en
3635	G_J	just	I	made	en
3636	G_V	made	just	0	en
3637	G_X	0	made		univ
3638	DT	The		dirt	en
3639	G_N	dirt	The	is	en
3640	G_V	is	dirt	in	en
3641	PSP	in	is	your	en
3642	DT	your	in	mind	en
3643	G_N	mind	your	0	en
3644	G_X	0	mind	0	univ
3645	G_X	0	0	If	univ
3646	PSP	If	0	2	en
3647	$	2	If	people	univ
3648	G_N	people	2	can	en
3649	G_V	can	people	tie	en
3650	G_V	tie	can	rakhis	en
3651	G_N	rakhis	tie	and	hi
3652	CC	and	rakhis	become	en
3653	G_V	become	and	'	en
3654	G_X	'	become	mooh-boli	univ
3655	G_J	mooh-boli	'	'	hi
3656	G_X	'	mooh-boli	bhai	univ
3657	G_N	bhai	'	and	hi
3658	CC	and	bhai	behen	en
3659	G_N	behen	and	...	hi
3660	G_X	...	behen	whats	univ
3661	G_R	whats	...	wrong	en
3662	G_J	wrong	whats	with	en
3663	PSP	with	wrong	'	en
3664	G_X	'	with	mooh-boli	univ
3665	G_J	mooh-boli	'	'	hi
3666	G_X	'	mooh-boli	papa	univ
3667	G_N	papa	'	beti	hi
3668	G_N	beti	papa	?.	hi
3669	G_X	?.	beti	In	univ
3670	PSP	In	?.	Champs	en
3671	G_N	Champs	In	H3	en
3672	G_X	H3	Champs	circa	mixed
3673	G_N	circa	H3	93	en
3674	$	93	circa	,	univ
3675	G_X	,	93	there	univ
3676	G_PRP	there	,	was	en
3677	G_V	was	there	a	en
3678	DT	a	was	'	en
3679	G_X	'	a	mooh-boli	univ
3680	G_J	mooh-boli	'	'	hi
3681	G_X	'	mooh-boli	saas-bahu	univ
3682	G_N	saas-bahu	'	relation	hi
3683	G_N	relation	saas-bahu	between	en
3684	G_J	between	relation	2	en
3685	$	2	between	guys	univ
3686	G_N	guys	2	0	en
3687	G_X	0	guys	the	univ
3688	DT	the	0	saas	en
3689	G_N	saas	the	would	hi
3690	G_V	would	saas	torture	en
3691	G_V	torture	would	the	en
3692	DT	the	torture	bahu	en
3693	G_N	bahu	the	day	hi
3694	G_V	day	bahu	in	hi
3695	PSP	in	day	and	en
3696	CC	and	in	day	en
3697	G_V	day	and	out	hi
3698	G_PRT	out	day	0	en
3699	G_X	0	out	Whos	univ
3700	G_PRP	Whos	0	to	en
3701	G_PRT	to	Whos	draw	en
3702	G_V	draw	to	the	en
3703	DT	the	draw	line	en
3704	G_N	line	the	whats	en
3705	G_R	whats	line	acceptable	en
3706	G_V	acceptable	whats	and	en
3707	CC	and	acceptable	whats	en
3708	G_R	whats	and	Not	en
3709	G_R	Not	whats	...	en
3710	G_X	...	Not	next	univ
3711	G_R	next	...	u	en
3712	G_PRP	u	next	will	en
3713	G_V	will	u	be	en
3714	G_V	be	will	bashing	en
3715	G_V	bashing	be	Gay	en
3716	G_N	Gay	bashing	marriage	en
3717	G_N	marriage	Gay	for	en
3718	PSP	for	marriage	all	en
3719	DT	all	for	we	en
3720	G_PRP	we	all	know	en
3721	G_V	know	we	LoL	en
3722	G_PRT	LoL	know		univ
3723	#	#331		:	univ
3724	G_X	:	#331	WTF	univ
3725	G_PRT	WTF	:	happened	acro
3726	G_V	happened	WTF	to	en
3727	G_PRT	to	happened	#329	en
3728	#	#329	to	???	univ
3729	G_X	???	#329		univ
3730	G_V	got		in	en
3731	PSP	in	got	between	en
3732	G_J	between	in	328	en
3733	$	328	between	and	univ
3734	CC	and	328	330	en
3735	$	330	and	,	univ
3736	G_X	,	330	so	univ
3737	G_R	so	,	330	en
3738	$	330	so	killed	univ
3739	G_V	killed	330	him	en
3740	G_PRP	him	killed	,	en
3741	G_X	,	him	now	univ
3742	G_R	now	,	331	en
3743	$	331	now	is	univ
3744	G_V	is	331	investigating	en
3745	G_V	investigating	is	the	en
3746	DT	the	investigating	case	en
3747	G_N	case	the	0	en
3748	G_X	0	case		univ
3749	G_PRT	Aaaargh		!	univ
3750	G_X	!	Aaaargh	this	univ
3751	G_PRP	this	!	is	en
3752	G_V	is	this	sooo	en
3753	G_PRP	sooo	is	eerie	en
3754	G_J	eerie	sooo	!	en
3755	G_X	!	eerie	0	univ
3756	G_X	0	!	#329	univ
3757	#	#329	0	used	univ
3758	G_V	used	#329	to	en
3759	G_PRT	to	used	be	en
3760	G_V	be	to	my	en
3761	DT	my	be	room	en
3762	G_N	room	my	number	en
3763	G_N	number	room	0	en
3764	G_X	0	number	0	univ
3765	G_X	0	0	0	univ
3766	G_X	0	0	For	univ
3767	PSP	For	0	a	en
3768	DT	a	For	minute	en
3769	G_N	minute	a	there	en
3770	G_PRP	there	minute	,	en
3771	G_X	,	there	I	univ
3772	G_PRP	I	,	thought	en
3773	G_V	thought	I	something	en
3774	G_N	something	thought	had	en
3775	G_V	had	something	happened	en
3776	G_V	happened	had	to	en
3777	G_PRT	to	happened	my	en
3778	DT	my	to	room	en
3779	G_N	room	my	0	en
3780	G_X	0	room	0	univ
3781	G_X	0	0	Its	univ
3782	G_PRP	Its	0	just	en
3783	G_J	just	Its	plain	en
3784	G_J	plain	just	weird	en
3785	G_V	weird	plain	...	en
3786	G_X	...	weird	that	univ
3787	G_PRP	that	...	I'd	en
3788	G_N	I'd	that	still	en
3789	G_R	still	I'd	care	en
3790	G_N	care	still	...	en
3791	G_X	...	care	after	univ
3792	PSP	after	...	all	en
3793	DT	all	after	these	en
3794	G_PRP	these	all	years	en
3795	G_N	years	these	!	en
3796	G_X	!	years		univ
3797	U	http://stupidusmaximus.wordpress.com/2013/07/07/cheaters-never-prosper-unless-theyre-really-good/			univ
3798	G_V	Has		anyone	en
3799	G_N	anyone	Has	used	en
3800	G_V	used	anyone	advanced	en
3801	G_J	advanced	used	cogging	en
3802	G_V	cogging	advanced	techniques	en
3803	G_N	techniques	cogging	to	en
3804	G_PRT	to	techniques	cheat	en
3805	G_V	cheat	to	in	en
3806	PSP	in	cheat	tests	en
3807	G_N	tests	in	??	en
3808	G_X	??	tests	Did	univ
3809	G_V	Did	??	you	en
3810	G_PRP	you	Did	use	en
3811	G_V	use	you	old	en
3812	G_J	old	use	school	en
3813	G_N	school	old	methods	en
3814	G_N	methods	school	or	en
3815	CC	or	methods	new	en
3816	G_J	new	or	tech	en
3817	G_J	tech	new	methods	en
3818	G_N	methods	tech	?	en
3819	G_X	?	methods	Did	univ
3820	G_V	Did	?	you	en
3821	G_PRP	you	Did	cog	en
3822	G_V	cog	you	alone	en
3823	G_J	alone	cog	or	en
3824	CC	or	alone	did	en
3825	G_V	did	or	you	en
3826	G_PRP	you	did	have	en
3827	G_V	have	you	an	en
3828	DT	an	have	accomplice	en
3829	G_N	accomplice	an	?	en
3830	G_X	?	accomplice	Tell	univ
3831	G_V	Tell	?	us	en
3832	G_PRP	us	Tell	your	hi
3833	DT	your	us	story	en
3834	G_N	story	your	0	en
3835	G_X	0	story	100%	univ
3836	$	100%	0	anonymous	univ
3837	G_J	anonymous	100%	guarantee	en
3838	G_V	guarantee	anonymous	!	en
3839	G_X	!	guarantee		univ
3840	#	#330		[	univ
3841	G_X	[	#330	M2K	univ
3842	G_X	M2K	[	]:	acro
3843	G_X	]:	M2K	The	univ
3844	DT	The	]:	laziness	en
3845	G_N	laziness	The	of	en
3846	PSP	of	laziness	IITB	en
3847	G_N	IITB	of	profs	acro
3848	G_N	profs	IITB	is	en
3849	G_V	is	profs	unparalleled	en
3850	G_J	unparalleled	is	!	en
3851	G_X	!	unparalleled	As	univ
3852	PSP	As	!	a	en
3853	DT	a	As	routine	en
3854	G_N	routine	a	backlogger	en
3855	G_N	backlogger	routine	,	en
3856	G_X	,	backlogger	I	univ
3857	G_PRP	I	,	always	en
3858	G_R	always	I	found	en
3859	G_V	found	always	myself	en
3860	G_PRP	myself	found	taking	en
3861	G_V	taking	myself	re-exams	en
3862	G_N	re-exams	taking	in	en
3863	PSP	in	re-exams	summer	en
3864	G_N	summer	in	and	en
3865	CC	and	summer	winter	en
3866	G_N	winter	and	0	en
3867	G_X	0	winter	Most	univ
3868	G_J	Most	0	chootiya	en
3869	G_J	chootiya	Most	profs	hi
3870	G_N	profs	chootiya	used	en
3871	G_V	used	profs	to	en
3872	G_PRT	to	used	simply	en
3873	G_R	simply	to	repeat	en
3874	G_V	repeat	simply	the	en
3875	DT	the	repeat	last	en
3876	G_J	last	the	endsem	en
3877	G_N	endsem	last	paper	en
3878	G_N	paper	endsem	word	en
3879	G_N	word	paper	for	en
3880	PSP	for	word	word	en
3881	G_N	word	for	,	en
3882	G_X	,	word	without	univ
3883	PSP	without	,	even	en
3884	G_R	even	without	changing	en
3885	G_V	changing	even	the	en
3886	DT	the	changing	date	en
3887	G_N	date	the	or	en
3888	CC	or	date	the	en
3889	DT	the	or	test	en
3890	G_N	test	the	values	en
3891	G_N	values	test	in	en
3892	PSP	in	values	each	en
3893	G_PRP	each	in	question	en
3894	G_N	question	each	0	en
3895	G_X	0	question	That	univ
3896	DT	That	0	ensured	en
3897	G_V	ensured	That	I	en
3898	G_PRP	I	ensured	passed	en
3899	G_V	passed	I	without	en
3900	PSP	without	passed	difficulty	en
3901	G_N	difficulty	without	and	en
3902	CC	and	difficulty	got	en
3903	G_V	got	and	good	en
3904	G_J	good	got	grades	en
3905	G_N	grades	good	in	en
3906	PSP	in	grades	each	en
3907	G_PRP	each	in	re-exam	en
3908	G_N	re-exam	each	0	en
3909	G_X	0	re-exam	Except	univ
3910	CC	Except	0	that	en
3911	G_PRP	that	Except	there	en
3912	G_PRP	there	that	is	en
3913	G_V	is	there	always	en
3914	G_R	always	is	one	en
3915	G_SYM	one	always	proverbial	en
3916	G_J	proverbial	one	shady	en
3917	G_J	shady	proverbial	uncooperative	en
3918	G_J	uncooperative	shady	prof	en
3919	G_N	prof	uncooperative	,	en
3920	G_X	,	prof	who	univ
3921	G_PRP	who	,	is	en
3922	G_V	is	who	not	en
3923	G_PRT	not	is	only	en
3924	G_R	only	not	immune	en
3925	G_N	immune	only	to	en
3926	G_PRT	to	immune	conning	en
3927	G_V	conning	to	,	en
3928	G_X	,	conning	but	univ
3929	CC	but	,	actually	en
3930	G_R	actually	but	does	en
3931	G_V	does	actually	not	en
3932	G_PRT	not	does	repeat	en
3933	G_V	repeat	not	the	en
3934	DT	the	repeat	most	en
3935	G_R	most	the	recent	en
3936	G_J	recent	most	end-sem	en
3937	G_N	end-sem	recent	paper	en
3938	G_N	paper	end-sem	*	en
3939	G_X	*	paper	grr	univ
3940	G_PRT	grr	*	*	univ
3941	G_X	*	grr	much	univ
3942	G_J	much	*	to	en
3943	G_PRT	to	much	the	en
3944	DT	the	to	frustration	en
3945	G_N	frustration	the	of	en
3946	PSP	of	frustration	fellow	en
3947	G_N	fellow	of	backloggers	en
3948	G_N	backloggers	fellow	like	en
3949	G_R	like	backloggers	me	en
3950	G_PRP	me	like	0	en
3951	G_X	0	me	I	univ
3952	G_PRP	I	0	was	en
3953	G_V	was	I	unable	en
3954	G_J	unable	was	to	en
3955	G_PRT	to	unable	pass	en
3956	G_V	pass	to	even	en
3957	G_R	even	pass	after	en
3958	PSP	after	even	2	en
3959	$	2	after	re-exams	univ
3960	G_N	re-exams	2	0	en
3961	G_X	0	re-exams	So	univ
3962	PSP	So	0	one	en
3963	G_SYM	one	So	day	en
3964	G_V	day	one	I	hi
3965	G_PRP	I	day	took	en
3966	G_V	took	I	an	en
3967	DT	an	took	endsem	en
3968	G_N	endsem	an	paper	en
3969	G_N	paper	endsem	,	en
3970	G_X	,	paper	changed	univ
3971	G_V	changed	,	the	en
3972	DT	the	changed	date	en
3973	G_N	date	the	to	en
3974	G_PRT	to	date	~	en
3975	G_X	~	to	4	univ
3976	$	4	~	years	univ
3977	G_N	years	4	ago	en
3978	G_R	ago	years	and	en
3979	CC	and	ago	managed	en
3980	G_V	managed	and	to	en
3981	G_PRT	to	managed	slip	en
3982	G_V	slip	to	into	en
3983	PSP	into	slip	his	en
3984	G_PRP	his	into	office	en
3985	G_N	office	his	(	en
3986	G_X	(	office	he	univ
3987	G_V	he	(	leaves	hi
3988	G_V	leaves	he	it	en
3989	G_PRP	it	leaves	open	en
3990	G_V	open	it	while	en
3991	PSP	while	open	sitting	en
3992	G_V	sitting	while	in	en
3993	PSP	in	sitting	the	en
3994	DT	the	in	lab	en
3995	G_N	lab	the	next	en
3996	G_R	next	lab	door	en
3997	G_N	door	next	)	en
3998	G_X	)	door	0	univ
3999	G_X	0	)	I	univ
4000	G_PRP	I	0	slipped	en
4001	G_V	slipped	I	it	en
4002	G_PRP	it	slipped	into	en
4003	PSP	into	it	a	en
4004	DT	a	into	bunch	en
4005	G_N	bunch	a	of	en
4006	PSP	of	bunch	messy	en
4007	G_J	messy	of	papers	en
4008	G_N	papers	messy	on	en
4009	PSP	on	papers	his	en
4010	G_PRP	his	on	desk	en
4011	G_N	desk	his	and	en
4012	CC	and	desk	bolted	en
4013	G_V	bolted	and	from	en
4014	PSP	from	bolted	there	en
4015	G_PRP	there	from	0	en
4016	G_X	0	there	2	univ
4017	$	2	0	sems	univ
4018	G_N	sems	2	later	hi
4019	G_R	later	sems	in	en
4020	PSP	in	later	summer	en
4021	G_N	summer	in	was	en
4022	G_V	was	summer	the	en
4023	DT	the	was	re-exam	en
4024	G_N	re-exam	the	again	en
4025	G_R	again	re-exam	...	en
4026	G_X	...	again	The	univ
4027	DT	The	...	prof	en
4028	G_N	prof	The	was	en
4029	G_V	was	prof	amazed	en
4030	G_J	amazed	was	how	en
4031	G_R	how	amazed	from	en
