id	tag	word	label	prev_label	next_label	prev_tag	start_w_s	start_w_n
2062	G_R	Forever	en	acro	en	G_N	0	0
2063	PSP	In	en	en	ne	G_R	0	0
2064	G_N	Maratha	ne	en	ne	PSP	0	0
2065	G_N	Mandir	ne	ne		G_N	0	0
2066	G_PRT	LOL	univ		ne		0	0
2067	G_N	facebook	ne	univ	hi	G_PRT	0	0
2068	PSP	pe	hi	ne	hi	G_N	0	0
2069	G_SYM	ek	hi	hi	en	PSP	0	0
2070	G_N	video	en	hi	hi	G_SYM	0	0
2071	G_V	Dekha	hi	en	ne	G_N	0	0
2072	G_N	Shoib	ne	hi	ne	G_V	0	0
2073	G_N	akhtar	ne	ne	ne	G_N	0	0
2074	G_N	Misbah	ne	ne	hi	G_N	0	0
2075	PSP	ki	hi	ne	hi	G_N	0	0
2076	G_V	le	hi	hi	hi	PSP	0	0
2077	G_V	raha	hi	hi	hi	G_V	0	0
2078	G_V	tha	hi	hi	hi	G_V	0	0
2079	G_PRP	Usme	hi	hi	univ	G_V	0	0
2080	G_PRT	ha	univ	hi	univ	G_PRP	0	0
2081	G_PRT	ha	univ	univ		G_PRT	0	0
2082	@	@geonews_urdu	univ		hi		1	0
2083	G_PRP	jb	hi	univ	ne	@	0	0
2084	G_N	misbah	ne	hi	hi	G_PRP	0	0
2085	G_PRT	nhi	hi	ne	hi	G_N	0	0
2086	G_V	khelta	hi	hi	hi	G_PRT	0	0
2087	G_PRT	to	hi	hi	en	G_V	0	0
2088	G_N	team	en	hi	univ	G_PRT	0	0
2089	$	200	univ	en	hi	G_N	0	1
2090	G_PRT	b	hi	univ	en	$	0	0
2091	G_V	cross	en	hi	hi	G_PRT	0	0
2092	G_PRT	nhi	hi	en	hi	G_V	0	0
2093	G_V	krti	hi	hi	univ	G_PRT	0	0
2094	G_X	...	univ	hi	ne	G_V	0	0
2095	G_N	shoib	ne	univ	ne	G_X	0	0
2096	G_N	akhtr	ne	ne	en	G_N	0	0
2097	G_N	prsnl	en	ne	hi	G_N	0	0
2098	G_V	horhy	hi	en	hi	G_N	0	0
2099	G_V	hai	hi	hi		G_V	0	0
2100	G_N	shoib	ne		ne		0	0
2101	G_N	akhtar	ne	ne	hi	G_N	0	0
2102	PSP	sy	hi	ne	hi	G_N	0	0
2103	G_PRP	koi	hi	hi	hi	PSP	0	0
2104	G_V	pochay	hi	hi	hi	G_PRP	0	0
2105	G_PRP	usny	hi	hi	ne	G_V	0	0
2106	G_N	umar	ne	hi	ne	G_PRP	0	0
2107	G_N	akmal	ne	ne	hi	G_N	0	0
2108	CC	ya	hi	ne	ne	G_N	0	0
2109	G_N	afridi	ne	hi	hi	CC	0	0
2110	CC	k	hi	ne	en	G_N	0	0
2111	G_N	catch	en	hi	en	CC	0	0
2112	G_V	drops	en	en	hi	G_N	0	0
2113	PSP	py	hi	en	hi	G_V	0	0
2114	G_SYM	ek	hi	hi	hi	PSP	0	0
2115	G_N	lafz	hi	hi	hi	G_SYM	0	0
2116	G_PRT	nae	hi	hi	hi	G_N	0	0
2117	G_V	kaha	hi	hi	univ	G_PRT	0	0
2118	G_X	??	univ	hi	hi	G_V	0	0
2119	G_SYM	bas	hi	univ	ne	G_X	0	0
2120	G_N	misbah	ne	hi	hi	G_SYM	0	0
2121	CC	aur	hi	ne	ne	G_N	0	0
2122	G_N	waqar	ne	hi	hi	CC	0	0
2123	PSP	sy	hi	ne	en	G_N	0	0
2124	G_N	bughz	en	hi	hi	PSP	0	0
2125	G_V	nikalny	hi	en	hi	G_N	0	0
2126	G_V	betha	hi	hi	hi	G_V	0	0
2127	G_V	hua	hi	hi	hi	G_V	0	0
2128	G_V	hai	hi	hi		G_V	0	0
2129	G_X	-	univ		ne		0	0
2130	G_N	Misbah	ne	univ	univ	G_X	0	0
2131	$	4	univ	ne	en	G_N	0	1
2132	G_N	year's	en	univ	hi	$	0	0
2133	PSP	se	hi	en	hi	G_N	0	0
2134	G_J	bewakoof	hi	hi	hi	PSP	0	0
2135	G_N	banata	hi	hi	hi	G_J	0	0
2136	G_V	aa	hi	hi	hi	G_N	0	0
2137	G_V	raha	hi	hi	hi	G_V	0	0
2138	G_V	hai	hi	hi	univ	G_V	0	0
2139	G_X	.	univ	hi	ne	G_V	0	0
2140	G_N	Shoib	ne	univ	ne	G_X	0	0
2141	G_N	Akhter	ne	ne	univ	G_N	0	0
2142	G_X	.	univ	ne		G_N	0	0
2143	@	@saadiaafzaal	univ		hi		1	0
2144	G_J	Pagl	hi	univ	hi	@	0	0
2145	G_V	he	hi	hi	hi	G_J	0	0
2146	G_PRP	ye	hi	hi	hi	G_V	0	0
2147	G_N	Qaom	hi	hi	hi	G_PRP	0	0
2148	G_PRP	Jo	hi	hi	ne	G_N	0	0
2149	G_N	misbah	ne	hi	hi	G_PRP	0	0
2150	PSP	ka	hi	ne	en	G_N	0	0
2151	G_N	Cmprezm	en	hi	ne	PSP	0	0
2152	G_N	imraan	ne	en	hi	G_N	0	0
2153	PSP	se	hi	ne	hi	G_N	0	0
2154	G_V	kr	hi	hi	hi	PSP	0	0
2155	G_V	rhe	hi	hi	hi	G_V	0	0
2156	G_V	he	hi	hi	univ	G_V	0	0
2157	G_X	.	univ	hi	hi	G_V	0	0
2158	G_N	khuda	hi	univ	hi	G_X	0	0
2159	PSP	ko	hi	hi	hi	G_N	0	0
2160	G_V	maano	hi	hi	hi	PSP	0	0
2161	G_PRP	kaha	hi	hi	ne	G_V	0	0
2162	G_N	misbah	ne	hi	hi	G_PRP	0	0
2163	G_PRP	kaha	hi	ne	ne	G_N	0	0
2164	G_N	imran	ne	hi	univ	G_PRP	0	0
2165	G_X	..	univ	ne	ne	G_N	0	0
2166	G_N	shoib	ne	univ	ne	G_X	0	0
2167	G_N	Akhtar	ne	ne		G_N	0	0
2168	G_N	Misbah	ne		hi		0	0
2169	G_R	JSA	hi	ne	hi	G_N	0	0
2170	G_J	buzdil	hi	hi	hi	G_R	0	0
2171	PSP	ar	hi	hi	hi	G_J	0	0
2172	G_J	khudgarz	hi	hi	en	PSP	0	0
2173	G_N	kaptan	en	hi	hi	G_J	0	0
2174	G_PRP	mai	hi	en	hi	G_N	0	0
2175	PSP	ne	hi	hi	hi	G_PRP	0	0
2176	G_SYM	kbi	hi	hi	hi	PSP	0	0
2177	G_PRT	ni	hi	hi	hi	G_SYM	0	0
2178	G_V	daikha	hi	hi	ne	G_PRT	0	0
2179	G_N	shoib	ne	hi	ne	G_V	0	0
2180	G_N	akhter	ne	ne		G_N	0	0
2181	G_N	shoib	ne		hi		0	0
2182	G_V	btaen	hi	ne	hi	G_N	0	0
2183	G_R	aitraz	hi	hi	en	G_V	0	0
2184	G_N	team	en	hi	hi	G_R	0	0
2185	PSP	ki	hi	en	hi	G_N	0	0
2186	G_N	nakas	hi	hi	en	PSP	0	0
2187	G_N	performance	en	hi	hi	G_N	0	0
2188	PSP	sy	hi	en	hi	G_N	0	0
2189	G_V	hai	hi	hi	hi	PSP	0	0
2190	CC	ya	hi	hi	ne	G_V	0	0
2191	G_N	misbah	ne	hi	hi	CC	0	0
2192	PSP	ki	hi	ne	univ	G_N	0	0
2193	G_X	double_quotes	univ	hi	hi	PSP	0	0
2194	G_J	tutti	hi	univ	hi	G_X	0	0
2195	G_J	pajji	hi	hi	univ	G_J	0	0
2196	G_X	double_quotes	univ	hi	en	G_J	0	0
2197	G_N	english	en	univ	hi	G_X	0	0
2198	PSP	sy	hi	en	univ	G_N	0	0
2199	G_X	???	univ	hi		PSP	0	0
2200	G_PRP	Is	hi		en		0	0
2201	G_N	tem	en	hi	hi	G_PRP	0	0
2202	PSP	se	hi	en	hi	G_N	0	0
2203	G_J	behtar	hi	hi	hi	PSP	0	0
2204	PSP	to	hi	hi	hi	G_J	0	0
2205	G_N	gali	hi	hi	hi	PSP	0	0
2206	PSP	ke	hi	hi	hi	G_N	0	0
2207	G_N	bachy	hi	hi	hi	PSP	0	0
2208	G_V	khelty	hi	hi	hi	G_N	0	0
2209	G_V	hi	hi	hi	hi	G_V	0	0
2210	PSP	jisy	hi	hi	ne	G_V	0	0
2211	G_N	Wst	ne	hi	ne	PSP	0	0
2212	G_N	indes	ne	ne	hi	G_N	0	0
2213	PSP	k	hi	ne	hi	G_N	0	0
2214	G_J	choti	hi	hi	en	PSP	0	0
2215	G_N	tem	en	hi	hi	G_J	0	0
2216	G_PRT	itna	hi	en	hi	G_N	0	0
2217	G_J	bura	hi	hi	hi	G_PRT	0	0
2218	G_N	shikast	hi	hi	hi	G_J	0	0
2219	G_V	day	hi	hi	hi	G_N	0	0
2220	G_V	rhi	hi	hi	hi	G_V	0	0
2221	G_V	hi	hi	hi	ne	G_V	0	0
2222	G_N	Misbah	ne	hi	hi	G_V	0	0
2223	PSP	ko	hi	ne	hi	G_N	0	0
2224	G_J	mustafi	hi	hi	hi	PSP	0	0
2225	G_V	hona	hi	hi	hi	G_J	0	0
2226	G_V	chahy	hi	hi	ne	G_V	0	0
2227	G_N	Shoib	ne	hi	ne	G_V	0	0
2228	G_N	Ahtar	ne	ne		G_N	0	0
2229	G_N	shoib	ne		ne		0	0
2230	G_N	akhtar	ne	ne	hi	G_N	0	0
2231	PSP	ko	hi	ne	hi	G_N	0	0
2232	G_PRP	koi	hi	hi	hi	PSP	0	0
2233	G_V	btae	hi	hi	hi	G_PRP	0	0
2234	PSP	k	hi	hi	univ	G_V	0	0
2235	$	11	univ	hi	hi	PSP	0	1
2236	PSP	may	hi	univ	hi	$	0	0
2237	G_PRP	iski	hi	hi	en	PSP	0	0
2238	G_N	cricket	en	hi	ne	G_PRP	0	0
2239	G_N	misbah	ne	en	hi	G_N	0	0
2240	PSP	ny	hi	ne	hi	G_N	0	0
2241	G_PRT	nae	hi	hi	ne	PSP	0	0
2242	G_N	mohsin	ne	hi	ne	G_PRT	0	0
2243	G_N	khan	ne	ne	hi	G_N	0	0
2244	CC	aue	hi	ne	ne	G_N	0	0
2245	G_N	afridi	ne	hi	hi	CC	0	0
2246	PSP	ny	hi	ne	hi	G_N	0	0
2247	G_J	khatam	hi	hi	hi	PSP	0	0
2248	G_V	ki	hi	hi	hi	G_J	0	0
2249	G_V	thi	hi	hi	univ	G_V	0	0
2250	G_X	..	univ	hi	hi	G_V	0	0
2251	G_R	thora	hi	univ	hi	G_X	0	0
2252	G_J	kam	hi	hi	hi	G_R	0	0
2253	G_N	ghussa	hi	hi	hi	G_J	0	0
2254	G_V	kary	hi	hi	hi	G_N	0	0
2255	G_PRP	us	hi	hi	hi	G_V	0	0
2256	PSP	py	hi	hi		G_PRP	0	0
2257	G_X	double_quotes	univ		ne		0	0
2258	G_N	Misbah	ne	univ	univ	G_X	0	0
2259	$	90	univ	ne	en	G_N	0	1
2260	G_N	balls	en	univ	hi	$	0	0
2261	PSP	mein	hi	en	univ	G_N	0	0
2262	$	50	univ	hi	hi	PSP	0	1
2263	G_N	banata	hi	univ	hi	$	0	0
2264	G_V	hai	hi	hi	univ	G_N	0	0
2265	G_X	,	univ	hi	hi	G_V	0	0
2266	CC	aur	hi	univ	hi	G_X	0	0
2267	G_R	phir	hi	hi	hi	CC	0	0
2268	G_J	gandhi	hi	hi	hi	G_R	0	0
2269	G_N	angrezi	hi	hi	hi	G_J	0	0
2270	G_V	bolta	hi	hi	hi	G_N	0	0
2271	G_V	hai	hi	hi	univ	G_V	0	0
2272	G_X	double_quotes	univ	hi	univ	G_V	0	0
2273	G_X	-	univ	univ	ne	G_X	0	0
2274	G_N	shoib	ne	univ	ne	G_X	0	0
2275	G_N	Akhtar	ne	ne		G_N	0	0
2276	G_PRP	I	en		en		0	0
2277	G_N	donno	en	en	en	G_PRP	0	0
2278	G_PRT	y	en	en	univ	G_N	0	0
2279	G_X	...	univ	en	en	G_PRT	0	0
2280	G_PRP	I	en	univ	en	G_X	0	0
2281	G_V	am	en	en	en	G_PRP	0	0
2282	G_V	getting	en	en	en	G_V	0	0
2283	DT	a	en	en	en	G_V	0	0
2284	G_V	feel	en	en	en	DT	0	0
2285	G_PRP	that	en	en	ne	G_V	0	0
2286	G_N	Shoib	ne	en	ne	G_PRP	0	0
2287	G_N	akhtar​	ne	ne	en	G_N	0	0
2288	G_V	is	en	ne	en	G_N	0	0
2289	DT	the	en	en	en	G_V	0	0
2290	G_R	most	en	en	hi	DT	0	0
2291	G_J	gawar	hi	en	univ	G_R	0	0
2292	#	#hindi	univ	hi	en	G_J	1	0
2293	G_N	commentator	en	univ	en	#	0	0
2294	G_PRP	I	en	en	en	G_N	0	0
2295	G_R	ever	en	en	en	G_PRP	0	0
2296	G_V	heard	en	en	univ	G_R	0	0
2297	#	#IndvdPak	univ	en	univ	G_V	1	0
2298	#	#BleedBlue	univ	univ	univ	#	1	0
2299	#	#kohli	univ	univ	univ	#	1	0
2300	#	#misbah	univ	univ		#	1	0
2301	G_N	Vivekanand	ne		ne		0	0
2302	G_N	Narayan	ne	ne	ne	G_N	0	0
2303	G_N	Vedang	ne	ne	ne	G_N	0	0
2304	G_N	Chauhan	ne	ne	ne	G_N	0	0
2305	G_N	Pragyensh	ne	ne	ne	G_N	0	0
2306	G_N	Kumar	ne	ne	ne	G_N	0	0
2307	G_N	Harsh	ne	ne	ne	G_N	0	0
2308	G_N	Kumar	ne	ne	ne	G_N	0	0
2309	G_N	Narula	ne	ne	ne	G_N	0	0
2310	G_N	Mritunjay	ne	ne	ne	G_N	0	0
2311	G_N	Tiwari	ne	ne	en	G_N	0	0
2312	DT	That	en	ne	en	G_N	0	0
2313	G_V	reminds	en	en	en	DT	0	0
2314	G_PRP	me	en	en	en	G_V	0	0
2315	PSP	of	en	en	en	G_PRP	0	0
2316	G_N	something	en	en	univ	PSP	0	0
2317	G_X	.	univ	en		G_N	0	0
2318	G_V	Reminds	en		en		0	0
2319	G_PRP	me	en	en	en	G_V	0	0
2320	PSP	of	en	en	ne	G_PRP	0	0
2321	G_N	Ravi	ne	en	ne	PSP	0	0
2322	G_N	Bhoraskar	ne	ne	ne	G_N	0	0
2323	G_N	Jaspreet	ne	ne	ne	G_N	0	0
2324	G_N	Saluja	ne	ne	ne	G_N	0	0
2325	G_N	Shainky	ne	ne	univ	G_N	0	0
2326	G_X	!	univ	ne		G_N	0	0
2327	G_N	Saale	hi		ne		0	0
2328	G_N	Ashish	ne	hi	hi	G_N	0	0
2329	G_J	kaminepan	hi	ne	hi	G_N	0	0
2330	PSP	mein	hi	hi	en	G_J	0	0
2331	G_PRT	to	en	hi	hi	PSP	0	0
2332	G_PRP	yeh	hi	en	en	G_PRT	0	0
2333	G_N	idea	en	hi	en	G_PRP	0	0
2334	G_PRT	to	en	en	hi	G_N	0	0
2335	G_PRP	tere	hi	en	hi	G_PRT	0	0
2336	PSP	liye	hi	hi	en	G_PRP	0	0
2337	G_N	starters(in	en	hi	en	PSP	0	0
2338	DT	a	en	en	en	G_N	0	0
2339	G_N	dinner	en	en	en	DT	0	0
2340	G_N	course	en	en	univ	G_N	0	0
2341	G_X	)	univ	en	hi	G_N	0	0
2342	PSP	ke	hi	univ	hi	G_X	0	0
2343	G_J	layak	hi	hi	hi	PSP	0	0
2344	G_N	bhi	hi	hi	hi	G_J	0	0
2345	G_PRT	nahi	hi	hi	hi	G_N	0	0
2346	G_V	hain	hi	hi		G_PRT	0	0
2347	G_PRP	I	en		en		0	0
2348	G_V	love	en	en	acro	G_PRP	0	0
2349	G_X	iitb	acro	en	acro	G_V	0	0
2350	G_N	IITB	acro	acro	en	G_X	0	0
2351	G_N	Confessions	en	acro		G_N	0	0
2352	G_N	masle	hi		hi		0	0
2353	G_N	sheher	hi	hi	hi	G_N	0	0
2354	PSP	ke	hi	hi	hi	G_N	0	0
2355	G_J	bade	hi	hi	hi	PSP	0	0
2356	CC	ya	hi	hi	hi	G_J	0	0
2357	G_J	chote	hi	hi	hi	CC	0	0
2358	G_V	hone	hi	hi	hi	G_J	0	0
2359	PSP	se	hi	hi	hi	G_V	0	0
2360	G_PRT	nahi	hi	hi	hi	PSP	0	0
2361	G_V	hote	hi	hi	hi	G_PRT	0	0
2362	G_V	hai	hi	hi	univ	G_V	0	0
2363	G_X	..	univ	hi	hi	G_V	0	0
2364	G_N	masle	hi	univ	en	G_X	0	0
2365	G_PRT	to	en	hi	hi	G_N	0	0
2366	G_SYM	bas	hi	en	hi	G_PRT	0	0
2367	G_V	ho	hi	hi	hi	G_SYM	0	0
2368	G_V	jaate	hi	hi	hi	G_V	0	0
2369	G_V	hai	hi	hi	univ	G_V	0	0
2370	G_X	..!!	univ	hi		G_V	0	0
2371	G_N	Keerthi	hi		univ		0	0
2372	G_X	!	univ	hi	en	G_N	0	0
2373	G_N	lets	en	univ	en	G_X	0	0
2374	G_V	open	en	en	en	G_N	0	0
2375	DT	a	en	en	acro	G_V	0	0
2376	G_N	NGO	acro	en	en	DT	0	0
2377	G_R	together	en	acro	univ	G_N	0	0
2378	G_X	!	univ	en	hi	G_R	0	0
2379	G_J	toote	hi	univ	hi	G_X	0	0
2380	G_N	dil	hi	hi	hi	G_J	0	0
2381	PSP	ke	hi	hi	hi	G_N	0	0
2382	G_N	marezon	hi	hi	hi	PSP	0	0
2383	PSP	ke	hi	hi	hi	G_N	0	0
2384	PSP	liye	hi	hi		PSP	0	0
2385	#	#296	univ		univ		1	0
2386	G_X	:	univ	univ	hi	#	0	0
2387	G_PRP	ye	hi	univ	en	G_X	0	0
2388	G_J	mood	en	hi	en	G_PRP	0	0
2389	G_PRP	i	en	en	hi	G_J	0	0
2390	G_PRT	waalon	hi	en	hi	G_PRP	0	0
2391	PSP	ko	hi	hi	hi	G_PRT	0	0
2392	G_PRP	koi	hi	hi	hi	PSP	0	0
2393	G_N	kaam	hi	hi	hi	G_PRP	0	0
2394	G_PRT	hi	hi	hi	hi	G_N	0	0
2395	G_PRT	nai	hi	hi	hi	G_PRT	0	0
2396	G_V	hai	hi	hi	hi	G_PRT	0	0
2397	G_SYM	bas	hi	hi	hi	G_V	0	0
2398	G_V	baith	hi	hi	hi	G_SYM	0	0
2399	PSP	k	hi	hi	en	G_V	0	0
2400	G_N	cover	en	hi	hi	PSP	0	0
2401	CC	aur	hi	en	en	G_N	0	0
2402	G_N	profile	en	hi	en	CC	0	0
2403	G_N	pic	en	en	hi	G_N	0	0
2404	G_V	badalte	hi	en	hi	G_N	0	0
2405	G_V	rena	hi	hi	univ	G_V	0	0
2406	G_X	...	univ	hi	hi	G_V	0	0
2407	G_SYM	saari	hi	univ	en	G_X	0	0
2408	G_N	news	en	hi	en	G_SYM	0	0
2409	G_V	feeds	en	en	hi	G_N	0	0
2410	G_PRP	inhi	hi	en	hi	G_V	0	0
2411	PSP	se	hi	hi	hi	G_PRP	0	0
2412	G_J	bhari	hi	hi	hi	PSP	0	0
2413	G_V	rehti	hi	hi	hi	G_J	0	0
2414	G_V	hain	hi	hi	acro	G_V	0	0
2415	G_X	xxx	acro	hi	en	G_V	0	0
2416	G_V	changed	en	acro	en	G_X	0	0
2417	G_V	is	en	en	en	G_V	0	0
2418	G_N	profile	en	en	univ	G_V	0	0
2419	G_X	...	univ	en	hi	G_N	0	0
2420	G_N	bevkoofi	hi	univ	hi	G_X	0	0
2421	G_V	dekho	hi	hi		G_N	0	0
2422	G_N	Pooja	ne		ne		0	0
2423	G_N	Naik	ne	ne	univ	G_N	0	0
2424	G_X	:	univ	ne	en	G_N	0	0
2425	G_V	Check	en	univ	en	G_X	0	0
2426	G_PRP	it	en	en	en	G_V	0	0
2427	G_PRT	out	en	en	ne	G_PRP	0	0
2428	G_N	Radhika	ne	en	ne	G_PRT	0	0
2429	G_N	Ramaswamy	ne	ne		G_N	0	0
2430	G_PRT	haan	hi		hi		0	0
2431	G_PRP	konsi	hi	hi	en	G_PRT	0	0
2432	G_N	branch	en	hi	hi	G_PRP	0	0
2433	PSP	ke	hi	en	hi	G_N	0	0
2434	G_PRP	konse	hi	hi	en	PSP	0	0
2435	G_N	year	en	hi	hi	G_PRP	0	0
2436	PSP	ke	hi	en	hi	G_N	0	0
2437	G_PRP	konse	hi	hi	hi	PSP	0	0
2438	G_N	ladke	hi	hi	hi	G_PRP	0	0
2439	PSP	ne	hi	hi	hi	G_N	0	0
2440	G_PRP	ye	hi	hi	en	PSP	0	0
2441	G_J	fake	en	hi	en	G_PRP	0	0
2442	G_N	confession	en	en	hi	G_J	0	0
2443	G_V	diya	hi	en	hi	G_N	0	0
2444	G_V	hai	hi	hi	univ	G_V	0	0
2445	G_X	?	univ	hi	univ	G_V	0	0
2446	E	:P	univ	univ		G_X	0	0
2447	G_N	Chem	en		en		0	0
2448	G_PRP	me	en	en	hi	G_N	0	0
2449	G_N	furra	hi	en	hi	G_PRP	0	0
2450	G_J	kam	hi	hi	hi	G_N	0	0
2451	G_J	dukhdaayak	hi	hi	hi	G_J	0	0
2452	G_V	tha	hi	hi	univ	G_J	0	0
2453	G_X	....	univ	hi	hi	G_V	0	0
2454	G_PRP	jo	hi	univ	hi	G_X	0	0
2455	G_PRP	ye	hi	hi	hi	G_PRP	0	0
2456	G_N	bhi	hi	hi	hi	G_PRP	0	0
2457	G_V	aa	hi	hi	hi	G_N	0	0
2458	G_V	gaya	hi	hi		G_V	0	0
2459	G_N	insti	en		en		0	0
2460	G_N	politics	en	en	hi	G_N	0	0
2461	G_PRP	koi	hi	en	hi	G_N	0	0
2462	G_J	nayi	hi	hi	hi	G_PRP	0	0
2463	G_V	baat	hi	hi	hi	G_J	0	0
2464	G_PRT	nahi	hi	hi	hi	G_V	0	0
2465	G_V	hai	hi	hi	hi	G_PRT	0	0
2466	G_N	bhai	hi	hi	univ	G_V	0	0
2467	G_X	,	univ	hi	en	G_N	0	0
2468	DT	my	en	univ	en	G_X	0	0
2469	G_N	sympathies	en	en	en	DT	0	0
2470	PSP	wid	en	en	en	G_N	0	0
2471	G_PRP	u	en	en		PSP	0	0
2472	G_N	Thanks	en		ne		0	0
2473	G_N	Emp	ne	en	ne	G_N	0	0
2474	G_N	Ally	ne	ne	univ	G_N	0	0
2475	G_X	,	univ	ne	en	G_N	0	0
2476	G_PRP	that	en	univ	en	G_X	0	0
2477	G_N	mirrors	en	en	en	G_PRP	0	0
2478	DT	our	en	en	en	G_N	0	0
2479	G_N	sentiments	en	en	univ	DT	0	0
2480	G_X	!	univ	en	acro	G_N	0	0
2481	G_N	PM	acro	univ	hi	G_X	0	0
2482	G_PRP	us	hi	acro	univ	G_N	0	0
2483	G_X	!	univ	hi	univ	G_PRP	0	0
2484	G_X	~	univ	univ	ne	G_X	0	0
2485	G_N	Ed	ne	univ		G_X	0	0
2486	G_N	Ja	hi		hi		0	0
2487	G_V	kar	hi	hi	hi	G_N	0	0
2488	G_N	Naam	hi	hi	hi	G_V	0	0
2489	G_V	puch	hi	hi	hi	G_N	0	0
2490	G_V	lo	hi	hi	univ	G_V	0	0
2491	G_X	,	univ	hi	hi	G_V	0	0
2492	G_PRT	itna	hi	univ	hi	G_X	0	0
2493	G_R	sharmate	hi	hi	hi	G_PRT	0	0
2494	G_PRP	kyo	hi	hi	hi	G_R	0	0
2495	G_V	ho	hi	hi	univ	G_PRP	0	0
2496	G_X	.	univ	hi	en	G_V	0	0
2497	G_PRP	She	en	univ	en	G_X	0	0
2498	G_V	will	en	en	en	G_PRP	0	0
2499	G_R	like	en	en	en	G_V	0	0
2500	G_PRP	it	en	en	univ	G_R	0	0
2501	G_X	.	univ	en		G_PRP	0	0
2502	#	#136	univ		univ		1	0
2503	G_X	:	univ	univ	acro	#	0	0
2504	G_N	RK	acro	univ	hi	G_X	0	0
2505	PSP	ko	hi	acro	en	G_N	0	0
2506	G_PRT	to	en	hi	hi	PSP	0	0
2507	G_SYM	bahut	hi	en	hi	G_PRT	0	0
2508	G_SYM	pahele	hi	hi	en	G_SYM	0	0
2509	G_V	demolish	en	hi	hi	G_SYM	0	0
2510	G_N	karna	hi	en	hi	G_V	0	0
2511	G_V	chahiye	hi	hi	hi	G_N	0	0
2512	G_V	tha	hi	hi	univ	G_V	0	0
2513	G_X	...	univ	hi	hi	G_V	0	0
2514	G_N	Naya	hi	univ	en	G_X	0	0
2515	G_N	road	en	hi	hi	G_N	0	0
2516	G_N	banne	hi	en	hi	G_N	0	0
2517	PSP	ke	hi	hi	hi	G_N	0	0
2518	G_N	baad	hi	hi	hi	PSP	0	0
2519	G_N	bhi	hi	hi	hi	G_N	0	0
2520	G_PRT	kitna	hi	hi	hi	G_N	0	0
2521	G_N	din	hi	hi	en	G_PRT	0	0
2522	G_N	road	en	hi	hi	G_N	0	0
2523	PSP	ko	hi	en	en	G_N	0	0
2524	G_V	block	en	hi	hi	PSP	0	0
2525	G_V	karke	hi	en	hi	G_V	0	0
2526	G_V	chal	hi	hi	hi	G_V	0	0
2527	G_V	raha	hi	hi	hi	G_V	0	0
2528	G_V	tha	hi	hi	univ	G_V	0	0
2529	G_X	...	univ	hi		G_V	0	0
2530	G_R	Very	en		en		0	0
2531	G_J	true	en	en	univ	G_R	0	0
2532	E	:-P	univ	en	univ	G_J	0	0
2533	E	:-P	univ	univ	en	E	0	0
2534	G_N	dude	en	univ	en	E	0	0
2535	G_N	lets	en	en	en	G_N	0	0
2536	G_N	form	en	en	en	G_N	0	0
2537	DT	a	en	en	en	G_N	0	0
2538	G_N	group	en	en		DT	0	0
2539	G_N	Avantika	ne		ne		0	0
2540	G_N	Garg	ne	ne	en	G_N	0	0
2541	G_V	is	en	ne	en	G_N	0	0
2542	G_N	IIT	en	en	en	G_V	0	0
2543	G_V	experience	en	en	en	G_N	0	0
2544	G_PRT	not	en	en	en	G_V	0	0
2545	PSP	for	en	en	en	G_PRT	0	0
2546	G_PRP	u	en	en	univ	PSP	0	0
2547	G_X	?	univ	en	univ	G_PRP	0	0
2548	E	:P	univ	univ		G_X	0	0
2549	G_N	Ayush	ne		ne		0	0
2550	G_N	Lakhotia	ne	ne		G_N	0	0
2551	#	#343	univ		univ		1	0
2552	G_X	:	univ	univ	en	#	0	0
2553	G_PRP	I	en	univ	en	G_X	0	0
2554	G_V	have	en	en	en	G_PRP	0	0
2555	DT	a	en	en	en	G_V	0	0
2556	G_R	huge	en	en	en	DT	0	0
2557	G_N	crush	en	en	en	G_R	0	0
2558	PSP	on	en	en	en	G_N	0	0
2559	DT	a	en	en	en	PSP	0	0
2560	G_N	gal	en	en	en	DT	0	0
2561	G_PRP	who	en	en	en	G_N	0	0
2562	G_V	is	en	en	en	G_PRP	0	0
2563	PSP	in	en	en	acro	G_V	0	0
2564	G_N	EE	acro	en	univ	PSP	0	0
2565	G_SYM	2nd	univ	acro	en	G_N	0	0
2566	G_N	year	en	univ	univ	G_SYM	0	0
2567	G_X	.	univ	en	en	G_N	0	0
2568	G_PRP	I	en	univ	en	G_X	0	0
2569	G_V	don't	en	en	en	G_PRP	0	0
2570	G_V	know	en	en	en	G_V	0	0
2571	G_PRP	her	en	en	en	G_V	0	0
2572	G_N	name	en	en	univ	G_PRP	0	0
2573	G_X	.	univ	en	en	G_N	0	0
2574	G_PRP	I	en	univ	en	G_X	0	0
2575	G_V	want	en	en	en	G_PRP	0	0
2576	G_PRT	to	en	en	en	G_V	0	0
2577	G_V	go	en	en	en	G_PRT	0	0
2578	G_R	ahead	en	en	en	G_V	0	0
2579	CC	but	en	en	en	G_R	0	0
2580	G_PRP	I	en	en	en	CC	0	0
2581	G_V	don't	en	en	en	G_PRP	0	0
2582	G_V	know	en	en	en	G_V	0	0
2583	G_R	how	en	en	univ	G_V	0	0
2584	G_X	!	univ	en	en	G_R	0	0
2585	G_R	Please	en	univ	en	G_X	0	0
2586	G_V	help	en	en	en	G_R	0	0
2587	G_PRP	me	en	en	en	G_V	0	0
2588	G_J	machaoo	en	en	en	G_PRP	0	0
