 0 1 2
5428 verge en G_N
5429 of en PSP
5430 being en G_V
5431 suicidal en G_J
5432 . univ G_X
5433 Anyone en G_PRP
5434 got en G_V
5435 any en DT
5436 suggestions en G_N
5437 ? univ G_X
5438 #### #### ####
5439 Time en G_N
5440 will en G_V
5441 heal en G_V
5442 my en DT
5443 friend en G_N
5444 !! univ G_X
5445 cheer en G_V
5446 up en G_PRT
5447 ! univ G_X
5448 #### #### ####
5449 Its en G_PRP
5450 a en DT
5451 gr8 en G_J
5452 opportunity en G_N
5453 ... univ G_X
5454 Take en G_V
5455 a en DT
5456 month(or en G_N
5457 more en G_SYM
5458 ) univ G_X
5459 off en G_PRT
5460 from en PSP
5461 work en G_N
5462 and en CC
5463 go en G_V
5464 sight-seeing en G_N
5465 random en G_J
5466 places en G_N
5467 ... univ G_X
5468 Not en G_R
5469 touristy en G_J
5470 destinations en G_N
5471 ... univ G_X
5472 But en CC
5473 quaint en G_J
5474 , univ G_X
5475 tucked en G_V
5476 away en G_R
5477 patches en G_N
5478 of en PSP
5479 paradise en G_N
5480 ! univ G_X
5481 It'll en G_PRP
5482 make en G_V
5483 U en G_PRP
5484 realize en G_V
5485 how en G_R
5486 beautiful en G_J
5487 the en DT
5488 world en G_N
5489 is en G_V
5490 and en CC
5491 how en G_R
5492 Foopid en G_V
5493 your en DT
5494 ex en G_N
5495 is en G_V
5496 ! univ G_X
5497 #### #### ####
5498 6 univ $
5499 Yrs en G_N
5500 pehle hi G_N
5501 b hi G_PRT
5502 nhi hi G_R
5503 thi hi G_V
5504 wo hi G_PRP
5505 n en CC
5506 ab hi G_R
5507 b hi G_PRT
5508 ni hi G_PRT
5509 h hi PSP
5510 .. univ G_X
5511 so en G_R
5512 wts en G_X
5513 d en DT
5514 difrnc en G_X
5515 .. univ G_X
5516 . univ G_X
5517 . univ G_X
5518 chill en G_J
5519 kro hi G_V
5520 .. univ G_X
5521 :) univ E
5522 #### #### ####
5523 chill en G_J
5524 maar hi G_V
5525 .... univ G_X
5526 many en G_J
5527 awesome en G_J
5528 kickass en G_J
5529 things en G_N
5530 to en G_PRT
5531 do hi G_V
5532 in en PSP
5533 life en G_N
5534 ... univ G_X
5535 involve en G_V
5536 urself en G_PRP
5537 in en PSP
5538 good en G_J
5539 activities en G_N
5540 #### #### ####
5541 talk en G_V
5542 to en G_PRT
5543 your en DT
5544 parents en G_N
5545 and en CC
5546 all en DT
5547 those en DT
5548 who en G_PRP
5549 love en G_V
5550 you en G_PRP
5551 . univ G_X
5552 #### #### ####
5553 better en G_J
5554 than en PSP
5555 career en G_N
5556 ! univ G_X
5557 #### #### ####
5558 chill en G_J
5559 .... univ G_X
5560 at en PSP
5561 least en G_N
5562 think en G_V
5563 of en PSP
5564 family en G_N
5565 !!!! univ G_X
5566 #### #### ####
5567 take en G_V
5568 a en DT
5569 break en G_V
5570 form en G_N
5571 everything en G_N
5572 .... univ G_X
5573 enjoy en G_V
5574 life en G_N
5575 .. univ G_X
5576 do hi G_V
5577 things en G_N
5578 you en G_PRP
5579 were en G_V
5580 planing en G_V
5581 to en G_PRT
5582 do hi G_V
5583 from en PSP
5584 long en G_J
5585 time en G_N
5586 .... univ G_X
5587 talk en G_V
5588 to en G_PRT
5589 your en DT
5590 parents en G_N
5591 .,.,., univ E
5592 talk en G_V
5593 to en G_PRT
5594 them en G_PRP
5595 about en PSP
5596 your en DT
5597 childhood en G_N
5598 .... univ G_X
5599 how en G_R
5600 they en G_PRP
5601 brought en G_V
5602 you en G_PRP
5603 up en G_PRT
5604 ..... univ G_X
5605 your en DT
5606 parents en G_N
5607 love en G_V
5608 is en G_V
5609 ultimate en G_J
5610 love en G_V
5611 which en DT
5612 never en G_R
5613 leaves en G_V
5614 you en G_PRP
5615 .... univ G_X
5616 they en G_PRP
5617 will en G_V
5618 always en G_R
5619 love en G_V
5620 you en G_PRP
5621 .,., univ G_X
5622 with en PSP
5623 no en G_PRT
5624 demands hi G_N
5625 .... univ G_X
5626 . univ G_X
5627 your en DT
5628 life en G_N
5629 is en G_V
5630 not en G_PRT
5631 only en G_R
5632 your's en G_PRP
5633 your en DT
5634 parents en G_N
5635 have en G_V
5636 right en G_R
5637 over en PSP
5638 it en G_PRP
5639 .. univ G_X
5640 they en G_PRP
5641 brought en G_V
5642 you en G_PRP
5643 in en PSP
5644 this en G_PRP
5645 world en G_N
5646 ... univ G_X
5647 think en G_V
5648 about en PSP
5649 what en G_PRP
5650 will en G_V
5651 happen en G_V
5652 when en G_R
5653 they en G_PRP
5654 will en G_V
5655 know en G_V
5656 there en G_PRP
5657 son en G_N
5658 don't en G_V
5659 want en G_V
5660 to en G_PRT
5661 live en G_V
5662 ...... univ G_X
5663 . univ G_X
5664 live en G_V
5665 is en G_V
5666 precious en G_N
5667 buddy en G_N
5668 ... univ G_X
5669 you en G_PRP
5670 don't en G_V
5671 know en G_V
5672 what en G_PRP
5673 you en G_PRP
5674 will en G_V
5675 get en G_V
5676 next en G_R
5677 till en PSP
5678 you en G_PRP
5679 live en G_V
5680 it en G_PRP
5681 . univ G_X
5682 #### #### ####
5683 Daaru hi G_N
5684 pi hi G_V
5685 ... univ G_X
5686 while en PSP
5687 listening en G_V
5688 to en G_PRT
5689 vintage en G_J
5690 melancholic en G_J
5691 soulful en G_J
5692 songs en G_N
5693 ... univ G_X
5694 process en G_N
5695 your en DT
5696 grief en G_N
5697 ... univ G_X
5698 dont en G_V
5699 deny en G_V
5700 it en G_PRP
5701 or en CC
5702 try en G_V
5703 to en G_PRT
5704 bury en G_V
5705 it en G_PRP
5706 under en PSP
5707 forced en G_J
5708 happiness en G_N
5709 .. univ G_X
5710 Process en G_V
5711 it en G_PRP
5712 completely en G_R
5713 to en G_PRT
5714 attain en G_V
5715 closure en G_N
5716 ... univ G_X
5717 then en G_R
5718 u en G_PRP
5719 wont en G_V
5720 HAVE en G_V
5721 to en G_PRT
5722 move en G_V
5723 on en PSP
5724 ... univ G_X
5725 u en G_PRP
5726 automatically en G_R
5727 WILL en G_V
5728 . univ G_X
5729 #### #### ####
5730 Try en G_V
5731 this en G_PRP
5732 : univ G_X
5733 https://www.facebook.com/photo.php?fbid=509946682388098&set=a.486441174738649.1073741828.485160151533418&type=1&theater univ U
5734 #### #### ####
5735 none en G_PRP
5736 worth en G_N
5737 you en G_PRP
5738 and en CC
5739 your en DT
5740 suicide en G_N
5741 more en G_SYM
5742 than en PSP
5743 your en DT
5744 parents en G_N
5745 . univ G_X
5746 #### #### ####
5747 go en G_V
5748 ahead en G_R
5749 :P univ E
5750 #### #### ####
5751 #312 univ #
5752 : univ G_X
5753 Unlike en G_J
5754 guys en G_N
5755 who en G_PRP
5756 can en G_V
5757 only en G_R
5758 get en G_V
5759 it en G_PRP
5760 off en G_PRT
5761 one en G_SYM
5762 way en G_N
5763 , univ G_X
5764 we en G_PRP
5765 girls en G_N
5766 can en G_V
5767 get en G_V
5768 off en G_PRT
5769 in en PSP
5770 different en G_J
5771 ways en G_N
5772 ... univ G_X
5773 we en G_PRP
5774 just en G_J
5775 need en G_N
5776 a en DT
5777 bit en CC
5778 of en PSP
5779 friction en G_X
5780 and en CC
5781 rock en G_J
5782 back en G_N
5783 and en CC
5784 forth en G_R
5785 . univ G_X
5786 Sadly en G_R
5787 there en G_PRP
5788 are hi PSP
5789 no en G_PRT
5790 handshowers en G_N
5791 in en PSP
5792 the en DT
5793 hostels en G_N
5794 here en G_R
5795 ( univ G_X
5796 D-uh univ G_PRT
5797 whoever en G_PRP
5798 designed en G_V
5799 the en DT
5800 girl's en G_J
5801 toilet en G_N
5802 block en G_V
5803 ) univ G_X
5804 but en CC
5805 it's en G_N
5806 easy en G_J
5807 to en G_PRT
5808 rock en G_J
5809 back en G_N
5810 and en CC
5811 forth en G_R
5812 in en PSP
5813 the en DT
5814 liby en G_N
5815 ... univ G_X
5816 I en G_PRP
5817 did en G_V
5818 that en G_PRP
5819 once en G_R
5820 while en PSP
5821 mugging en G_V
5822 with en PSP
5823 a en DT
5824 classmate en G_N
5825 . univ G_X
5826 He hi G_V
5827 had en G_V
5828 NO en DT
5829 idea en G_N
5830 ... univ G_X
5831 #### #### ####
5832 Gosh en G_J
5833 ! univ G_X
5834 So en PSP
5835 that's en G_N
5836 wot en G_PRP
5837 it en G_PRP
5838 is en G_V
5839 ... univ G_X
5840 With en PSP
5841 all en DT
5842 those en DT
5843 old en G_J
5844 ladies en G_N
5845 in en PSP
5846 rocking-chairs en G_N
5847 !!! univ G_X
5848 #### #### ####
5849 ironically en G_R
5850 it en G_PRP
5851 helps en G_V
5852 ! univ G_X
5853 #### #### ####
5854 #311 univ #
5855 : univ G_X
5856 I en G_PRP
5857 hate en G_V
5858 all en DT
5859 these en G_PRP
5860 morons en G_N
5861 who en G_PRP
5862 comment en G_V
5863 on en PSP
5864 confessions en G_N
5865 like en G_R
5866 they en G_PRP
5867 understand en G_V
5868 what's en G_N
5869 going en G_V
5870 on en PSP
5871 despite en CC
5872 not en G_PRT
5873 being en G_V
5874 from en PSP
5875 IITB acro G_N
5876 . univ G_X
5877 #### #### ####
5878 and en CC
5879 yet en G_R
5880 , univ G_X
5881 you en G_PRP
5882 don't en G_V
5883 mind en G_N
5884 when en G_R
5885 they en G_PRP
5886 like en G_R
5887 your en DT
5888 confession en G_N
5889 ? univ G_X
5890 do hi G_V
5891 you en G_PRP
5892 ? univ G_X
5893 :p univ E
5894 #### #### ####
5895 #310 univ #
5896 : univ G_X
5897 I en G_PRP
5898 recently en G_R
5899 got en G_V
5900 dumped en G_V
5901 by en PSP
5902 my en DT
5903 ex en G_N
5904 because en PSP
5905 she en G_PRP
5906 says en G_V
5907 I en G_PRP
5908 am en G_V
5909 boring en G_J
5910 , univ G_X
5911 I en G_PRP
5912 don't en G_V
5913 dance en G_N
5914 , univ G_X
5915 I en G_PRP
5916 can't en G_V
5917 act en G_V
5918 , univ G_X
5919 I en G_PRP
5920 can't en G_V
5921 sing en G_V
5922 and en CC
5923 I en G_PRP
5924 don't en G_V
5925 go en G_V
5926 to en G_PRT
5927 discs en G_N
5928 and en CC
5929 pubs en G_N
5930 . univ G_X
5931 Is hi G_PRP
5932 it en G_PRP
5933 wrong en G_J
5934 to en G_PRT
5935 be en G_V
5936 a en DT
5937 simple en G_J
5938 guy en G_N
5939 ?? univ G_X
5940 #### #### ####
5941 You en G_PRP
5942 were en G_V
5943 her en G_PRP
5944 boyfriend en G_N
5945 ... univ G_X
5946 not en G_PRT
5947 some en DT
5948 participant en G_N
5949 in en PSP
5950 a en DT
5951 talent en G_N
5952 hunt en G_N
5953 ! univ G_X
5954 Move en G_V
5955 on en PSP
5956 buddy en G_N
5957 .... univ G_X
5958 she en G_PRP
5959 is en G_V
5960 not en G_PRT
5961 worth en G_N
5962 it en G_PRP
5963 ! univ G_X
5964 #### #### ####
5965 Actually en G_R
5966 all en DT
5967 those en DT
5968 r en G_V
5969 mere hi G_PRP
5970 excuses en G_N
5971 ... univ G_X
5972 No en G_J
5973 one en G_SYM
5974 dumps en G_V
5975 anyone en G_N
5976 unless en PSP
5977 they've en G_PRP
5978 already en G_R
5979 found en G_V
5980 someone en G_N
5981 better en G_J
5982 . univ G_X
5983 She's en G_PRP
5984 just en G_J
5985 trying en G_V
5986 to en G_PRT
5987 hide en G_V
5988 the en DT
5989 fact en G_N
5990 that en G_PRP
5991 she en G_PRP
5992 was en G_V
5993 double-timing en G_J
5994 on en PSP
5995 U en G_PRP
5996 .. univ G_X
5997 Samjhaa hi G_V
5998 bitwaa hi G_N
5999 ? univ G_X
6000 Doosri hi G_PRP
6001 pakad hi G_V
6002 ley hi G_V
6003 .. univ G_X
6004 #### #### ####
6005 exactly en G_R
6006 ... univ G_X
6007 she en G_PRP
6008 need en G_N
6009 a en DT
6010 person en G_N
6011 who en G_PRP
6012 can en G_V
6013 be en G_V
6014 gossiped en G_V
6015 upon en PSP
6016 and en CC
6017 flattered en G_V
6018 about en PSP
6019 while en PSP
6020 being en G_V
6021 an en DT
6022 eye-catcher en G_N
6023 of en PSP
6024 all en DT
6025 .. univ G_X
6026 so en G_R
6027 the en DT
6028 conclusion en G_N
6029 is en G_V
6030 the en DT
6031 above en PSP
6032 two univ $
6033 persons en G_N
6034 saying's en G_V
6035 are hi PSP
6036 absolutely en G_R
6037 right en G_R
6038 . univ G_X
6039 Gear en G_N
6040 up en G_PRT
6041 back en G_N
6042 yourself en G_PRP
6043 and en CC
6044 you en G_PRP
6045 will en G_V
6046 be en G_V
6047 able en G_J
6048 to en G_PRT
6049 feel en G_V
6050 yourself en G_PRP
6051 stronger en G_J
6052 than en PSP
6053 before en PSP
6054 ... univ G_X
6055 while en PSP
6056 moving en G_V
6057 on en PSP
6058 .. univ G_X
6059 IT en G_PRP
6060 MIGHT en G_V
6061 BE en G_V
6062 TUFF en G_V
6063 BUT en PSP
6064 NOT en G_R
6065 IMPOSSIBLE en G_N
6066 buddt en G_N
6067 . univ G_X
6068 all en DT
6069 the en DT
6070 best en G_J
6071 , univ G_X
6072 tc acro G_N
6073 . univ G_X
6074 #### #### ####
6075 dude en G_N
6076 .. univ G_X
6077 just en G_J
6078 move en G_V
6079 on en PSP
6080 !!! univ G_X
6081 she en G_PRP
6082 never en G_R
6083 deserved en G_V
6084 you en G_PRP
6085 ..!!! univ G_X
6086 chill en G_J
6087 .. univ G_X
6088 next en G_R
6089 time en G_N
6090 please en G_R
6091 be en G_V
6092 with en PSP
6093 someone en G_N
6094 who en G_PRP
6095 likes en G_V
6096 real en G_J
6097 YOU en G_PRP
6098 !!! univ G_X
6099 :D univ E
6100 #### #### ####
6101 #309 univ #
6102 : univ G_X
6103 I en G_PRP
6104 graduated en G_V
6105 from en PSP
6106 IITB acro G_N
6107 a en DT
6108 couple en G_N
6109 of en PSP
6110 years en G_N
6111 ago en G_R
6112 and en CC
6113 went en G_V
6114 to en G_PRT
6115 the en DT
6116 US ne G_N
6117 . univ G_X
6118 I en G_PRP
6119 have en G_V
6120 still en G_R
6121 never en G_R
6122 dated en G_V
6123 a en DT
6124 desi hi G_J
6125 gal en G_N
6126 . univ G_X
6127 No en G_J
6128 regrets en G_N
6129 , univ G_X
6130 it's en G_N
6131 too en G_R
6132 much en G_J
6133 effort en G_N
6134 for en PSP
6135 virtually en G_R
6136 no en G_PRT
6137 return en G_N
6138 . univ G_X
6139 #### #### ####
6140 But en CC
6141 Desi hi G_J
6142 gals en G_N
6143 have en G_V
6144 ' univ G_X
6145 Qaatil hi G_J
6146 adaayein hi G_N
6147 ' univ G_X
6148 ... univ G_X
6149 which en DT
6150 firang en G_J
6151 gals en G_N
6152 lack en G_V
6153 .. univ G_X
6154 It's en G_N
6155 a en DT
6156 most en G_R
6157 uniquely en G_J
6158 beautiful en G_J
6159 thing en G_N
6160 but en CC
6161 it en G_PRP
6162 may hi PSP
6163 be en G_V
6164 lost en G_V
6165 on en PSP
6166 those en DT
6167 who en G_PRP
6168 dont en G_V
6169 have en G_V
6170 a en DT
6171 fine en G_J
6172 appreciation en G_N
6173 for en PSP
6174 such en G_J
6175 subtleties en G_N
6176 . univ G_X
6177 #### #### ####
6178 I en G_PRP
6179 agree en G_V
6180 #### #### ####
6181 Haha univ G_PRT
6182 ... univ G_X
6183 #### #### ####
6184 #308 univ #
6185 : univ G_X
6186 To hi G_PRT
6187 Shanthanu ne G_N
6188 Sathe ne G_N
6189 ( univ G_X
6190 2012 univ $
6191 ME acro G_N
6192 DD en G_N
6193 pass-out en G_N
6194 ) univ G_X
6195 . univ G_X
6196 You en G_PRP
6197 might en G_V
6198 not en G_PRT
6199 know en G_V
6200 me en G_PRP
6201 , univ G_X
6202 but en CC
6203 I en G_PRP
6204 stalked en G_V
6205 you en G_PRP
6206 for en PSP
6207 years en G_N
6208 . univ G_X
6209 You're en G_V
6210 the en DT
6211 cutest en G_J
6212 guy en G_N
6213 ever en G_R
6214 I en G_PRP
6215 had en G_V
6216 this en G_PRP
6217 obsessive en G_J
6218 crush en G_N
6219 on en PSP
6220 you en G_PRP
6221 for en PSP
6222 years en G_N
6223 and en CC
6224 fantasized en G_V
6225 about en PSP
6226 you en G_PRP
6227 a en DT
6228 lot en DT
6229 . univ G_X
6230 I en G_PRP
6231 just en G_J
6232 didn't en G_V
6233 have en G_V
6234 the en DT
6235 guts en G_N
6236 to en G_PRT
6237 tell en G_V
6238 you en G_PRP
6239 or en CC
6240 ask en G_V
6241 you en G_PRP
6242 out en G_PRT
6243 . univ G_X
6244 ~ univ G_X
6245 Your en DT
6246 Secret en G_J
6247 Admirer en G_N
6248 , univ G_X
6249 forever en G_R
6250 #### #### ####
6251 Fouriers en G_J
6252 stalkers en G_N
6253 . univ G_X
6254 Only en G_R
6255 in en PSP
6256 IIT en G_N
6257 . univ G_X
6258 #### #### ####
6259 I'm en G_N
6260 hoping en G_V
6261 this en G_PRP
6262 is en G_V
6263 a en DT
6264 chick en G_N
6265 . univ G_X
6266 :D univ E
6267 also en G_R
6268 . univ G_X
6269 Stalker en G_N
6270 FTW acro G_PRT
6271 yo univ G_PRT
6272 ! univ G_X
6273 :D univ E
6274 #### #### ####
6275 ab hi G_R
6276 to en G_PRT
6277 bata hi G_V
6278 deti hi G_V
6279 yr hi G_PRT
6280 apna hi G_PRP
6281 naam hi G_N
6282 usko hi G_PRP
6283 #### #### ####
6284 I en G_PRP
6285 have en G_V
6286 a en DT
6287 hunch en G_N
6288 that en G_PRP
6289 this en G_PRP
6290 might en G_V
6291 be en G_V
6292 a en DT
6293 soon-to-be-dead en G_J
6294 baby en G_N
6295 . univ G_X
6296 #### #### ####
6297 http://4.bp.blogspot.com/-M7DoeZ1EfIE/TtnMRYLHmXI/AAAAAAAAALQ/u5IH10AwnCY/s1600/stalker.jpg univ U
6298 #### #### ####
6299 Shantanu ne G_N
6300 Sathe ne G_N
6301 :D univ E
6302 #### #### ####
6303 #307 univ #
6304 : univ G_X
6305 I en G_PRP
6306 once en G_R
6307 stole en G_V
6308 a en DT
6309 campusite's ne G_J
6310 laptop en G_N
6311 and en CC
6312 sold en G_V
6313 it en G_PRP
6314 online en G_J
6315 . univ G_X
6316 Bought en G_V
6317 a en DT
6318 lot en DT
6319 of en PSP
6320 goodies en G_N
6321 that en G_PRP
6322 month en G_N
6323 . univ G_X
6324 I'm en G_N
6325 not en G_PRT
6326 sorry en G_J
6327 . univ G_X
6328 #### #### ####
6329 Dear en G_J
6330 fellow en G_N
6331 iitian ne G_J
6332 , univ G_X
6333 please en G_R
6334 contact en G_V
6335 me en G_PRP
6336 . univ G_X
6337 That en DT
6338 laptop en G_N
6339 had en G_V
6340 lots en G_N
6341 of en PSP
6342 important en G_J
6343 stuff en G_N
6344 . univ G_X
6345 I en G_PRP
6346 can en G_V
6347 understand en G_V
6348 ur en G_PRP
6349 problem en G_N
6350 and en CC
6351 even en G_R
6352 if en PSP
6353 u en G_PRP
6354 are hi PSP
6355 not en G_PRT
6356 , univ G_X
6357 i en G_PRP
6358 am en G_V
6359 sorry en G_J
6360 that en G_PRP
6361 I en G_PRP
6362 didn't en G_V
6363 post en G_N
6364 a en DT
6365 reward en G_N
6366 kind en G_N
6367 of en PSP
6368 thing en G_N
6369 that en G_PRP
6370 day hi G_V
6371 . univ G_X
6372 My en DT
6373 data en G_N
6374 could en G_V
6375 have en G_V
6376 been en G_V
6377 saved en G_V
6378 if en PSP
6379 i en G_PRP
6380 had en G_V
6381 done en G_V
6382 that en G_PRP
6383 . univ G_X
6384 I en G_PRP
6385 will en G_V
6386 do hi G_V
6387 no en G_PRT
6388 harm en G_V
6389 to en G_PRT
6390 u en G_PRP
6391 . univ G_X
6392 I en G_PRP
6393 will en G_V
6394 repurchase en G_V
6395 that en G_PRP
6396 laptop en G_N
6397 from en PSP
6398 the en DT
6399 store en G_N
6400 u en G_PRP
6401 sold en G_V
6402 it en G_PRP
6403 to en G_PRT
6404 . univ G_X
6405 Now en G_R
6406 as en PSP
6407 u en G_PRP
6408 have en G_V
6409 got en G_V
6410 the en DT
6411 goodies en G_N
6412 u en G_PRP
6413 wanted en G_V
6414 , univ G_X
6415 please en G_R
6416 do hi G_V
6417 this en G_PRP
6418 favour en G_N
6419 to en G_PRT
6420 me en G_PRP
6421 .. univ G_X
6422 as en PSP
6423 a en DT
6424 fellow en G_N
6425 campusite en G_N
6426 .. univ G_X
6427 please en G_R
6428 .. univ G_X
6429 #### #### ####
6430 @Aap univ @
6431 chutiye hi G_PRT
6432 hai hi G_V
6433 #### #### ####
6434 #306 univ #
6435 : univ G_X
6436 3 univ $
6437 of en PSP
6438 us hi G_PRP
6439 get en G_V
6440 kicks en G_N
6441 when en G_R
6442 we en G_PRP
6443 run en G_N
6444 bare-chested en G_J
6445 in en PSP
6446 camo en G_J
6447 pants en G_N
6448 while en PSP
6449 listening en G_V
6450 to en G_PRT
6451 a en DT
6452 particular en G_J
6453 soundtrack en G_N
6454 we en G_PRP
6455 like en G_R
6456 on en PSP
6457 loop en G_N
6458 . univ G_X
6459 We've en G_PRP
6460 been en G_V
6461 caught en G_V
6462 by en PSP
6463 guards en G_N
6464 twice en G_R
6465 & en CC
6466 had en G_V
6467 tough en G_J
6468 time en G_N
6469 explaining en G_V
6470 why en G_R
6471 we en G_PRP
6472 were en G_V
6473 half en G_N
6474 naked en G_J
6475 sunning en G_V
6476 around en PSP
6477 screaming en G_V
6478 Hannah ne G_N
6479 & en CC
6480 Selena ne G_N
6481 ... univ G_X
6482 It en G_PRP
6483 may hi PSP
6484 seem en G_V
6485 idiotic en G_J
6486 but en CC
6487 we en G_PRP
6488 get en G_V
6489 an en DT
6490 amazing en G_J
6491 adrenaline en G_N
6492 rush en G_N
6493 doing en G_V
6494 this en G_PRP
6495 , univ G_X
6496 I en G_PRP
6497 guess en G_V
6498 it en G_PRP
6499 is en G_V
6500 that en G_PRP
6501 awesome en G_J
6502 background en G_J
6503 music en G_N
6504 ... univ G_X
6505 #### #### ####
6506 #305 univ #
6507 : univ G_X
6508 I'm en G_N
6509 a en DT
6510 Sophie ne G_N
6511 . univ G_X
6512 My en DT
6513 roomie en G_N
6514 colorfully en G_R
6515 talks en G_V
6516 in en PSP
6517 his en G_PRP
6518 sleep en G_V
6519 uttering en G_V
6520 gems en G_N
6521 like en G_R
6522 \ univ G_N
6523 "	univ	G_X
Moti	hi	G_J
,	univ	G_X
aaj	hi	G_R
tu	hi	G_PRP
chudegi	hi	G_V
,	univ	G_X
mera	hi	G_PRP
lund	hi	G_N
bhaya	hi	G_V
kya	hi	G_PRP
tujhe	hi	G_PRP
?	univ	G_X
\	univ	G_N
" univ G_X
6524 usually en G_R
6525 followed en G_V
6526 by en PSP
6527 lusty en G_R
6528 moaning en G_N
6529 and en CC
6530 the en DT
6531 occassional en G_N
6532 lecherous en G_J
6533 scream en G_N
6534 . univ G_X
6535 Nosises en G_N
6536 of en PSP
6537 the en DT
6538 sort en G_X
6539 have en G_V
6540 been en G_V
6541 heard en G_V
6542 time en G_N
6543 and en CC
6544 again en G_R
6545 in en PSP
6546 our en DT
6547 wing hi G_N
6548 . univ G_X
6549 So en PSP
6550 one en G_SYM
6551 time en G_N
6552 a en DT
6553 few en G_J
6554 of en PSP
6555 us hi G_PRP
6556 decided en G_V
6557 to en G_PRT
6558 reply en G_V
6559 to en G_PRT
6560 each en G_PRP
6561 on en PSP
6562 of en PSP
6563 his en G_PRP
6564 sleep-shouts en G_N
6565 in en PSP
6566 a en DT
6567 pseudo-feminine en G_J
6568 voice en G_N
6569 . univ G_X
6570 Disaster en G_N
6571 . univ G_X
6572 Our en G_PRP
6573 responses en G_N
6574 aroused en G_V
6575 him en G_PRP
6576 so en G_R
6577 much en G_J
6578 more en G_SYM
6579 that en G_PRP
6580 the en DT
6581 shithead en G_J
6582 grabbed en G_V
6583 his en G_PRP
6584 crotch en G_N
6585 a en DT
6586 few en G_J
6587 times ne G_N
6588 and en CC
6589 then en G_R
6590 pulled en G_V
6591 his en G_PRP
6592 wang hi G_N
6593 right en G_R
6594 out en G_PRT
6595 and en CC
6596 started en G_V
6597 beating en G_V
6598 his en G_PRP
6599 monkey en G_N
6600 . univ G_X
6601 And en CC
6602 we en G_PRP
6603 just en G_J
6604 watched en G_V
6605 like en G_R
6606 chootiyas hi G_N
6607 . univ G_X
6608 #### #### ####
6609 : univ G_X
6610 poop en G_V
6611 : univ G_X
6612 #### #### ####
6613 #304 univ #
6614 : univ G_X
6615 To hi G_PRT
6616 a en DT
6617 certain en G_J
6618 someone en G_N
6619 named en G_V
6620 Xxxxxxa ne G_N
6621 Xxxi ne G_N
6622 in en PSP
6623 M en G_PRP
6624 . univ G_X
6625 Sc hi G_N
6626 Chem en G_N
6627 . univ G_X
6628 You en G_PRP
6629 ran en G_V
6630 the en DT
6631 biggest en G_J
6632 love en G_V
6633 triangles en G_N
6634 , univ G_X
6635 quadrilaterals en G_N
6636 ... univ G_X
6637 polygons en G_N
6638 ever en G_R
6639 !. univ G_X
6640 Hats en G_N
6641 off en G_PRT
6642 ! univ G_X
6643 #Victim univ #
6644 #### #### ####
6645 good en G_J
6646 job en G_N
6647 for en PSP
6648 this en G_PRP
6649 person en G_N
6650 #### #### ####
6651 ha univ G_PRT
6652 ha univ G_PRT
6653 ha univ G_PRT
6654 :D univ E
6655 ultimate en G_J
6656 confession en G_N
6657 !!! univ G_X
6658 #### #### ####
6659 mutual en G_J
6660 masterbation en G_N
6661 for en PSP
6662 win en G_N
6663 .. univ G_X
6664 #### #### ####
6665 I en G_PRP
6666 think en G_V
6667 he hi G_V
6668 just en G_J
6669 wants en G_V
6670 to en G_PRT
6671 discharge en G_V
6672 some en DT
6673 sort en G_X
6674 of en PSP
6675 bodily en G_J
6676 fluid en G_N
6677 in en PSP
6678 your en DT
6679 presence en G_N
6680 ... univ G_X
6681 And en CC
6682 tear-ducts en G_N
6683 seem en G_V
6684 to en G_PRT
6685 be en G_V
6686 culturally-permissible en G_J
6687 in en PSP
6688 your en DT
6689 opinion en G_N
6690 . univ G_X
6691 . univ G_X
6692 IMHO univ G_PRT
6693 That's en G_N
6694 what en G_PRP
6695 it en G_PRP
6696 boils en G_V
6697 down en G_R
6698 to en G_PRT
6699 ! univ G_X
6700 #### #### ####
6701 he hi G_V
6702 Cries en G_V
6703 .... univ G_X
6704 hahaha univ G_PRT
6705 .... univ G_X
6706 Live en G_V
6707 Him en G_PRP
6708 be en G_V
6709 my en DT
6710 GF acro G_N
6711 ;) univ E
6712 #### #### ####
6713 He hi G_V
6714 cries en G_V
6715 and en CC
6716 cries en G_V
6717 and en CC
6718 cries en G_V
6719 becoz en PSP
6720 u en G_PRP
6721 wnt en G_V
6722 let en G_V
6723 him en G_PRP
6724 do hi G_V
6725 it en G_PRP
6726 ? univ G_X
6727 Did en G_V
6728 you en G_PRP
6729 say hi PSP
6730 you en G_PRP
6731 were en G_V
6732 seeing en G_V
6733 a en DT
6734 \ univ G_N
6735 "	univ	G_X
guy\	en	G_N
" univ G_X
6736 ? univ G_X
6737 ;) univ E
6738 #### #### ####
6739 #302 univ #
6740 : univ G_X
6741 I en G_PRP
6742 made en G_V
6743 a en DT
6744 big en G_J
6745 mistake en G_N
6746 signing en G_V
6747 up en G_PRT
6748 for en PSP
6749 an en DT
6750 internship en G_N
6751 . univ G_X
6752 This en G_PRP
6753 is en G_V
6754 what en G_PRP
6755 happens en G_V
6756 when en G_R
6757 you en G_PRP
6758 join en G_V
6759 a en DT
6760 giveup en G_J
6761 internship en G_N
6762 just en G_J
6763 for en PSP
6764 money en G_N
6765 .... univ G_X
6766 They en G_PRP
6767 fuck en G_PRT
6768 you en G_PRP
6769 each en G_PRP
6770 and en CC
6771 every en G_SYM
6772 day hi G_V
6773 and en CC
6774 when en G_R
6775 your en DT
6776 stamina en G_N
