id	tag	word	label	prev_label
5582	G_J	vintage	en	en
5583	G_J	melancholic	en	en
5584	G_J	soulful	en	en
5585	G_N	songs	en	en
5586	G_X	...	univ	en
5587	G_N	process	en	univ
5588	DT	your	en	en
5589	G_N	grief	en	en
5590	G_X	...	univ	en
5591	G_V	dont	en	univ
5592	G_V	deny	en	en
5593	G_PRP	it	en	en
5594	CC	or	en	en
5595	G_V	try	en	en
5596	G_PRT	to	en	en
5597	G_V	bury	en	en
5598	G_PRP	it	en	en
5599	PSP	under	en	en
5600	G_J	forced	en	en
5601	G_N	happiness	en	en
5602	G_X	..	univ	en
5603	G_V	Process	en	univ
5604	G_PRP	it	en	en
5605	G_R	completely	en	en
5606	G_PRT	to	en	en
5607	G_V	attain	en	en
5608	G_N	closure	en	en
5609	G_X	...	univ	en
5610	G_R	then	en	univ
5611	G_PRP	u	en	en
5612	G_V	wont	en	en
5613	G_V	HAVE	en	en
5614	G_PRT	to	en	en
5615	G_V	move	en	en
5616	PSP	on	en	en
5617	G_X	...	univ	en
5618	G_PRP	u	en	univ
5619	G_R	automatically	en	en
5620	G_V	WILL	en	en
5621	G_X	.	univ	en
5622	G_V	Try	en	
5623	G_PRP	this	en	en
5624	G_X	:	univ	en
5625	U	https://www.facebook.com/photo.php?fbid=509946682388098&set=a.486441174738649.1073741828.485160151533418&type=1&theater	univ	univ
5626	G_PRP	none	en	
5627	G_N	worth	en	en
5628	G_PRP	you	en	en
5629	CC	and	en	en
5630	DT	your	en	en
5631	G_N	suicide	en	en
5632	G_SYM	more	en	en
5633	PSP	than	en	en
5634	DT	your	en	en
5635	G_N	parents	en	en
5636	G_X	.	univ	en
5637	G_V	go	en	
5638	G_R	ahead	en	en
5639	E	:P	univ	en
5640	#	#312	univ	
5641	G_X	:	univ	univ
5642	G_J	Unlike	en	univ
5643	G_N	guys	en	en
5644	G_PRP	who	en	en
5645	G_V	can	en	en
5646	G_R	only	en	en
5647	G_V	get	en	en
5648	G_PRP	it	en	en
5649	G_PRT	off	en	en
5650	G_SYM	one	en	en
5651	G_N	way	en	en
5652	G_X	,	univ	en
5653	G_PRP	we	en	univ
5654	G_N	girls	en	en
5655	G_V	can	en	en
5656	G_V	get	en	en
5657	G_PRT	off	en	en
5658	PSP	in	en	en
5659	G_J	different	en	en
5660	G_N	ways	en	en
5661	G_X	...	univ	en
5662	G_PRP	we	en	univ
5663	G_J	just	en	en
5664	G_N	need	en	en
5665	DT	a	en	en
5666	CC	bit	en	en
5667	PSP	of	en	en
5668	G_X	friction	en	en
5669	CC	and	en	en
5670	G_J	rock	en	en
5671	G_N	back	en	en
5672	CC	and	en	en
5673	G_R	forth	en	en
5674	G_X	.	univ	en
5675	G_R	Sadly	en	univ
5676	G_PRP	there	en	en
5677	PSP	are	hi	en
5678	G_PRT	no	en	hi
5679	G_N	handshowers	en	en
5680	PSP	in	en	en
5681	DT	the	en	en
5682	G_N	hostels	en	en
5683	G_R	here	en	en
5684	G_X	(	univ	en
5685	G_PRT	D-uh	univ	univ
5686	G_PRP	whoever	en	univ
5687	G_V	designed	en	en
5688	DT	the	en	en
5689	G_J	girl's	en	en
5690	G_N	toilet	en	en
5691	G_V	block	en	en
5692	G_X	)	univ	en
5693	CC	but	en	univ
5694	G_N	it's	en	en
5695	G_J	easy	en	en
5696	G_PRT	to	en	en
5697	G_J	rock	en	en
5698	G_N	back	en	en
5699	CC	and	en	en
5700	G_R	forth	en	en
5701	PSP	in	en	en
5702	DT	the	en	en
5703	G_N	liby	en	en
5704	G_X	...	univ	en
5705	G_PRP	I	en	univ
5706	G_V	did	en	en
5707	G_PRP	that	en	en
5708	G_R	once	en	en
5709	PSP	while	en	en
5710	G_V	mugging	en	en
5711	PSP	with	en	en
5712	DT	a	en	en
5713	G_N	classmate	en	en
5714	G_X	.	univ	en
5715	G_V	He	hi	univ
5716	G_V	had	en	hi
5717	DT	NO	en	en
5718	G_N	idea	en	en
5719	G_X	...	univ	en
5720	G_J	Gosh	en	
5721	G_X	!	univ	en
5722	PSP	So	en	univ
5723	G_N	that's	en	en
5724	G_PRP	wot	en	en
5725	G_PRP	it	en	en
5726	G_V	is	en	en
5727	G_X	...	univ	en
5728	PSP	With	en	univ
5729	DT	all	en	en
5730	DT	those	en	en
5731	G_J	old	en	en
5732	G_N	ladies	en	en
5733	PSP	in	en	en
5734	G_N	rocking-chairs	en	en
5735	G_X	!!!	univ	en
5736	G_R	ironically	en	
5737	G_PRP	it	en	en
5738	G_V	helps	en	en
5739	G_X	!	univ	en
5740	#	#311	univ	
5741	G_X	:	univ	univ
5742	G_PRP	I	en	univ
5743	G_V	hate	en	en
5744	DT	all	en	en
5745	G_PRP	these	en	en
5746	G_N	morons	en	en
5747	G_PRP	who	en	en
5748	G_V	comment	en	en
5749	PSP	on	en	en
5750	G_N	confessions	en	en
5751	G_R	like	en	en
5752	G_PRP	they	en	en
5753	G_V	understand	en	en
5754	G_N	what's	en	en
5755	G_V	going	en	en
5756	PSP	on	en	en
5757	CC	despite	en	en
5758	G_PRT	not	en	en
5759	G_V	being	en	en
5760	PSP	from	en	en
5761	G_N	IITB	acro	en
5762	G_X	.	univ	acro
5763	CC	and	en	
5764	G_R	yet	en	en
5765	G_X	,	univ	en
5766	G_PRP	you	en	univ
5767	G_V	don't	en	en
5768	G_N	mind	en	en
5769	G_R	when	en	en
5770	G_PRP	they	en	en
5771	G_R	like	en	en
5772	DT	your	en	en
5773	G_N	confession	en	en
5774	G_X	?	univ	en
5775	G_V	do	hi	univ
5776	G_PRP	you	en	hi
5777	G_X	?	univ	en
5778	E	:p	univ	univ
5779	#	#310	univ	
5780	G_X	:	univ	univ
5781	G_PRP	I	en	univ
5782	G_R	recently	en	en
5783	G_V	got	en	en
5784	G_V	dumped	en	en
5785	PSP	by	en	en
5786	DT	my	en	en
5787	G_N	ex	en	en
5788	PSP	because	en	en
5789	G_PRP	she	en	en
5790	G_V	says	en	en
5791	G_PRP	I	en	en
5792	G_V	am	en	en
5793	G_J	boring	en	en
5794	G_X	,	univ	en
5795	G_PRP	I	en	univ
5796	G_V	don't	en	en
5797	G_N	dance	en	en
5798	G_X	,	univ	en
5799	G_PRP	I	en	univ
5800	G_V	can't	en	en
5801	G_V	act	en	en
5802	G_X	,	univ	en
5803	G_PRP	I	en	univ
5804	G_V	can't	en	en
5805	G_V	sing	en	en
5806	CC	and	en	en
5807	G_PRP	I	en	en
5808	G_V	don't	en	en
5809	G_V	go	en	en
5810	G_PRT	to	en	en
5811	G_N	discs	en	en
5812	CC	and	en	en
5813	G_N	pubs	en	en
5814	G_X	.	univ	en
5815	G_PRP	Is	hi	univ
5816	G_PRP	it	en	hi
5817	G_J	wrong	en	en
5818	G_PRT	to	en	en
5819	G_V	be	en	en
5820	DT	a	en	en
5821	G_J	simple	en	en
5822	G_N	guy	en	en
5823	G_X	??	univ	en
5824	G_PRP	You	en	
5825	G_V	were	en	en
5826	G_PRP	her	en	en
5827	G_N	boyfriend	en	en
5828	G_X	...	univ	en
5829	G_PRT	not	en	univ
5830	DT	some	en	en
5831	G_N	participant	en	en
5832	PSP	in	en	en
5833	DT	a	en	en
5834	G_N	talent	en	en
5835	G_N	hunt	en	en
5836	G_X	!	univ	en
5837	G_V	Move	en	univ
5838	PSP	on	en	en
5839	G_N	buddy	en	en
5840	G_X	....	univ	en
5841	G_PRP	she	en	univ
5842	G_V	is	en	en
5843	G_PRT	not	en	en
5844	G_N	worth	en	en
5845	G_PRP	it	en	en
5846	G_X	!	univ	en
5847	G_R	Actually	en	
5848	DT	all	en	en
5849	DT	those	en	en
5850	G_V	r	en	en
5851	G_PRP	mere	hi	en
5852	G_N	excuses	en	hi
5853	G_X	...	univ	en
5854	G_J	No	en	univ
5855	G_SYM	one	en	en
5856	G_V	dumps	en	en
5857	G_N	anyone	en	en
5858	PSP	unless	en	en
5859	G_PRP	they've	en	en
5860	G_R	already	en	en
5861	G_V	found	en	en
5862	G_N	someone	en	en
5863	G_J	better	en	en
5864	G_X	.	univ	en
5865	G_PRP	She's	en	univ
5866	G_J	just	en	en
5867	G_V	trying	en	en
5868	G_PRT	to	en	en
5869	G_V	hide	en	en
5870	DT	the	en	en
5871	G_N	fact	en	en
5872	G_PRP	that	en	en
5873	G_PRP	she	en	en
5874	G_V	was	en	en
5875	G_J	double-timing	en	en
5876	PSP	on	en	en
5877	G_PRP	U	en	en
5878	G_X	..	univ	en
5879	G_V	Samjhaa	hi	univ
5880	G_N	bitwaa	hi	hi
5881	G_X	?	univ	hi
5882	G_PRP	Doosri	hi	univ
5883	G_V	pakad	hi	hi
5884	G_V	ley	hi	hi
5885	G_X	..	univ	hi
5886	G_R	exactly	en	
5887	G_X	...	univ	en
5888	G_PRP	she	en	univ
5889	G_N	need	en	en
5890	DT	a	en	en
5891	G_N	person	en	en
5892	G_PRP	who	en	en
5893	G_V	can	en	en
5894	G_V	be	en	en
5895	G_V	gossiped	en	en
5896	PSP	upon	en	en
5897	CC	and	en	en
5898	G_V	flattered	en	en
5899	PSP	about	en	en
5900	PSP	while	en	en
5901	G_V	being	en	en
5902	DT	an	en	en
5903	G_N	eye-catcher	en	en
5904	PSP	of	en	en
5905	DT	all	en	en
5906	G_X	..	univ	en
5907	G_R	so	en	univ
5908	DT	the	en	en
5909	G_N	conclusion	en	en
5910	G_V	is	en	en
5911	DT	the	en	en
5912	PSP	above	en	en
5913	$	two	univ	en
5914	G_N	persons	en	univ
5915	G_V	saying's	en	en
5916	PSP	are	hi	en
5917	G_R	absolutely	en	hi
5918	G_R	right	en	en
5919	G_X	.	univ	en
5920	G_N	Gear	en	univ
5921	G_PRT	up	en	en
5922	G_N	back	en	en
5923	G_PRP	yourself	en	en
5924	CC	and	en	en
5925	G_PRP	you	en	en
5926	G_V	will	en	en
5927	G_V	be	en	en
5928	G_J	able	en	en
5929	G_PRT	to	en	en
5930	G_V	feel	en	en
5931	G_PRP	yourself	en	en
5932	G_J	stronger	en	en
5933	PSP	than	en	en
5934	PSP	before	en	en
5935	G_X	...	univ	en
5936	PSP	while	en	univ
5937	G_V	moving	en	en
5938	PSP	on	en	en
5939	G_X	..	univ	en
5940	G_PRP	IT	en	univ
5941	G_V	MIGHT	en	en
5942	G_V	BE	en	en
5943	G_V	TUFF	en	en
5944	PSP	BUT	en	en
5945	G_R	NOT	en	en
5946	G_N	IMPOSSIBLE	en	en
5947	G_N	buddt	en	en
5948	G_X	.	univ	en
5949	DT	all	en	univ
5950	DT	the	en	en
5951	G_J	best	en	en
5952	G_X	,	univ	en
5953	G_N	tc	acro	univ
5954	G_X	.	univ	acro
5955	G_N	dude	en	
5956	G_X	..	univ	en
5957	G_J	just	en	univ
5958	G_V	move	en	en
5959	PSP	on	en	en
5960	G_X	!!!	univ	en
5961	G_PRP	she	en	univ
5962	G_R	never	en	en
5963	G_V	deserved	en	en
5964	G_PRP	you	en	en
5965	G_X	..!!!	univ	en
5966	G_J	chill	en	univ
5967	G_X	..	univ	en
5968	G_R	next	en	univ
5969	G_N	time	en	en
5970	G_R	please	en	en
5971	G_V	be	en	en
5972	PSP	with	en	en
5973	G_N	someone	en	en
5974	G_PRP	who	en	en
5975	G_V	likes	en	en
5976	G_J	real	en	en
5977	G_PRP	YOU	en	en
5978	G_X	!!!	univ	en
5979	E	:D	univ	univ
5980	#	#309	univ	
5981	G_X	:	univ	univ
5982	G_PRP	I	en	univ
5983	G_V	graduated	en	en
5984	PSP	from	en	en
5985	G_N	IITB	acro	en
5986	DT	a	en	acro
5987	G_N	couple	en	en
5988	PSP	of	en	en
5989	G_N	years	en	en
5990	G_R	ago	en	en
5991	CC	and	en	en
5992	G_V	went	en	en
5993	G_PRT	to	en	en
5994	DT	the	en	en
5995	G_N	US	ne	en
5996	G_X	.	univ	ne
5997	G_PRP	I	en	univ
5998	G_V	have	en	en
5999	G_R	still	en	en
6000	G_R	never	en	en
6001	G_V	dated	en	en
6002	DT	a	en	en
6003	G_J	desi	hi	en
6004	G_N	gal	en	hi
6005	G_X	.	univ	en
6006	G_J	No	en	univ
6007	G_N	regrets	en	en
6008	G_X	,	univ	en
6009	G_N	it's	en	univ
6010	G_R	too	en	en
6011	G_J	much	en	en
6012	G_N	effort	en	en
6013	PSP	for	en	en
6014	G_R	virtually	en	en
6015	G_PRT	no	en	en
6016	G_N	return	en	en
6017	G_X	.	univ	en
6018	CC	But	en	
6019	G_J	Desi	hi	en
6020	G_N	gals	en	hi
6021	G_V	have	en	en
6022	G_X	'	univ	en
6023	G_J	Qaatil	hi	univ
6024	G_N	adaayein	hi	hi
6025	G_X	'	univ	hi
6026	G_X	...	univ	univ
6027	DT	which	en	univ
6028	G_J	firang	en	en
6029	G_N	gals	en	en
6030	G_V	lack	en	en
6031	G_X	..	univ	en
6032	G_N	It's	en	univ
6033	DT	a	en	en
6034	G_R	most	en	en
6035	G_J	uniquely	en	en
6036	G_J	beautiful	en	en
6037	G_N	thing	en	en
6038	CC	but	en	en
6039	G_PRP	it	en	en
6040	PSP	may	hi	en
6041	G_V	be	en	hi
6042	G_V	lost	en	en
6043	PSP	on	en	en
6044	DT	those	en	en
6045	G_PRP	who	en	en
6046	G_V	dont	en	en
6047	G_V	have	en	en
6048	DT	a	en	en
6049	G_J	fine	en	en
6050	G_N	appreciation	en	en
6051	PSP	for	en	en
6052	G_J	such	en	en
6053	G_N	subtleties	en	en
6054	G_X	.	univ	en
6055	G_PRP	I	en	
6056	G_V	agree	en	en
6057	G_PRT	Haha	univ	
6058	G_X	...	univ	univ
6059	#	#308	univ	
6060	G_X	:	univ	univ
6061	G_PRT	To	hi	univ
6062	G_N	Shanthanu	ne	hi
6063	G_N	Sathe	ne	ne
6064	G_X	(	univ	ne
6065	$	2012	univ	univ
6066	G_N	ME	acro	univ
6067	G_N	DD	en	acro
6068	G_N	pass-out	en	en
6069	G_X	)	univ	en
6070	G_X	.	univ	univ
6071	G_PRP	You	en	univ
6072	G_V	might	en	en
6073	G_PRT	not	en	en
6074	G_V	know	en	en
6075	G_PRP	me	en	en
6076	G_X	,	univ	en
6077	CC	but	en	univ
6078	G_PRP	I	en	en
6079	G_V	stalked	en	en
6080	G_PRP	you	en	en
6081	PSP	for	en	en
6082	G_N	years	en	en
6083	G_X	.	univ	en
6084	G_V	You're	en	univ
6085	DT	the	en	en
6086	G_J	cutest	en	en
6087	G_N	guy	en	en
6088	G_R	ever	en	en
6089	G_PRP	I	en	en
6090	G_V	had	en	en
6091	G_PRP	this	en	en
6092	G_J	obsessive	en	en
6093	G_N	crush	en	en
6094	PSP	on	en	en
6095	G_PRP	you	en	en
6096	PSP	for	en	en
6097	G_N	years	en	en
6098	CC	and	en	en
6099	G_V	fantasized	en	en
6100	PSP	about	en	en
6101	G_PRP	you	en	en
6102	DT	a	en	en
6103	DT	lot	en	en
6104	G_X	.	univ	en
6105	G_PRP	I	en	univ
6106	G_J	just	en	en
6107	G_V	didn't	en	en
6108	G_V	have	en	en
6109	DT	the	en	en
6110	G_N	guts	en	en
6111	G_PRT	to	en	en
6112	G_V	tell	en	en
6113	G_PRP	you	en	en
6114	CC	or	en	en
6115	G_V	ask	en	en
6116	G_PRP	you	en	en
6117	G_PRT	out	en	en
6118	G_X	.	univ	en
6119	G_X	~	univ	univ
6120	DT	Your	en	univ
6121	G_J	Secret	en	en
6122	G_N	Admirer	en	en
6123	G_X	,	univ	en
6124	G_R	forever	en	univ
6125	G_J	Fouriers	en	
6126	G_N	stalkers	en	en
6127	G_X	.	univ	en
6128	G_R	Only	en	univ
6129	PSP	in	en	en
6130	G_N	IIT	en	en
6131	G_X	.	univ	en
6132	G_N	I'm	en	
6133	G_V	hoping	en	en
6134	G_PRP	this	en	en
6135	G_V	is	en	en
6136	DT	a	en	en
6137	G_N	chick	en	en
6138	G_X	.	univ	en
6139	E	:D	univ	univ
6140	G_R	also	en	univ
6141	G_X	.	univ	en
6142	G_N	Stalker	en	univ
6143	G_PRT	FTW	acro	en
6144	G_PRT	yo	univ	acro
6145	G_X	!	univ	univ
6146	E	:D	univ	univ
6147	G_R	ab	hi	
6148	G_PRT	to	en	hi
6149	G_V	bata	hi	en
6150	G_V	deti	hi	hi
6151	G_PRT	yr	hi	hi
6152	G_PRP	apna	hi	hi
6153	G_N	naam	hi	hi
6154	G_PRP	usko	hi	hi
6155	G_PRP	I	en	
6156	G_V	have	en	en
6157	DT	a	en	en
6158	G_N	hunch	en	en
6159	G_PRP	that	en	en
6160	G_PRP	this	en	en
6161	G_V	might	en	en
6162	G_V	be	en	en
6163	DT	a	en	en
6164	G_J	soon-to-be-dead	en	en
6165	G_N	baby	en	en
6166	G_X	.	univ	en
6167	U	http://4.bp.blogspot.com/-M7DoeZ1EfIE/TtnMRYLHmXI/AAAAAAAAALQ/u5IH10AwnCY/s1600/stalker.jpg	univ	
6168	G_N	Shantanu	ne	
6169	G_N	Sathe	ne	ne
6170	E	:D	univ	ne
6171	#	#307	univ	
6172	G_X	:	univ	univ
6173	G_PRP	I	en	univ
6174	G_R	once	en	en
6175	G_V	stole	en	en
6176	DT	a	en	en
6177	G_J	campusite's	ne	en
6178	G_N	laptop	en	ne
6179	CC	and	en	en
6180	G_V	sold	en	en
6181	G_PRP	it	en	en
6182	G_J	online	en	en
6183	G_X	.	univ	en
6184	G_V	Bought	en	univ
6185	DT	a	en	en
6186	DT	lot	en	en
6187	PSP	of	en	en
6188	G_N	goodies	en	en
6189	G_PRP	that	en	en
6190	G_N	month	en	en
6191	G_X	.	univ	en
6192	G_N	I'm	en	univ
6193	G_PRT	not	en	en
6194	G_J	sorry	en	en
6195	G_X	.	univ	en
6196	G_J	Dear	en	
6197	G_N	fellow	en	en
6198	G_J	iitian	ne	en
6199	G_X	,	univ	ne
6200	G_R	please	en	univ
6201	G_V	contact	en	en
6202	G_PRP	me	en	en
6203	G_X	.	univ	en
6204	DT	That	en	univ
6205	G_N	laptop	en	en
6206	G_V	had	en	en
6207	G_N	lots	en	en
6208	PSP	of	en	en
6209	G_J	important	en	en
6210	G_N	stuff	en	en
6211	G_X	.	univ	en
6212	G_PRP	I	en	univ
6213	G_V	can	en	en
6214	G_V	understand	en	en
6215	G_PRP	ur	en	en
6216	G_N	problem	en	en
6217	CC	and	en	en
6218	G_R	even	en	en
6219	PSP	if	en	en
6220	G_PRP	u	en	en
6221	PSP	are	hi	en
6222	G_PRT	not	en	hi
6223	G_X	,	univ	en
6224	G_PRP	i	en	univ
6225	G_V	am	en	en
6226	G_J	sorry	en	en
6227	G_PRP	that	en	en
6228	G_PRP	I	en	en
6229	G_V	didn't	en	en
6230	G_N	post	en	en
6231	DT	a	en	en
6232	G_N	reward	en	en
6233	G_N	kind	en	en
6234	PSP	of	en	en
6235	G_N	thing	en	en
6236	G_PRP	that	en	en
6237	G_V	day	hi	en
6238	G_X	.	univ	hi
6239	DT	My	en	univ
6240	G_N	data	en	en
6241	G_V	could	en	en
6242	G_V	have	en	en
6243	G_V	been	en	en
6244	G_V	saved	en	en
6245	PSP	if	en	en
6246	G_PRP	i	en	en
6247	G_V	had	en	en
6248	G_V	done	en	en
6249	G_PRP	that	en	en
6250	G_X	.	univ	en
6251	G_PRP	I	en	univ
6252	G_V	will	en	en
6253	G_V	do	hi	en
6254	G_PRT	no	en	hi
6255	G_V	harm	en	en
6256	G_PRT	to	en	en
6257	G_PRP	u	en	en
6258	G_X	.	univ	en
6259	G_PRP	I	en	univ
6260	G_V	will	en	en
6261	G_V	repurchase	en	en
6262	G_PRP	that	en	en
6263	G_N	laptop	en	en
6264	PSP	from	en	en
6265	DT	the	en	en
6266	G_N	store	en	en
6267	G_PRP	u	en	en
6268	G_V	sold	en	en
6269	G_PRP	it	en	en
6270	G_PRT	to	en	en
6271	G_X	.	univ	en
6272	G_R	Now	en	univ
6273	PSP	as	en	en
6274	G_PRP	u	en	en
6275	G_V	have	en	en
6276	G_V	got	en	en
6277	DT	the	en	en
6278	G_N	goodies	en	en
6279	G_PRP	u	en	en
6280	G_V	wanted	en	en
6281	G_X	,	univ	en
6282	G_R	please	en	univ
6283	G_V	do	hi	en
6284	G_PRP	this	en	hi
6285	G_N	favour	en	en
6286	G_PRT	to	en	en
6287	G_PRP	me	en	en
6288	G_X	..	univ	en
6289	PSP	as	en	univ
6290	DT	a	en	en
6291	G_N	fellow	en	en
6292	G_N	campusite	en	en
6293	G_X	..	univ	en
6294	G_R	please	en	univ
6295	G_X	..	univ	en
6296	@	@Aap	univ	
6297	G_PRT	chutiye	hi	univ
6298	G_V	hai	hi	hi
6299	#	#306	univ	
6300	G_X	:	univ	univ
6301	$	3	univ	univ
6302	PSP	of	en	univ
6303	G_PRP	us	hi	en
6304	G_V	get	en	hi
6305	G_N	kicks	en	en
6306	G_R	when	en	en
6307	G_PRP	we	en	en
6308	G_N	run	en	en
6309	G_J	bare-chested	en	en
6310	PSP	in	en	en
6311	G_J	camo	en	en
6312	G_N	pants	en	en
6313	PSP	while	en	en
6314	G_V	listening	en	en
6315	G_PRT	to	en	en
6316	DT	a	en	en
6317	G_J	particular	en	en
6318	G_N	soundtrack	en	en
6319	G_PRP	we	en	en
6320	G_R	like	en	en
6321	PSP	on	en	en
6322	G_N	loop	en	en
6323	G_X	.	univ	en
6324	G_PRP	We've	en	univ
6325	G_V	been	en	en
6326	G_V	caught	en	en
6327	PSP	by	en	en
6328	G_N	guards	en	en
6329	G_R	twice	en	en
6330	CC	&	en	en
6331	G_V	had	en	en
6332	G_J	tough	en	en
6333	G_N	time	en	en
6334	G_V	explaining	en	en
6335	G_R	why	en	en
6336	G_PRP	we	en	en
6337	G_V	were	en	en
6338	G_N	half	en	en
6339	G_J	naked	en	en
6340	G_V	sunning	en	en
6341	PSP	around	en	en
6342	G_V	screaming	en	en
6343	G_N	Hannah	ne	en
6344	CC	&	en	ne
6345	G_N	Selena	ne	en
6346	G_X	...	univ	ne
6347	G_PRP	It	en	univ
6348	PSP	may	hi	en
6349	G_V	seem	en	hi
6350	G_J	idiotic	en	en
6351	CC	but	en	en
6352	G_PRP	we	en	en
6353	G_V	get	en	en
6354	DT	an	en	en
6355	G_J	amazing	en	en
6356	G_N	adrenaline	en	en
6357	G_N	rush	en	en
6358	G_V	doing	en	en
6359	G_PRP	this	en	en
6360	G_X	,	univ	en
6361	G_PRP	I	en	univ
6362	G_V	guess	en	en
6363	G_PRP	it	en	en
6364	G_V	is	en	en
6365	G_PRP	that	en	en
6366	G_J	awesome	en	en
6367	G_J	background	en	en
6368	G_N	music	en	en
6369	G_X	...	univ	en
6370	#	#305	univ	
6371	G_X	:	univ	univ
6372	G_N	I'm	en	univ
6373	DT	a	en	en
6374	G_N	Sophie	ne	en
6375	G_X	.	univ	ne
6376	DT	My	en	univ
6377	G_N	roomie	en	en
6378	G_R	colorfully	en	en
6379	G_V	talks	en	en
6380	PSP	in	en	en
6381	G_PRP	his	en	en
6382	G_V	sleep	en	en
6383	G_V	uttering	en	en
6384	G_N	gems	en	en
6385	G_R	like	en	en
6386	G_N	\	univ	en
6387	G_X	double_quotes	univ	univ
6388	G_J	Moti	hi	univ
6389	G_X	,	univ	hi
6390	G_R	aaj	hi	univ
6391	G_PRP	tu	hi	hi
6392	G_V	chudegi	hi	hi
6393	G_X	,	univ	hi
6394	G_PRP	mera	hi	univ
6395	G_N	lund	hi	hi
6396	G_V	bhaya	hi	hi
6397	G_PRP	kya	hi	hi
6398	G_PRP	tujhe	hi	hi
6399	G_X	?	univ	hi
6400	G_N	\	univ	univ
6401	G_X	double_quotes	univ	univ
6402	G_R	usually	en	univ
6403	G_V	followed	en	en
6404	PSP	by	en	en
6405	G_R	lusty	en	en
6406	G_N	moaning	en	en
6407	CC	and	en	en
6408	DT	the	en	en
6409	G_N	occassional	en	en
6410	G_J	lecherous	en	en
6411	G_N	scream	en	en
6412	G_X	.	univ	en
6413	G_N	Nosises	en	univ
6414	PSP	of	en	en
6415	DT	the	en	en
6416	G_X	sort	en	en
6417	G_V	have	en	en
6418	G_V	been	en	en
6419	G_V	heard	en	en
6420	G_N	time	en	en
6421	CC	and	en	en
6422	G_R	again	en	en
6423	PSP	in	en	en
6424	DT	our	en	en
6425	G_N	wing	hi	en
6426	G_X	.	univ	hi
6427	PSP	So	en	univ
6428	G_SYM	one	en	en
6429	G_N	time	en	en
6430	DT	a	en	en
6431	G_J	few	en	en
6432	PSP	of	en	en
6433	G_PRP	us	hi	en
6434	G_V	decided	en	hi
6435	G_PRT	to	en	en
6436	G_V	reply	en	en
6437	G_PRT	to	en	en
6438	G_PRP	each	en	en
6439	PSP	on	en	en
6440	PSP	of	en	en
6441	G_PRP	his	en	en
6442	G_N	sleep-shouts	en	en
6443	PSP	in	en	en
6444	DT	a	en	en
6445	G_J	pseudo-feminine	en	en
6446	G_N	voice	en	en
6447	G_X	.	univ	en
6448	G_N	Disaster	en	univ
6449	G_X	.	univ	en
6450	G_PRP	Our	en	univ
6451	G_N	responses	en	en
6452	G_V	aroused	en	en
6453	G_PRP	him	en	en
6454	G_R	so	en	en
6455	G_J	much	en	en
6456	G_SYM	more	en	en
6457	G_PRP	that	en	en
6458	DT	the	en	en
6459	G_J	shithead	en	en
6460	G_V	grabbed	en	en
6461	G_PRP	his	en	en
6462	G_N	crotch	en	en
6463	DT	a	en	en
6464	G_J	few	en	en
6465	G_N	times	ne	en
6466	CC	and	en	ne
6467	G_R	then	en	en
6468	G_V	pulled	en	en
6469	G_PRP	his	en	en
6470	G_N	wang	hi	en
6471	G_R	right	en	hi
6472	G_PRT	out	en	en
6473	CC	and	en	en
6474	G_V	started	en	en
6475	G_V	beating	en	en
6476	G_PRP	his	en	en
6477	G_N	monkey	en	en
6478	G_X	.	univ	en
6479	CC	And	en	univ
6480	G_PRP	we	en	en
6481	G_J	just	en	en
6482	G_V	watched	en	en
6483	G_R	like	en	en
6484	G_N	chootiyas	hi	en
6485	G_X	.	univ	hi
6486	G_X	:	univ	
6487	G_V	poop	en	univ
6488	G_X	:	univ	en
6489	#	#304	univ	
6490	G_X	:	univ	univ
6491	G_PRT	To	hi	univ
6492	DT	a	en	hi
6493	G_J	certain	en	en
6494	G_N	someone	en	en
6495	G_V	named	en	en
6496	G_N	Xxxxxxa	ne	en
6497	G_N	Xxxi	ne	ne
6498	PSP	in	en	ne
6499	G_PRP	M	en	en
6500	G_X	.	univ	en
6501	G_N	Sc	hi	univ
6502	G_N	Chem	en	hi
6503	G_X	.	univ	en
6504	G_PRP	You	en	univ
6505	G_V	ran	en	en
6506	DT	the	en	en
6507	G_J	biggest	en	en
6508	G_V	love	en	en
6509	G_N	triangles	en	en
6510	G_X	,	univ	en
6511	G_N	quadrilaterals	en	univ
6512	G_X	...	univ	en
6513	G_N	polygons	en	univ
6514	G_R	ever	en	en
6515	G_X	!.	univ	en
6516	G_N	Hats	en	univ
6517	G_PRT	off	en	en
6518	G_X	!	univ	en
6519	#	#Victim	univ	univ
6520	G_J	good	en	
6521	G_N	job	en	en
6522	PSP	for	en	en
6523	G_PRP	this	en	en
6524	G_N	person	en	en
6525	G_PRT	ha	univ	
6526	G_PRT	ha	univ	univ
6527	G_PRT	ha	univ	univ
6528	E	:D	univ	univ
6529	G_J	ultimate	en	univ
6530	G_N	confession	en	en
6531	G_X	!!!	univ	en
6532	G_J	mutual	en	
6533	G_N	masterbation	en	en
6534	PSP	for	en	en
6535	G_N	win	en	en
6536	G_X	..	univ	en
6537	G_PRP	I	en	
6538	G_V	think	en	en
6539	G_V	he	hi	en
6540	G_J	just	en	hi
6541	G_V	wants	en	en
6542	G_PRT	to	en	en
6543	G_V	discharge	en	en
6544	DT	some	en	en
6545	G_X	sort	en	en
6546	PSP	of	en	en
6547	G_J	bodily	en	en
6548	G_N	fluid	en	en
6549	PSP	in	en	en
6550	DT	your	en	en
